gru,dense,epochs,neuronios,ativacao_gru,ativacao_normal,normalizacao,timesteps,mae,rmse,mape
2,0,100,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,30467.527129498107,50202.94636357912,0.34007324779748277
2,0,100,"(256, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,35218.508526399964,75227.70508866776,0.3061340375760083
2,0,100,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146992.01207316082,231574.17568252535,0.9887459113987492
2,0,100,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,147057.85659526766,231778.87591640514,0.9887358834740796
2,0,100,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146992.62239420574,231574.56308509017,0.9887602924650067
2,0,100,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,147058.36038170927,231779.19555633317,0.9887477727722385
2,0,100,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146992.0370978708,231574.19156686467,0.9887465010661071
2,0,100,"(256, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,147057.80746196688,231778.84474256693,0.9887347239335623
2,0,100,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,33086.28343631629,48329.34734459754,0.4107452837476569
2,0,100,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,36775.899368378836,68113.39817222537,0.39685203751115605
2,0,100,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,26855.86015033144,40355.674209196106,0.3386147396095591
2,0,100,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,50777.961368824996,104663.22385091208,0.5134402652560965
2,0,100,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,39729.57164654356,64746.08590780296,0.43459442811651555
2,0,100,"(256, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,60747.71176217915,100496.58202627262,0.6730358491855614
2,0,100,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,30190.376863162877,43531.84708909598,0.337137457471958
2,0,100,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,26295.153768991353,48013.63747787735,0.2474729186656944
2,0,100,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,28736.004573863636,48073.144929626535,0.38586205746355695
2,0,100,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,31538.877552352293,66653.22727100449,0.25483640200155205
2,0,100,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,30889.2852491714,50597.33653483437,0.344926776413006
2,0,100,"(256, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,34369.85519221052,65021.88198130538,0.33270012937078197
2,0,100,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146531.63643229168,231282.22522548112,0.9778980262573682
2,0,100,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,146598.13783896388,231487.46866358962,0.977886571472488
2,0,100,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146533.1054264323,231283.15592718546,0.9779326403383409
2,0,100,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,146599.29623149813,231488.2022701126,0.9779139091101962
2,0,100,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146531.73732347894,231282.28914627517,0.9779004035758914
2,0,100,"(128, 64)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,146598.1666586819,231487.48692165772,0.9778872514715121
2,0,100,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,28208.32927616004,43452.57064935433,0.318550527180687
2,0,100,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,24523.641550539185,44180.000801088674,0.248047182156199
2,0,100,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,29345.33219637784,46001.95566992189,0.5334836795488352
2,0,100,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,44535.52187594927,93230.27242941949,0.47092692300880024
2,0,100,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,33109.11231889205,57083.04099103947,0.36573550384400677
2,0,100,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,43325.518173199234,76080.49250288827,0.4517833942394581
2,0,100,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,25090.289798177084,38087.95080076123,0.2888235670470263
2,0,100,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,29167.22316114349,54569.913847609045,0.29398382301414466
2,0,100,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,26692.46344223485,44137.735336988764,0.3718322789651106
2,0,100,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,35457.06975480331,76373.38140236594,0.3099306277843335
2,0,100,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,34164.74236919981,56350.11916294615,0.3779845655105587
2,0,100,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,36523.348338538504,72982.1565399543,0.35608943346089444
2,0,100,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146991.54564249676,231573.87961532938,0.9887349208383873
2,0,100,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,147057.59476178934,231778.70978806607,0.9887297043364874
2,0,100,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146992.34477579754,231574.38686610354,0.9887537509099418
2,0,100,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,147058.1796568341,231779.0808913743,0.9887435076772297
2,0,100,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146991.601245931,231573.91490947598,0.9887362310337066
2,0,100,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,147057.54967998445,231778.68118651275,0.9887286403070091
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,27494.428239820074,44365.05719874941,0.35392282309429696
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,27832.723453044313,48953.832928679745,0.27770428205906095
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,25515.370404829544,38372.62260779876,0.4082360781272266
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,42527.18972960017,89680.96660187033,0.4355919524243509
2,0,100,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,35941.346357717804,62603.23499011333,0.3844773135555281
