gru,dense,epochs,neuronios,ativacao_gru,ativacao_normal,normalizacao,timesteps,mae,rmse,mape
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,22242.266113873105,36658.943391843044,0.2963878307361807
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,20776.205223482117,34974.353154434706,0.20805456253899363
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,37209.71210227273,52620.224228661675,0.5157773821704447
2,0,150,"(128, 64)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,49322.28407526769,77515.25320905192,0.6826275643494845
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,27211.02438683712,40920.09444389396,0.35326152745097716
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,25606.30671300691,39777.4326507779,0.33635591822174116
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,20974.685987807767,33838.7484960672,0.255338175500347
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,24150.862150356807,43512.21497329589,0.25238967380972166
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,35745.00056758996,59591.38704967422,0.39544964626720913
2,0,150,"(128, 64)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,31591.3888554996,48084.577054858586,0.38524792813718217
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146076.15474283855,230993.9181324447,0.967165457866344
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,146135.98171733797,231195.0676099474,0.9669797373177638
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146077.5800358073,230994.8194632134,0.9671990422114857
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,146137.14931987703,231195.80564105842,0.9670072926098109
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146076.22822916668,230993.96460380612,0.9671671894332997
2,0,150,"(128, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,146135.9742710489,231195.06290322612,0.9669795615861574
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,26445.427496448865,41741.318622136445,0.30897173032389047
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,32023.753466618888,47182.66298885793,0.45566344359930283
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,23624.016284919508,37218.46620133448,0.3374505610162961
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,20837.619666283794,35069.02193766528,0.24034013184438455
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,26952.27141512784,38730.78484288562,0.3512221810676029
2,0,150,"(128, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,45753.74966775516,67783.5106970085,0.5734172620602161
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,26104.984010425913,39866.0181577291,0.2950350150163283
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,23126.6672651029,39236.68853641285,0.24785461157780553
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,25933.09333984375,41775.65163036374,0.3096973159299905
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,23174.911024239635,38158.61390907572,0.23121728531246566
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,26859.73933001894,40351.899712026905,0.34196546798987265
2,0,150,"(128, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,34129.056625199344,59763.402029945755,0.37872644453600035
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,146074.64619791668,230992.96416032108,0.967129911845681
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,146134.82998393953,231194.33961304705,0.9669525565356971
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,146076.55830729168,230994.17333913085,0.9671749671028154
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,146136.33047222078,231195.28805441543,0.9669879678948028
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,146074.8387027995,230993.0858960366,0.9671344478607793
2,0,150,"(64, 32)",tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,146134.64931943206,231194.22541774737,0.966948292844915
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,24840.116851325758,39595.98276581403,0.3215096256516013
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,24382.24919786604,39872.992993975946,0.30098337870262565
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,26211.632082149623,38591.64534661451,0.4304445614703086
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,22963.653186227977,38688.18657851859,0.20169128584615628
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,25520.304591915246,40744.57195390153,0.32672439610379306
2,0,150,"(64, 32)",relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,34576.727956148425,52784.80161167357,0.4617024801062675
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,3,25257.423320090555,38030.54262306535,0.28950703536179817
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,5,26648.59256756436,43935.3135954082,0.32442645597978353
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,3,21554.21443951231,34579.95498402539,0.23605925134581668
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,5,23593.58332700486,36827.66717346307,0.3436219853100258
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,3,25531.993828125,40174.78033937607,0.28985349942538735
2,0,150,"(64, 32)",swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,5,46613.807826027114,79236.10435241261,0.530458028993485
