bi_lstm,dense,epochs,neuronios,ativacao_lstm,ativacao_normal,normalizacao,mae,rmse,mape
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,26105.446682054924,44911.49617298139,0.25914732138303137
1,0,150,64,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,34194.08764144137,49685.05815706696,0.4604146844164189
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,23031.993456143467,38332.90103287962,0.2280128159303632
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,23910.348267936475,39992.99231273828,0.20415334431475785
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,22583.460673532198,38770.90280181817,0.24583411389547916
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,19642.493609088884,35354.61690237538,0.1979066846074595
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,22226.309737807765,40232.65593977476,0.2033688836047519
1,0,150,64,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,26602.199388432186,42412.690465146065,0.34261650918336267
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,146063.91328776043,230986.17706403832,0.9668770110267151
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,146131.73552821588,231192.38365621326,0.9668795279021047
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,146067.9384342448,230988.72238305313,0.9669718560247199
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,146134.87600444735,231194.36870199328,0.9669536426146416
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,146064.37996419272,230986.47216585444,0.9668880074895685
1,0,150,32,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,146131.7125522989,231192.36913909102,0.9668789854903966
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,22227.624415246213,40179.341897925806,0.21935464744714347
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,26816.60355240925,48004.5570648159,0.2257383047862705
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,21865.314721235794,37065.87714972652,0.23531335536490666
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,20064.421620476725,35705.898432382135,0.18523650495721433
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,24669.71441110322,42326.397552341994,0.27084421110110035
1,0,150,32,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,29657.721686658708,52411.131902350884,0.32307854528887764
1,0,150,32,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,26441.649266098484,44639.170169609555,0.21150958149738527
1,0,150,32,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,23692.33898762625,42002.267189305814,0.23527476262838964
1,0,150,32,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,19955.309045336173,35129.43044693454,0.19729130579744145
