estados,data,pib_pc,pib_pmc,pib_pcpt,populacao,pib_cc,ipca,incc,igp,selic,idh_long,idh_renda,idh_educacao,nfsp,estoque,desemprego
PA,200207,44631697.343274705,21257546.73386263,0.6307962900196968,1491878.0,3223396.9866338903,130.0,13.61,2.05,0.067608,0.6942,0.6900000000000001,0.3758,1.98,6098524.41582601,10.4743070352
PB,200207,19572623.701112352,10214340.401178833,0.5096783577310605,31588794.0,1365721.1286254313,130.0,13.61,2.05,0.067608,0.7636,0.5968,0.5512,1.98,6098524.41582601,8.9360384643
PE,200207,56963390.70861244,28181051.633513898,0.6415904178840911,918400.0,6129956.987965287,130.0,13.61,2.05,0.067608,0.7378,0.7146,0.3608,1.98,6098524.41582601,11.3790689932
PI,200207,11913133.477303457,5850419.883274154,0.3742699087530303,428006.0,974689.5845184908,130.0,13.61,2.05,0.067608,0.7218,0.61,0.4124,1.98,6098524.41582601,6.3405314032
PR,200207,138191112.19411758,70015521.50272046,1.2846211534977272,2548092.0,9974727.471513636,130.0,13.61,2.05,0.067608,0.6962,0.6266,0.3502,1.98,6098524.41582601,8.4767526181
RJ,200207,280145447.11577034,142348377.2123077,1.7326607575750002,2165852.0,18906119.755842574,130.0,13.61,2.05,0.067608,0.759,0.5718000000000001,0.559,1.98,6098524.41582601,12.4601442612
RN,200207,21285059.02402033,10351123.416477967,0.6796798763401516,299305.0,1956633.596136625,130.0,13.61,2.05,0.067608,0.7183999999999999,0.7524,0.43620000000000003,1.98,6098524.41582601,9.0641109967
RO,200207,11835565.90618604,6042620.769530137,0.7536265977803029,12014023.0,1341846.4331155668,130.0,13.61,2.05,0.067608,0.8112,0.622,0.5324,1.98,6098524.41582601,9.0237895937
RR,200207,3700992.162678647,1955978.8672320219,0.974526695148485,6433713.0,264487.28896912775,130.0,13.61,2.05,0.067608,0.7103999999999999,0.7298,0.39139999999999997,1.98,6098524.41582601,8.8604948698
RS,200207,163478555.88729155,80711375.21866849,1.4304124664037883,1639035.0,8190686.872561028,130.0,13.61,2.05,0.067608,0.7353999999999999,0.6656,0.4912,1.98,6098524.41582601,7.6279019223
SC,200207,92828688.28754818,43986379.4617614,1.5307520879931822,2649747.0,5105844.688925895,130.0,13.61,2.05,0.067608,0.8216,0.6606,0.5602,1.98,6098524.41582601,4.4939701995
SE,200207,15446598.05625072,7976371.872844579,0.7625019691090908,4098513.0,833441.1771759193,130.0,13.61,2.05,0.067608,0.7978000000000001,0.7282,0.6085999999999999,1.98,6098524.41582601,12.7434668316
SP,200207,779921879.538287,408506461.65750456,1.861588646118182,4990749.0,46545925.45728463,130.0,13.61,2.05,0.067608,0.6986,0.7626000000000001,0.3864,1.98,6098524.41582601,11.4516312438
TO,200207,8537688.223395819,4405243.084753862,0.6451271782719696,15941939.0,982991.1117984909,130.0,13.61,2.05,0.067608,0.709,0.6112,0.4032,1.98,6098524.41582601,6.9554014161
AC,200208,4714385.253057906,2425040.8184576333,0.7276721142515151,1780385.0,420470.4437057013,165.95,14.63,2.36,0.06903843478,0.7106,0.7013999999999999,0.3718,1.77,6098524.41582601,8.5581230842
AL,200208,17837317.1773061,9012084.937687015,0.5622981881704546,2026069.0,968047.2126710316,165.95,14.63,2.36,0.06903843478,0.6686,0.6238,0.3296,1.77,6098524.41582601,12.0656984015
AM,200208,32421196.850767404,16642993.646274619,0.9996890703045455,4949222.0,2651038.0709459637,165.95,14.63,2.36,0.06903843478,0.7313999999999999,0.5873999999999999,0.46499999999999997,1.77,6098524.41582601,10.6841375976
AP,200208,4914331.5904928595,2668768.42539883,0.8686257485318184,3201324.0,218363.7603484043,165.95,14.63,2.36,0.06903843478,0.7146,0.6492,0.3714,1.77,6098524.41582601,19.057839131
BA,200208,91754742.13530335,46475548.840032384,0.6269598435492424,7127956.0,7265985.1115641855,165.95,14.63,2.36,0.06903843478,0.7006,0.6218,0.37660000000000005,1.77,6098524.41582601,10.603810641
CE,200208,45204039.15415842,22784984.610594794,0.5378805551174243,2582075.0,4142568.98833943,165.95,14.63,2.36,0.06903843478,0.729,0.6078,0.4246,1.77,6098524.41582601,7.9831413221
DF,200208,86137043.03868625,44577086.4712783,3.6599111084045446,8448620.0,3619537.3872590032,165.95,14.63,2.36,0.06903843478,0.8258,0.6006,0.614,1.77,6098524.41582601,14.6978472701
ES,200208,41953007.099707454,21122597.5554284,1.1938803824666664,12807197.0,3201212.690679118,165.95,14.63,2.36,0.06903843478,0.7886,0.8166,0.5234,1.77,6098524.41582601,10.0933776432
GO,200208,58806163.578742296,29889365.35714551,1.0284787855522726,2415077.0,4421272.850894543,165.95,14.63,2.36,0.06903843478,0.7838,0.6982,0.4804,1.77,6098524.41582601,8.5083793222
MA,200208,25550328.565293998,12970171.248903263,0.4008976214659091,1133265.0,1935788.6174934027,165.95,14.63,2.36,0.06903843478,0.6706,0.6972,0.362,1.77,6098524.41582601,7.8971152085
MG,200208,201497271.80674428,99041202.98382701,1.0003177051992422,217583.0,15215566.977468941,165.95,14.63,2.36,0.06903843478,0.7682,0.5472,0.4818,1.77,6098524.41582601,10.4900536306
MS,200208,25822184.106886968,12909033.693409532,1.0986313191492423,9138463.0,1638065.0424264811,165.95,14.63,2.36,0.06903843478,0.7562,0.6976,0.4678,1.77,6098524.41582601,9.3552992478
MT,200208,30172588.120332196,15186811.624860957,1.0556919372401514,4542048.0,2008801.1801414206,165.95,14.63,2.36,0.06903843478,0.7748,0.6976,0.5035999999999999,1.77,6098524.41582601,6.5045083704
PA,200208,44034239.33822413,21390245.801034182,0.6219608984257575,1491878.0,3026697.259645673,165.95,14.63,2.36,0.06903843478,0.6942,0.6900000000000001,0.3758,1.77,6098524.41582601,10.4743070352
PB,200208,19624464.798201088,10259312.63331975,0.5109157196598484,31588794.0,1321911.424767972,165.95,14.63,2.36,0.06903843478,0.7636,0.5968,0.5512,1.77,6098524.41582601,8.9360384643
PE,200208,56422607.34033963,28257129.154932883,0.6352978782772728,918400.0,6072834.234718414,165.95,14.63,2.36,0.06903843478,0.7378,0.7146,0.3608,1.77,6098524.41582601,11.3790689932
PI,200208,11727134.808307156,5836610.625861513,0.3683179600590909,428006.0,946652.5463294876,165.95,14.63,2.36,0.06903843478,0.7218,0.61,0.4124,1.77,6098524.41582601,6.3405314032
PR,200208,137145702.20865065,70010507.17595166,1.274433698101515,2548092.0,9465866.942244157,165.95,14.63,2.36,0.06903843478,0.6962,0.6266,0.3502,1.77,6098524.41582601,8.4767526181
RJ,200208,279127398.0983707,142835755.27824786,1.7257674504500002,2165852.0,19158636.295806862,165.95,14.63,2.36,0.06903843478,0.759,0.5718000000000001,0.559,1.77,6098524.41582601,12.4601442612
RN,200208,21236306.53517319,10496068.438946517,0.677847649803788,299305.0,1916639.2810406624,165.95,14.63,2.36,0.06903843478,0.7183999999999999,0.7524,0.43620000000000003,1.77,6098524.41582601,9.0641109967
RO,200208,11776861.874077424,6049211.377271271,0.749471154115909,12014023.0,1282184.9306528966,165.95,14.63,2.36,0.06903843478,0.8112,0.622,0.5324,1.77,6098524.41582601,9.0237895937
RR,200208,3733179.875760033,1971356.5158262476,0.9820508539121213,6433713.0,287085.9818708645,165.95,14.63,2.36,0.06903843478,0.7103999999999999,0.7298,0.39139999999999997,1.77,6098524.41582601,8.8604948698
RS,200208,160212246.99155372,80060331.94052991,1.4013689245446974,1639035.0,8033715.05634821,165.95,14.63,2.36,0.06903843478,0.7353999999999999,0.6656,0.4912,1.77,6098524.41582601,7.6279019223
SC,200208,90754044.52985,43869788.11830497,1.495815458412879,2649747.0,5078903.847399575,165.95,14.63,2.36,0.06903843478,0.8216,0.6606,0.5602,1.77,6098524.41582601,4.4939701995
SE,200208,15586002.324486278,8080653.250221453,0.7690016574522727,4098513.0,862648.5131194679,165.95,14.63,2.36,0.06903843478,0.7978000000000001,0.7282,0.6085999999999999,1.77,6098524.41582601,12.7434668316
SP,200208,773972875.7380059,405781721.41847754,1.8465361339545459,4990749.0,46607772.06396739,165.95,14.63,2.36,0.06903843478,0.6986,0.7626000000000001,0.3864,1.77,6098524.41582601,11.4516312438
TO,200208,8493022.184844598,4399507.163601728,0.6413448185159091,15941939.0,956481.3926271432,165.95,14.63,2.36,0.06903843478,0.709,0.6112,0.4032,1.77,6098524.41582601,6.9554014161
AC,200209,4729903.160443905,2447345.882332533,0.7307056451969697,1780385.0,431425.78863633017,207.52,21.11,2.64,0.06926705263,0.7106,0.7013999999999999,0.3718,2.15,6098524.41582601,8.5581230842
AL,200209,17992316.5086333,9187982.697213732,0.5669978700174243,2026069.0,963702.97710391,207.52,21.11,2.64,0.06926705263,0.6686,0.6238,0.3296,2.15,6098524.41582601,12.0656984015
AM,200209,32246536.71371487,16656824.344194802,0.9931886898492425,4949222.0,2538638.3820942454,207.52,21.11,2.64,0.06926705263,0.7313999999999999,0.5873999999999999,0.46499999999999997,2.15,6098524.41582601,10.6841375976
AP,200209,4980474.811861454,2683102.3041939004,0.8793490166780306,3201324.0,235649.07317062945,207.52,21.11,2.64,0.06926705263,0.7146,0.6492,0.3714,2.15,6098524.41582601,19.057839131
BA,200209,90790652.14791244,46423785.872179866,0.6201604903931817,7127956.0,7065189.406176471,207.52,21.11,2.64,0.06926705263,0.7006,0.6218,0.37660000000000005,2.15,6098524.41582601,10.603810641
CE,200209,44804951.90728458,22827360.233775,0.5328871079234848,2582075.0,3890873.522548435,207.52,21.11,2.64,0.06926705263,0.729,0.6078,0.4246,2.15,6098524.41582601,7.9831413221
DF,200209,85054144.35290164,44198129.98884187,3.611361210557575,8448620.0,3848079.5902424045,207.52,21.11,2.64,0.06926705263,0.8258,0.6006,0.614,2.15,6098524.41582601,14.6978472701
ES,200209,41175519.02632345,20953560.345489603,1.1711358808083332,12807197.0,3102640.9342927523,207.52,21.11,2.64,0.06926705263,0.7886,0.8166,0.5234,2.15,6098524.41582601,10.0933776432
GO,200209,58969987.76308676,30241947.321261536,1.0307275991287879,2415077.0,4254758.515897753,207.52,21.11,2.64,0.06926705263,0.7838,0.6982,0.4804,2.15,6098524.41582601,8.5083793222
MA,200209,25504265.513313964,13065716.68660373,0.4000148467848485,1133265.0,2047353.4159832876,207.52,21.11,2.64,0.06926705263,0.6706,0.6972,0.362,2.15,6098524.41582601,7.8971152085
MG,200209,197347644.23325786,98612942.18508801,0.9793243685431815,217583.0,14035009.772009732,207.52,21.11,2.64,0.06926705263,0.7682,0.5472,0.4818,2.15,6098524.41582601,10.4900536306
MS,200209,25729253.18356821,13030968.171039466,1.094184210559848,9138463.0,1551746.1308828995,207.52,21.11,2.64,0.06926705263,0.7562,0.6976,0.4678,2.15,6098524.41582601,9.3552992478
MT,200209,29906260.034868203,15220525.922102999,1.0457399776863634,4542048.0,2029402.1307968462,207.52,21.11,2.64,0.06926705263,0.7748,0.6976,0.5035999999999999,2.15,6098524.41582601,6.5045083704
PA,200209,43436781.33317355,21522944.868205734,0.6131255068318181,1491878.0,2829997.532657456,207.52,21.11,2.64,0.06926705263,0.6942,0.6900000000000001,0.3758,2.15,6098524.41582601,10.4743070352
PB,200209,19676305.89528982,10304284.865460668,0.5121530815886363,31588794.0,1278101.7209105128,207.52,21.11,2.64,0.06926705263,0.7636,0.5968,0.5512,2.15,6098524.41582601,8.9360384643
PE,200209,55881823.97206681,28333206.676351868,0.6290053386704547,918400.0,6015711.481471542,207.52,21.11,2.64,0.06926705263,0.7378,0.7146,0.3608,2.15,6098524.41582601,11.3790689932
PI,200209,11541136.139310855,5822801.368448872,0.3623660113651515,428006.0,918615.5081404845,207.52,21.11,2.64,0.06926705263,0.7218,0.61,0.4124,2.15,6098524.41582601,6.3405314032
PR,200209,136100292.22318375,70005492.84918284,1.264246242705303,2548092.0,8957006.412974678,207.52,21.11,2.64,0.06926705263,0.6962,0.6266,0.3502,2.15,6098524.41582601,8.4767526181
RJ,200209,278109349.080971,143323133.34418803,1.718874143325,2165852.0,19411152.835771155,207.52,21.11,2.64,0.06926705263,0.759,0.5718000000000001,0.559,2.15,6098524.41582601,12.4601442612
RN,200209,21187554.04632605,10641013.461415067,0.6760154232674244,299305.0,1876644.9659447,207.52,21.11,2.64,0.06926705263,0.7183999999999999,0.7524,0.43620000000000003,2.15,6098524.41582601,9.0641109967
RO,200209,11718157.841968806,6055801.985012406,0.745315710451515,12014023.0,1222523.4281902264,207.52,21.11,2.64,0.06926705263,0.8112,0.622,0.5324,2.15,6098524.41582601,9.0237895937
RR,200209,3765367.5888414183,1986734.1644204736,0.9895750126757576,6433713.0,309684.6747726013,207.52,21.11,2.64,0.06926705263,0.7103999999999999,0.7298,0.39139999999999997,2.15,6098524.41582601,8.8604948698
RS,200209,156945938.09581587,79409288.66239133,1.3723253826856063,1639035.0,7876743.240135393,207.52,21.11,2.64,0.06926705263,0.7353999999999999,0.6656,0.4912,2.15,6098524.41582601,7.6279019223
SC,200209,88679400.77215184,43753196.774848536,1.460878828832576,2649747.0,5051963.005873255,207.52,21.11,2.64,0.06926705263,0.8216,0.6606,0.5602,2.15,6098524.41582601,4.4939701995
SE,200209,15725406.592721837,8184934.627598327,0.7755013457954546,4098513.0,891855.8490630166,207.52,21.11,2.64,0.06926705263,0.7978000000000001,0.7282,0.6085999999999999,2.15,6098524.41582601,12.7434668316
SP,200209,768023871.9377247,403056981.17945063,1.8314836217909092,4990749.0,46669618.67065015,207.52,21.11,2.64,0.06926705263,0.6986,0.7626000000000001,0.3864,2.15,6098524.41582601,11.4516312438
TO,200209,8448356.146293378,4393771.242449593,0.6375624587598485,15941939.0,929971.6734557954,207.52,21.11,2.64,0.06926705263,0.709,0.6112,0.4032,2.15,6098524.41582601,6.9554014161
AC,200210,4745421.067829903,2469650.9462074335,0.7337391761424242,1780385.0,442381.133566959,269.73,23.01,4.21,0.06926381818,0.7106,0.7013999999999999,0.3718,2.18,6098524.41582601,8.5581230842
AL,200210,18147315.8399605,9363880.456740448,0.571697551864394,2026069.0,959358.7415367883,269.73,23.01,4.21,0.06926381818,0.6686,0.6238,0.3296,2.18,6098524.41582601,12.0656984015
AM,200210,32071876.576662336,16670655.042114984,0.9866883093939394,4949222.0,2426238.693242527,269.73,23.01,4.21,0.06926381818,0.7313999999999999,0.5873999999999999,0.46499999999999997,2.18,6098524.41582601,10.6841375976
AP,200210,5046618.033230048,2697436.1829889715,0.8900722848242427,3201324.0,252934.3859928546,269.73,23.01,4.21,0.06926381818,0.7146,0.6492,0.3714,2.18,6098524.41582601,19.057839131
BA,200210,89826562.16052154,46372022.90432735,0.613361137237121,7127956.0,6864393.700788756,269.73,23.01,4.21,0.06926381818,0.7006,0.6218,0.37660000000000005,2.18,6098524.41582601,10.603810641
CE,200210,44405864.66041074,22869735.85695521,0.5278936607295454,2582075.0,3639178.056757439,269.73,23.01,4.21,0.06926381818,0.729,0.6078,0.4246,2.18,6098524.41582601,7.9831413221
DF,200210,83971245.66711703,43819173.506405436,3.562811312710605,8448620.0,4076621.793225806,269.73,23.01,4.21,0.06926381818,0.8258,0.6006,0.614,2.18,6098524.41582601,14.6978472701
ES,200210,40398030.95293946,20784523.1355508,1.1483913791499998,12807197.0,3004069.1779063866,269.73,23.01,4.21,0.06926381818,0.7886,0.8166,0.5234,2.18,6098524.41582601,10.0933776432
GO,200210,59133811.947431214,30594529.285377562,1.0329764127053027,2415077.0,4088244.1809009635,269.73,23.01,4.21,0.06926381818,0.7838,0.6982,0.4804,2.18,6098524.41582601,8.5083793222
MA,200210,25458202.46133393,13161262.124304198,0.39913207210378787,1133265.0,2158918.2144731726,269.73,23.01,4.21,0.06926381818,0.6706,0.6972,0.362,2.18,6098524.41582601,7.8971152085
MG,200210,193198016.65977144,98184681.38634901,0.9583310318871209,217583.0,12854452.566550525,269.73,23.01,4.21,0.06926381818,0.7682,0.5472,0.4818,2.18,6098524.41582601,10.4900536306
MS,200210,25636322.26024945,13152902.6486694,1.0897371019704543,9138463.0,1465427.2193393179,269.73,23.01,4.21,0.06926381818,0.7562,0.6976,0.4678,2.18,6098524.41582601,9.3552992478
MT,200210,29639931.949404214,15254240.21934504,1.0357880181325756,4542048.0,2050003.0814522721,269.73,23.01,4.21,0.06926381818,0.7748,0.6976,0.5035999999999999,2.18,6098524.41582601,6.5045083704
PA,200210,42839323.32812298,21655643.93537728,0.6042901152378787,1491878.0,2633297.8056692393,269.73,23.01,4.21,0.06926381818,0.6942,0.6900000000000001,0.3758,2.18,6098524.41582601,10.4743070352
PB,200210,19728146.992378555,10349257.097601585,0.5133904435174241,31588794.0,1234292.0170530535,269.73,23.01,4.21,0.06926381818,0.7636,0.5968,0.5512,2.18,6098524.41582601,8.9360384643
PE,200210,55341040.60379399,28409284.19777085,0.6227127990636365,918400.0,5958588.72822467,269.73,23.01,4.21,0.06926381818,0.7378,0.7146,0.3608,2.18,6098524.41582601,11.3790689932
PI,200210,11355137.470314555,5808992.111036232,0.3564140626712121,428006.0,890578.4699514813,269.73,23.01,4.21,0.06926381818,0.7218,0.61,0.4124,2.18,6098524.41582601,6.3405314032
PR,200210,135054882.23771682,70000478.52241404,1.2540587873090907,2548092.0,8448145.883705199,269.73,23.01,4.21,0.06926381818,0.6962,0.6266,0.3502,2.18,6098524.41582601,8.4767526181
RJ,200210,277091300.06357133,143810511.41012818,1.7119808362000002,2165852.0,19663669.375735447,269.73,23.01,4.21,0.06926381818,0.759,0.5718000000000001,0.559,2.18,6098524.41582601,12.4601442612
RN,200210,21138801.557478905,10785958.483883617,0.6741831967310608,299305.0,1836650.6508487375,269.73,23.01,4.21,0.06926381818,0.7183999999999999,0.7524,0.43620000000000003,2.18,6098524.41582601,9.0641109967
RO,200210,11659453.80986019,6062392.59275354,0.7411602667871211,12014023.0,1162861.9257275567,269.73,23.01,4.21,0.06926381818,0.8112,0.622,0.5324,2.18,6098524.41582601,9.0237895937
RR,200210,3797555.301922804,2002111.8130146994,0.997099171439394,6433713.0,332283.36767433805,269.73,23.01,4.21,0.06926381818,0.7103999999999999,0.7298,0.39139999999999997,2.18,6098524.41582601,8.8604948698
RS,200210,153679629.20007804,78758245.38425274,1.3432818408265155,1639035.0,7719771.423922575,269.73,23.01,4.21,0.06926381818,0.7353999999999999,0.6656,0.4912,2.18,6098524.41582601,7.6279019223
SC,200210,86604757.01445366,43636605.4313921,1.425942199252273,2649747.0,5025022.164346935,269.73,23.01,4.21,0.06926381818,0.8216,0.6606,0.5602,2.18,6098524.41582601,4.4939701995
SE,200210,15864810.860957395,8289216.004975202,0.7820010341386362,4098513.0,921063.1850065653,269.73,23.01,4.21,0.06926381818,0.7978000000000001,0.7282,0.6085999999999999,2.18,6098524.41582601,12.7434668316
SP,200210,762074868.1374435,400332240.9404236,1.8164311096272732,4990749.0,46731465.27733291,269.73,23.01,4.21,0.06926381818,0.6986,0.7626000000000001,0.3864,2.18,6098524.41582601,11.4516312438
TO,200210,8403690.107742157,4388035.321297459,0.633780099003788,15941939.0,903461.9542844477,269.73,23.01,4.21,0.06926381818,0.709,0.6112,0.4032,2.18,6098524.41582601,6.9554014161
AC,200211,4760938.975215901,2491956.0100823333,0.7367727070878787,1780385.0,453336.47849758784,362.94,29.47,5.84,0.0692149,0.7106,0.7013999999999999,0.3718,2.46,6098524.41582601,8.5581230842
AL,200211,18302315.1712877,9539778.216267165,0.5763972337113636,2026069.0,955014.5059696666,362.94,29.47,5.84,0.0692149,0.6686,0.6238,0.3296,2.46,6098524.41582601,12.0656984015
AM,200211,31897216.439609803,16684485.740035167,0.9801879289386364,4949222.0,2313839.0043908088,362.94,29.47,5.84,0.0692149,0.7313999999999999,0.5873999999999999,0.46499999999999997,2.46,6098524.41582601,10.6841375976
AP,200211,5112761.254598642,2711770.061784042,0.9007955529704549,3201324.0,270219.69881507976,362.94,29.47,5.84,0.0692149,0.7146,0.6492,0.3714,2.46,6098524.41582601,19.057839131
BA,200211,88862472.17313065,46320259.93647483,0.6065617840810605,7127956.0,6663597.995401042,362.94,29.47,5.84,0.0692149,0.7006,0.6218,0.37660000000000005,2.46,6098524.41582601,10.603810641
CE,200211,44006777.4135369,22912111.48013542,0.522900213535606,2582075.0,3387482.5909664435,362.94,29.47,5.84,0.0692149,0.729,0.6078,0.4246,2.46,6098524.41582601,7.9831413221
