estados,data,pib_pc,pib_pmc,pib_pcpt,populacao,pib_cc,ipca,incc,igp,selic,idh_long,idh_renda,idh_educacao,nfsp,estoque,desemprego
GO,200202,57823218.472675554,27773873.57244936,1.0149859040931817,2415077.0,5420358.8608752815,45.77,15.5,0.18,0.05616633333,0.7838,0.6982,0.4804,1.79,6098524.41582601,8.5083793222
MA,200202,25826706.8771742,12396898.622700468,0.4061942695522729,1133265.0,1266399.826554093,45.77,15.5,0.18,0.05616633333,0.6706,0.6972,0.362,1.79,6098524.41582601,7.8971152085
MG,200202,226395037.24766278,101610767.77626102,1.126277725135606,217583.0,22298910.210224196,45.77,15.5,0.18,0.05616633333,0.7682,0.5472,0.4818,1.79,6098524.41582601,10.4900536306
MS,200202,26379769.64679952,12177426.827629931,1.125313970685606,9138463.0,2155978.5116879707,45.77,15.5,0.18,0.05616633333,0.7562,0.6976,0.4678,1.79,6098524.41582601,9.3552992478
MT,200202,31770556.63311615,14984525.841408707,1.115403694562879,4542048.0,1885195.4762088652,45.77,15.5,0.18,0.05616633333,0.7748,0.6976,0.5035999999999999,1.79,6098524.41582601,6.5045083704
PA,200202,47618987.36852759,20594051.398004882,0.6749732479893938,1491878.0,4206895.621574972,45.77,15.5,0.18,0.05616633333,0.6942,0.6900000000000001,0.3758,1.79,6098524.41582601,10.4743070352
PB,200202,19313418.215668686,9989479.24047425,0.503491548087121,31588794.0,1584769.6479127272,45.77,15.5,0.18,0.05616633333,0.7636,0.5968,0.5512,1.79,6098524.41582601,8.9360384643
PE,200202,59667307.549976535,27800664.02641898,0.673053115918182,918400.0,6415570.754199649,45.77,15.5,0.18,0.05616633333,0.7378,0.7146,0.3608,1.79,6098524.41582601,11.3790689932
PI,200202,12843126.822284957,5919466.170337359,0.4040296522227273,428006.0,1114874.775463507,45.77,15.5,0.18,0.05616633333,0.7218,0.61,0.4124,1.79,6098524.41582601,6.3405314032
PR,200202,143418162.12145215,70040593.13656452,1.335558430478788,2548092.0,12519030.117861038,45.77,15.5,0.18,0.05616633333,0.6962,0.6266,0.3502,1.79,6098524.41582601,8.4767526181
RJ,200202,285235692.2027687,139911486.88260683,1.7671272932000002,2165852.0,17643537.05602112,45.77,15.5,0.18,0.05616633333,0.759,0.5718000000000001,0.559,1.79,6098524.41582601,12.4601442612
RN,200202,21528821.468256034,9626398.30413522,0.6888410090219697,299305.0,2156605.1716164374,45.77,15.5,0.18,0.05616633333,0.7183999999999999,0.7524,0.43620000000000003,1.79,6098524.41582601,9.0641109967
RO,200202,12129086.066729123,6009667.730824468,0.7744038161022726,12014023.0,1640153.945428917,45.77,15.5,0.18,0.05616633333,0.8112,0.622,0.5324,1.79,6098524.41582601,9.0237895937
RR,200202,3540053.5972717176,1879090.6242608929,0.9369059013303033,6433713.0,151493.82446044398,45.77,15.5,0.18,0.05616633333,0.7103999999999999,0.7298,0.39139999999999997,1.79,6098524.41582601,8.8604948698
RS,200202,179810100.36598068,83966591.60936143,1.5756301756992421,1639035.0,8975545.953625118,45.77,15.5,0.18,0.05616633333,0.7353999999999999,0.6656,0.4912,1.79,6098524.41582601,7.6279019223
SC,200202,103201907.07603906,44569336.17904357,1.7054352358946971,2649747.0,5240548.896557494,45.77,15.5,0.18,0.05616633333,0.8216,0.6606,0.5602,1.79,6098524.41582601,4.4939701995
SE,200202,14749576.715072928,7454964.985960209,0.7300035273931819,4098513.0,687404.4974581759,45.77,15.5,0.18,0.05616633333,0.7978000000000001,0.7282,0.6085999999999999,1.79,6098524.41582601,12.7434668316
SP,200202,809666898.5396929,422130162.8526397,1.9368512069363637,4990749.0,46236692.42387085,45.77,15.5,0.18,0.05616633333,0.6986,0.7626000000000001,0.3864,1.79,6098524.41582601,11.4516312438
TO,200202,8761018.416151922,4433922.690514533,0.6640389770522727,15941939.0,1115539.7076552298,45.77,15.5,0.18,0.05616633333,0.709,0.6112,0.4032,1.79,6098524.41582601,6.9554014161
AC,200203,4636795.716127916,2313515.499083133,0.7125044595242425,1780385.0,365693.71905255714,63.15,8.33,0.11,0.05683477273,0.7106,0.7013999999999999,0.3718,1.79,6098524.41582601,8.5581230842
AL,200203,17062320.5206701,8132596.140053432,0.5387997789356062,2026069.0,989768.3905066398,63.15,8.33,0.11,0.05683477273,0.6686,0.6238,0.3296,1.79,6098524.41582601,12.0656984015
AM,200203,33294497.53603007,16573840.156673698,1.0321909725810607,4949222.0,3213036.515204556,63.15,8.33,0.11,0.05683477273,0.7313999999999999,0.5873999999999999,0.46499999999999997,1.79,6098524.41582601,10.6841375976
AP,200203,4583615.483649889,2597099.0314234747,0.8150094078007577,3201324.0,131937.19623727852,63.15,8.33,0.11,0.05683477273,0.7146,0.6492,0.3714,1.79,6098524.41582601,19.057839131
BA,200203,96575192.07225786,46734363.67929497,0.6609566093295454,7127956.0,8269963.638502762,63.15,8.33,0.11,0.05683477273,0.7006,0.6218,0.37660000000000005,1.79,6098524.41582601,10.603810641
CE,200203,47199475.388527624,22573106.49469375,0.5628477910871212,2582075.0,5401046.31729441,63.15,8.33,0.11,0.05683477273,0.729,0.6078,0.4246,1.79,6098524.41582601,7.9831413221
DF,200203,91551536.46760929,46471868.88346047,3.9026605976393935,8448620.0,2476826.3723419947,63.15,8.33,0.11,0.05683477273,0.8258,0.6006,0.614,1.79,6098524.41582601,14.6978472701
ES,200203,45840447.466627456,21967783.605122402,1.307602890758333,12807197.0,3694071.472610947,63.15,8.33,0.11,0.05683477273,0.7886,0.8166,0.5234,1.79,6098524.41582601,10.0933776432
GO,200203,57987042.65702001,28126455.536565386,1.0172347176696968,2415077.0,5253844.525878492,63.15,8.33,0.11,0.05683477273,0.7838,0.6982,0.4804,1.79,6098524.41582601,8.5083793222
MA,200203,25780643.825194165,12492444.060400933,0.40531149487121226,1133265.0,1377964.625043978,63.15,8.33,0.11,0.05683477273,0.6706,0.6972,0.362,1.79,6098524.41582601,7.8971152085
MG,200203,222245409.67417637,101182506.97752202,1.1052843884795454,217583.0,21118353.00476499,63.15,8.33,0.11,0.05683477273,0.7682,0.5472,0.4818,1.79,6098524.41582601,10.4900536306
MS,200203,26286838.72348076,12299361.305259865,1.120866862096212,9138463.0,2069659.6001443893,63.15,8.33,0.11,0.05683477273,0.7562,0.6976,0.4678,1.79,6098524.41582601,9.3552992478
MT,200203,31504228.547652155,15018240.138650749,1.1054517350090909,4542048.0,1905796.426864291,63.15,8.33,0.11,0.05683477273,0.7748,0.6976,0.5035999999999999,1.79,6098524.41582601,6.5045083704
PA,200203,47021529.363477014,20726750.465176433,0.6661378563954545,1491878.0,4010195.894586756,63.15,8.33,0.11,0.05683477273,0.6942,0.6900000000000001,0.3758,1.79,6098524.41582601,10.4743070352
PB,200203,19365259.312757418,10034451.472615167,0.504728910015909,31588794.0,1540959.944055268,63.15,8.33,0.11,0.05683477273,0.7636,0.5968,0.5512,1.79,6098524.41582601,8.9360384643
PE,200203,59126524.18170372,27876741.547837965,0.6667605763113638,918400.0,6358448.0009527765,63.15,8.33,0.11,0.05683477273,0.7378,0.7146,0.3608,1.79,6098524.41582601,11.3790689932
PI,200203,12657128.153288657,5905656.912924718,0.3980777035287879,428006.0,1086837.7372745038,63.15,8.33,0.11,0.05683477273,0.7218,0.61,0.4124,1.79,6098524.41582601,6.3405314032
PR,200203,142372752.13598523,70035578.80979571,1.3253709750825757,2548092.0,12010169.588591557,63.15,8.33,0.11,0.05683477273,0.6962,0.6266,0.3502,1.79,6098524.41582601,8.4767526181
RJ,200203,284217643.185369,140398864.948547,1.760233986075,2165852.0,17896053.59598541,63.15,8.33,0.11,0.05683477273,0.759,0.5718000000000001,0.559,1.79,6098524.41582601,12.4601442612
RN,200203,21480068.979408894,9771343.32660377,0.687008782485606,299305.0,2116610.856520475,63.15,8.33,0.11,0.05683477273,0.7183999999999999,0.7524,0.43620000000000003,1.79,6098524.41582601,9.0641109967
RO,200203,12070382.034620507,6016258.338565601,0.7702483724378787,12014023.0,1580492.442966247,63.15,8.33,0.11,0.05683477273,0.8112,0.622,0.5324,1.79,6098524.41582601,9.0237895937
RR,200203,3572241.3103531036,1894468.2728551186,0.9444300600939396,6433713.0,174092.51736218075,63.15,8.33,0.11,0.05683477273,0.7103999999999999,0.7298,0.39139999999999997,1.79,6098524.41582601,8.8604948698
RS,200203,176543791.47024286,83315548.33122283,1.5465866338401513,1639035.0,8818574.1374123,63.15,8.33,0.11,0.05683477273,0.7353999999999999,0.6656,0.4912,1.79,6098524.41582601,7.6279019223
SC,200203,101127263.31834088,44452744.83558714,1.670498606314394,2649747.0,5213608.055031174,63.15,8.33,0.11,0.05683477273,0.8216,0.6606,0.5602,1.79,6098524.41582601,4.4939701995
SE,200203,14888980.983308487,7559246.363337083,0.7365032157363637,4098513.0,716611.8334017246,63.15,8.33,0.11,0.05683477273,0.7978000000000001,0.7282,0.6085999999999999,1.79,6098524.41582601,12.7434668316
SP,200203,803717894.7394117,419405422.61361265,1.9217986947727275,4990749.0,46298539.0305536,63.15,8.33,0.11,0.05683477273,0.6986,0.7626000000000001,0.3864,1.79,6098524.41582601,11.4516312438
TO,200203,8716352.377600702,4428186.769362398,0.6602566172962121,15941939.0,1089029.988483882,63.15,8.33,0.11,0.05683477273,0.709,0.6112,0.4032,1.79,6098524.41582601,6.9554014161
AC,200204,4652313.623513914,2335820.562958033,0.7155379904696969,1780385.0,376649.063983186,71.29,6.77,0.7,0.05898695,0.7106,0.7013999999999999,0.3718,1.65,6098524.41582601,8.5581230842
AL,200204,17217319.8519973,8308493.899580149,0.5434994607825758,2026069.0,985424.1549395182,71.29,6.77,0.7,0.05898695,0.6686,0.6238,0.3296,1.65,6098524.41582601,12.0656984015
AM,200204,33119837.398977537,16587670.854593882,1.0256905921257575,4949222.0,3100636.8263528375,71.29,6.77,0.7,0.05898695,0.7313999999999999,0.5873999999999999,0.46499999999999997,1.65,6098524.41582601,10.6841375976
AP,200204,4649758.705018483,2611432.9102185457,0.8257326759469699,3201324.0,149222.50905950367,71.29,6.77,0.7,0.05898695,0.7146,0.6492,0.3714,1.65,6098524.41582601,19.057839131
BA,200204,95611102.08486696,46682600.711442456,0.6541572561734847,7127956.0,8069167.9331150465,71.29,6.77,0.7,0.05898695,0.7006,0.6218,0.37660000000000005,1.65,6098524.41582601,10.603810641
CE,200204,46800388.14165378,22615482.11787396,0.5578543438931818,2582075.0,5149350.851503414,71.29,6.77,0.7,0.05898695,0.729,0.6078,0.4246,1.65,6098524.41582601,7.9831413221
DF,200204,90468637.78182468,46092912.401024036,3.8541106997924235,8448620.0,2705368.5753253964,71.29,6.77,0.7,0.05898695,0.8258,0.6006,0.614,1.65,6098524.41582601,14.6978472701
ES,200204,45062959.393243454,21798746.3951836,1.2848583890999998,12807197.0,3595499.7162245815,71.29,6.77,0.7,0.05898695,0.7886,0.8166,0.5234,1.65,6098524.41582601,10.0933776432
GO,200204,58150866.841364466,28479037.50068141,1.019483531246212,2415077.0,5087330.190881702,71.29,6.77,0.7,0.05898695,0.7838,0.6982,0.4804,1.65,6098524.41582601,8.5083793222
MA,200204,25734580.77321413,12587989.498101398,0.40442872019015164,1133265.0,1489529.423533863,71.29,6.77,0.7,0.05898695,0.6706,0.6972,0.362,1.65,6098524.41582601,7.8971152085
MG,200204,218095782.10068995,100754246.17878301,1.0842910518234847,217583.0,19937795.79930578,71.29,6.77,0.7,0.05898695,0.7682,0.5472,0.4818,1.65,6098524.41582601,10.4900536306
MS,200204,26193907.800162002,12421295.782889798,1.116419753506818,9138463.0,1983340.6886008077,71.29,6.77,0.7,0.05898695,0.7562,0.6976,0.4678,1.65,6098524.41582601,9.3552992478
MT,200204,31237900.462188162,15051954.43589279,1.0954997754553029,4542048.0,1926397.377519717,71.29,6.77,0.7,0.05898695,0.7748,0.6976,0.5035999999999999,1.65,6098524.41582601,6.5045083704
PA,200204,46424071.35842644,20859449.532347985,0.6573024648015151,1491878.0,3813496.1675985395,71.29,6.77,0.7,0.05898695,0.6942,0.6900000000000001,0.3758,1.65,6098524.41582601,10.4743070352
PB,200204,19417100.409846153,10079423.704756085,0.5059662719446969,31588794.0,1497150.240197809,71.29,6.77,0.7,0.05898695,0.7636,0.5968,0.5512,1.65,6098524.41582601,8.9360384643
PE,200204,58585740.8134309,27952819.06925695,0.6604680367045456,918400.0,6301325.247705904,71.29,6.77,0.7,0.05898695,0.7378,0.7146,0.3608,1.65,6098524.41582601,11.3790689932
PI,200204,12471129.484292356,5891847.655512077,0.3921257548348485,428006.0,1058800.6990855006,71.29,6.77,0.7,0.05898695,0.7218,0.61,0.4124,1.65,6098524.41582601,6.3405314032
PR,200204,141327342.15051833,70030564.48302689,1.3151835196863635,2548092.0,11501309.059322076,71.29,6.77,0.7,0.05898695,0.6962,0.6266,0.3502,1.65,6098524.41582601,8.4767526181
RJ,200204,283199594.16796935,140886243.01448718,1.7533406789500001,2165852.0,18148570.1359497,71.29,6.77,0.7,0.05898695,0.759,0.5718000000000001,0.559,1.65,6098524.41582601,12.4601442612
RN,200204,21431316.49056175,9916288.349072319,0.6851765559492424,299305.0,2076616.5414245124,71.29,6.77,0.7,0.05898695,0.7183999999999999,0.7524,0.43620000000000003,1.65,6098524.41582601,9.0641109967
RO,200204,12011678.00251189,6022848.946306734,0.7660929287734848,12014023.0,1520830.940503577,71.29,6.77,0.7,0.05898695,0.8112,0.622,0.5324,1.65,6098524.41582601,9.0237895937
RR,200204,3604429.0234344895,1909845.9214493444,0.9519542188575759,6433713.0,196691.2102639175,71.29,6.77,0.7,0.05898695,0.7103999999999999,0.7298,0.39139999999999997,1.65,6098524.41582601,8.8604948698
RS,200204,173277482.57450503,82664505.05308424,1.5175430919810606,1639035.0,8661602.321199482,71.29,6.77,0.7,0.05898695,0.7353999999999999,0.6656,0.4912,1.65,6098524.41582601,7.6279019223
SC,200204,99052619.5606427,44336153.4921307,1.635561976734091,2649747.0,5186667.213504854,71.29,6.77,0.7,0.05898695,0.8216,0.6606,0.5602,1.65,6098524.41582601,4.4939701995
SE,200204,15028385.251544045,7663527.740713957,0.7430029040795454,4098513.0,745819.1693452733,71.29,6.77,0.7,0.05898695,0.7978000000000001,0.7282,0.6085999999999999,1.65,6098524.41582601,12.7434668316
SP,200204,797768890.9391305,416680682.3745856,1.9067461826090912,4990749.0,46360385.63723636,71.29,6.77,0.7,0.05898695,0.6986,0.7626000000000001,0.3864,1.65,6098524.41582601,11.4516312438
TO,200204,8671686.33904948,4422450.848210264,0.6564742575401515,15941939.0,1062520.2693125342,71.29,6.77,0.7,0.05898695,0.709,0.6112,0.4032,1.65,6098524.41582601,6.9554014161
AC,200205,4667831.530899912,2358125.626832933,0.7185715214151515,1780385.0,387604.4089138148,84.02,13.19,1.11,0.06037795455,0.7106,0.7013999999999999,0.3718,1.55,6098524.41582601,8.5581230842
AL,200205,17372319.1833245,8484391.659106866,0.5481991426295456,2026069.0,981079.9193723965,84.02,13.19,1.11,0.06037795455,0.6686,0.6238,0.3296,1.55,6098524.41582601,12.0656984015
AM,200205,32945177.261925004,16601501.552514067,1.0191902116704545,4949222.0,2988237.137501119,84.02,13.19,1.11,0.06037795455,0.7313999999999999,0.5873999999999999,0.46499999999999997,1.55,6098524.41582601,10.6841375976
AP,200205,4715901.926387077,2625766.7890136167,0.836455944093182,3201324.0,166507.82188172883,84.02,13.19,1.11,0.06037795455,0.7146,0.6492,0.3714,1.55,6098524.41582601,19.057839131
BA,200205,94647012.09747607,46630837.74358994,0.6473579030174241,7127956.0,7868372.227727331,84.02,13.19,1.11,0.06037795455,0.7006,0.6218,0.37660000000000005,1.55,6098524.41582601,10.603810641
CE,200205,46401300.89477994,22657857.741054166,0.5528608966992424,2582075.0,4897655.385712418,84.02,13.19,1.11,0.06037795455,0.729,0.6078,0.4246,1.55,6098524.41582601,7.9831413221
DF,200205,89385739.09604007,45713955.9185876,3.805560801945454,8448620.0,2933910.778308798,84.02,13.19,1.11,0.06037795455,0.8258,0.6006,0.614,1.55,6098524.41582601,14.6978472701
ES,200205,44285471.31985946,21629709.185244802,1.2621138874416664,12807197.0,3496927.9598382157,84.02,13.19,1.11,0.06037795455,0.7886,0.8166,0.5234,1.55,6098524.41582601,10.0933776432
GO,200205,58314691.02570892,28831619.464797437,1.0217323448227271,2415077.0,4920815.855884912,84.02,13.19,1.11,0.06037795455,0.7838,0.6982,0.4804,1.55,6098524.41582601,8.5083793222
MA,200205,25688517.721234098,12683534.935801866,0.403545945509091,1133265.0,1601094.2220237479,84.02,13.19,1.11,0.06037795455,0.6706,0.6972,0.362,1.55,6098524.41582601,7.8971152085
MG,200205,213946154.52720353,100325985.38004401,1.063297715167424,217583.0,18757238.593846574,84.02,13.19,1.11,0.06037795455,0.7682,0.5472,0.4818,1.55,6098524.41582601,10.4900536306
MS,200205,26100976.876843244,12543230.260519732,1.111972644917424,9138463.0,1897021.777057226,84.02,13.19,1.11,0.06037795455,0.7562,0.6976,0.4678,1.55,6098524.41582601,9.3552992478
MT,200205,30971572.37672417,15085668.733134832,1.085547815901515,4542048.0,1946998.3281751429,84.02,13.19,1.11,0.06037795455,0.7748,0.6976,0.5035999999999999,1.55,6098524.41582601,6.5045083704
PA,200205,45826613.35337586,20992148.599519532,0.6484670732075757,1491878.0,3616796.440610323,84.02,13.19,1.11,0.06037795455,0.6942,0.6900000000000001,0.3758,1.55,6098524.41582601,10.4743070352
PB,200205,19468941.506934885,10124395.936897,0.5072036338734848,31588794.0,1453340.5363403498,84.02,13.19,1.11,0.06037795455,0.7636,0.5968,0.5512,1.55,6098524.41582601,8.9360384643
PE,200205,58044957.44515808,28028896.590675935,0.6541754970977274,918400.0,6244202.494459031,84.02,13.19,1.11,0.06037795455,0.7378,0.7146,0.3608,1.55,6098524.41582601,11.3790689932
PI,200205,12285130.815296058,5878038.3980994355,0.38617380614090907,428006.0,1030763.6608964972,84.02,13.19,1.11,0.06037795455,0.7218,0.61,0.4124,1.55,6098524.41582601,6.3405314032
PR,200205,140281932.1650514,70025550.15625808,1.3049960642901512,2548092.0,10992448.530052595,84.02,13.19,1.11,0.06037795455,0.6962,0.6266,0.3502,1.55,6098524.41582601,8.4767526181
RJ,200205,282181545.1505697,141373621.08042735,1.746447371825,2165852.0,18401086.67591399,84.02,13.19,1.11,0.06037795455,0.759,0.5718000000000001,0.559,1.55,6098524.41582601,12.4601442612
RN,200205,21382564.00171461,10061233.371540869,0.6833443294128788,299305.0,2036622.22632855,84.02,13.19,1.11,0.06037795455,0.7183999999999999,0.7524,0.43620000000000003,1.55,6098524.41582601,9.0641109967
RO,200205,11952973.970403275,6029439.554047869,0.7619374851090908,12014023.0,1461169.438040907,84.02,13.19,1.11,0.06037795455,0.8112,0.622,0.5324,1.55,6098524.41582601,9.0237895937
RR,200205,3636616.7365158754,1925223.5700435701,0.9594783776212122,6433713.0,219289.90316565428,84.02,13.19,1.11,0.06037795455,0.7103999999999999,0.7298,0.39139999999999997,1.55,6098524.41582601,8.8604948698
RS,200205,170011173.6787672,82013461.77494566,1.4884995501219698,1639035.0,8504630.504986664,84.02,13.19,1.11,0.06037795455,0.7353999999999999,0.6656,0.4912,1.55,6098524.41582601,7.6279019223
SC,200205,96977975.80294453,44219562.148674265,1.6006253471537881,2649747.0,5159726.371978534,84.02,13.19,1.11,0.06037795455,0.8216,0.6606,0.5602,1.55,6098524.41582601,4.4939701995
SE,200205,15167789.519779604,7767809.118090831,0.7495025924227273,4098513.0,775026.5052888219,84.02,13.19,1.11,0.06037795455,0.7978000000000001,0.7282,0.6085999999999999,1.55,6098524.41582601,12.7434668316
SP,200205,791819887.1388494,413955942.1355586,1.8916936704454548,4990749.0,46422232.24391911,84.02,13.19,1.11,0.06037795455,0.6986,0.7626000000000001,0.3864,1.55,6098524.41582601,11.4516312438
TO,200205,8627020.30049826,4416714.9270581305,0.652691897784091,15941939.0,1036010.5501411865,84.02,13.19,1.11,0.06037795455,0.709,0.6112,0.4032,1.55,6098524.41582601,6.9554014161
AC,200206,4683349.43828591,2380430.690707833,0.721605052360606,1780385.0,398559.75384444365,104.61,10.18,1.74,0.0632839,0.7106,0.7013999999999999,0.3718,1.77,6098524.41582601,8.5581230842
AL,200206,17527318.5146517,8660289.418633582,0.5528988244765153,2026069.0,976735.6838052749,104.61,10.18,1.74,0.0632839,0.6686,0.6238,0.3296,1.77,6098524.41582601,12.0656984015
AM,200206,32770517.124872472,16615332.250434252,1.0126898312151515,4949222.0,2875837.448649401,104.61,10.18,1.74,0.0632839,0.7313999999999999,0.5873999999999999,0.46499999999999997,1.77,6098524.41582601,10.6841375976
AP,200206,4782045.147755671,2640100.667808688,0.8471792122393942,3201324.0,183793.13470395398,104.61,10.18,1.74,0.0632839,0.7146,0.6492,0.3714,1.77,6098524.41582601,19.057839131
BA,200206,93682922.11008516,46579074.77573742,0.6405585498613635,7127956.0,7667576.522339616,104.61,10.18,1.74,0.0632839,0.7006,0.6218,0.37660000000000005,1.77,6098524.41582601,10.603810641
CE,200206,46002213.6479061,22700233.364234377,0.5478674495053031,2582075.0,4645959.919921422,104.61,10.18,1.74,0.0632839,0.729,0.6078,0.4246,1.77,6098524.41582601,7.9831413221
DF,200206,88302840.41025546,45334999.43615117,3.7570109040984843,8448620.0,3162452.9812922,104.61,10.18,1.74,0.0632839,0.8258,0.6006,0.614,1.77,6098524.41582601,14.6978472701
ES,200206,43507983.24647546,21460671.975306,1.239369385783333,12807197.0,3398356.20345185,104.61,10.18,1.74,0.0632839,0.7886,0.8166,0.5234,1.77,6098524.41582601,10.0933776432
GO,200206,58478515.210053384,29184201.42891346,1.0239811583992422,2415077.0,4754301.520888123,104.61,10.18,1.74,0.0632839,0.7838,0.6982,0.4804,1.77,6098524.41582601,8.5083793222
MA,200206,25642454.669254065,12779080.37350233,0.4026631708280304,1133265.0,1712659.0205136328,104.61,10.18,1.74,0.0632839,0.6706,0.6972,0.362,1.77,6098524.41582601,7.8971152085
MG,200206,209796526.9537171,99897724.58130501,1.0423043785113635,217583.0,17576681.38838736,104.61,10.18,1.74,0.0632839,0.7682,0.5472,0.4818,1.77,6098524.41582601,10.4900536306
MS,200206,26008045.953524485,12665164.738149665,1.10752553632803,9138463.0,1810702.8655136444,104.61,10.18,1.74,0.0632839,0.7562,0.6976,0.4678,1.77,6098524.41582601,9.3552992478
MT,200206,30705244.29126018,15119383.030376874,1.075595856347727,4542048.0,1967599.2788305688,104.61,10.18,1.74,0.0632839,0.7748,0.6976,0.5035999999999999,1.77,6098524.41582601,6.5045083704
PA,200206,45229155.34832528,21124847.666691083,0.6396316816136363,1491878.0,3420096.7136221067,104.61,10.18,1.74,0.0632839,0.6942,0.6900000000000001,0.3758,1.77,6098524.41582601,10.4743070352
PB,200206,19520782.60402362,10169368.169037918,0.5084409958022728,31588794.0,1409530.8324828905,104.61,10.18,1.74,0.0632839,0.7636,0.5968,0.5512,1.77,6098524.41582601,8.9360384643
PE,200206,57504174.07688526,28104974.112094916,0.6478829574909093,918400.0,6187079.741212158,104.61,10.18,1.74,0.0632839,0.7378,0.7146,0.3608,1.77,6098524.41582601,11.3790689932
PI,200206,12099132.146299757,5864229.140686795,0.3802218574469697,428006.0,1002726.622707494,104.61,10.18,1.74,0.0632839,0.7218,0.61,0.4124,1.77,6098524.41582601,6.3405314032
PR,200206,139236522.17958447,70020535.82948928,1.2948086088939392,2548092.0,10483588.000783116,104.61,10.18,1.74,0.0632839,0.6962,0.6266,0.3502,1.77,6098524.41582601,8.4767526181
RJ,200206,281163496.13317,141860999.14636752,1.7395540647000003,2165852.0,18653603.21587828,104.61,10.18,1.74,0.0632839,0.759,0.5718000000000001,0.559,1.77,6098524.41582601,12.4601442612
RN,200206,21333811.51286747,10206178.394009417,0.6815121028765152,299305.0,1996627.9112325874,104.61,10.18,1.74,0.0632839,0.7183999999999999,0.7524,0.43620000000000003,1.77,6098524.41582601,9.0641109967
RO,200206,11894269.938294658,6036030.161789003,0.7577820414446969,12014023.0,1401507.935578237,104.61,10.18,1.74,0.0632839,0.8112,0.622,0.5324,1.77,6098524.41582601,9.0237895937
RR,200206,3668804.4495972614,1940601.218637796,0.9670025363848486,6433713.0,241888.59606739104,104.61,10.18,1.74,0.0632839,0.7103999999999999,0.7298,0.39139999999999997,1.77,6098524.41582601,8.8604948698
RS,200206,166744864.78302938,81362418.49680707,1.459456008262879,1639035.0,8347658.688773845,104.61,10.18,1.74,0.0632839,0.7353999999999999,0.6656,0.4912,1.77,6098524.41582601,7.6279019223
SC,200206,94903332.04524635,44102970.80521783,1.565688717573485,2649747.0,5132785.530452214,104.61,10.18,1.74,0.0632839,0.8216,0.6606,0.5602,1.77,6098524.41582601,4.4939701995
SE,200206,15307193.788015163,7872090.495467705,0.7560022807659089,4098513.0,804233.8412323706,104.61,10.18,1.74,0.0632839,0.7978000000000001,0.7282,0.6085999999999999,1.77,6098524.41582601,12.7434668316
SP,200206,785870883.3385682,411231201.8965316,1.8766411582818185,4990749.0,46484078.850601874,104.61,10.18,1.74,0.0632839,0.6986,0.7626000000000001,0.3864,1.77,6098524.41582601,11.4516312438
TO,200206,8582354.26194704,4410979.005905996,0.6489095380280303,15941939.0,1009500.8309698387,104.61,10.18,1.74,0.0632839,0.709,0.6112,0.4032,1.77,6098524.41582601,6.9554014161
AC,200207,4698867.345671908,2402735.754582733,0.7246385833060605,1780385.0,409515.0987750725,130.0,13.61,2.05,0.067608,0.7106,0.7013999999999999,0.3718,1.98,6098524.41582601,8.5581230842
AL,200207,17682317.8459789,8836187.178160299,0.557598506323485,2026069.0,972391.4482381532,130.0,13.61,2.05,0.067608,0.6686,0.6238,0.3296,1.98,6098524.41582601,12.0656984015
AM,200207,32595856.98781994,16629162.948354436,1.0061894507598483,4949222.0,2763437.7597976825,130.0,13.61,2.05,0.067608,0.7313999999999999,0.5873999999999999,0.46499999999999997,1.98,6098524.41582601,10.6841375976
AP,200207,4848188.369124265,2654434.546603759,0.8579024803856062,3201324.0,201078.44752617914,130.0,13.61,2.05,0.067608,0.7146,0.6492,0.3714,1.98,6098524.41582601,19.057839131
BA,200207,92718832.12269425,46527311.8078849,0.633759196705303,7127956.0,7466780.816951901,130.0,13.61,2.05,0.067608,0.7006,0.6218,0.37660000000000005,1.98,6098524.41582601,10.603810641
CE,200207,45603126.40103226,22742608.987414584,0.5428740023113636,2582075.0,4394264.454130426,130.0,13.61,2.05,0.067608,0.729,0.6078,0.4246,1.98,6098524.41582601,7.9831413221
DF,200207,87219941.72447085,44956042.953714736,3.708461006251514,8448620.0,3390995.1842756015,130.0,13.61,2.05,0.067608,0.8258,0.6006,0.614,1.98,6098524.41582601,14.6978472701
ES,200207,42730495.17309146,21291634.765367202,1.2166248841249998,12807197.0,3299784.447065484,130.0,13.61,2.05,0.067608,0.7886,0.8166,0.5234,1.98,6098524.41582601,10.0933776432
GO,200207,58642339.39439784,29536783.393029485,1.0262299719757575,2415077.0,4587787.185891333,130.0,13.61,2.05,0.067608,0.7838,0.6982,0.4804,1.98,6098524.41582601,8.5083793222
MA,200207,25596391.61727403,12874625.811202798,0.40178039614696975,1133265.0,1824223.8190035177,130.0,13.61,2.05,0.067608,0.6706,0.6972,0.362,1.98,6098524.41582601,7.8971152085
MG,200207,205646899.3802307,99469463.78256601,1.0213110418553029,217583.0,16396124.18292815,130.0,13.61,2.05,0.067608,0.7682,0.5472,0.4818,1.98,6098524.41582601,10.4900536306
MS,200207,25915115.030205727,12787099.215779599,1.103078427738636,9138463.0,1724383.9539700628,130.0,13.61,2.05,0.067608,0.7562,0.6976,0.4678,1.98,6098524.41582601,9.3552992478
MT,200207,30438916.205796186,15153097.327618916,1.0656438967939392,4542048.0,1988200.2294859947,130.0,13.61,2.05,0.067608,0.7748,0.6976,0.5035999999999999,1.98,6098524.41582601,6.5045083704
