estados,data,consumo
DF,2005-12-01,60790.0
RO,2006-01-01,15232.0
AC,2006-01-01,7192.0
AM,2006-01-01,51658.0
RR,2006-01-01,3458.0
PA,2006-01-01,93022.0
AP,2006-01-01,6912.0
TO,2006-01-01,37092.0
MA,2006-01-01,60434.0
PI,2006-01-01,25712.0
CE,2006-01-01,93559.0
RN,2006-01-01,45289.0
PB,2006-01-01,42579.0
PE,2006-01-01,106786.0
AL,2006-01-01,30849.0
SE,2006-01-01,18774.0
BA,2006-01-01,146547.0
MG,2006-01-01,425400.0
ES,2006-01-01,62346.0
RJ,2006-01-01,301206.0
SP,2006-01-01,851312.1
PR,2006-01-01,184040.0
SC,2006-01-01,154694.0
RS,2006-01-01,170928.0
MT,2006-01-01,55489.0
MS,2006-01-01,43106.0
GO,2006-01-01,147233.0
DF,2006-01-01,69054.0
RO,2006-02-01,14323.0
AC,2006-02-01,6443.0
AM,2006-02-01,47766.0
RR,2006-02-01,3467.0
PA,2006-02-01,77429.0
AP,2006-02-01,6760.0
TO,2006-02-01,29357.0
MA,2006-02-01,46215.0
PI,2006-02-01,19537.0
CE,2006-02-01,67351.0
RN,2006-02-01,35791.0
PB,2006-02-01,35468.0
PE,2006-02-01,94145.0
AL,2006-02-01,25234.0
SE,2006-02-01,19740.0
BA,2006-02-01,137490.0
MG,2006-02-01,375813.0
ES,2006-02-01,57632.0
RJ,2006-02-01,250819.0
SP,2006-02-01,745809.7
PR,2006-02-01,154356.0
SC,2006-02-01,136733.0
RS,2006-02-01,160527.95
MT,2006-02-01,46637.0
MS,2006-02-01,32601.0
GO,2006-02-01,119408.0
DF,2006-02-01,58368.0
RO,2006-03-01,18022.0
AC,2006-03-01,9429.0
AM,2006-03-01,63751.501000000004
RR,2006-03-01,4437.0
PA,2006-03-01,89122.0
AP,2006-03-01,14450.0
TO,2006-03-01,29126.0
MA,2006-03-01,47645.0
PI,2006-03-01,24866.0
CE,2006-03-01,80250.0
RN,2006-03-01,44472.0
PB,2006-03-01,40803.0
PE,2006-03-01,116660.0
AL,2006-03-01,33238.0
SE,2006-03-01,24599.0
BA,2006-03-01,175839.0
MG,2006-03-01,441698.0
ES,2006-03-01,63970.0
RJ,2006-03-01,330200.0
SP,2006-03-01,969343.0
PR,2006-03-01,196251.0
SC,2006-03-01,166125.94
RS,2006-03-01,195809.0
MT,2006-03-01,58270.0
MS,2006-03-01,42728.0
GO,2006-03-01,141839.0
DF,2006-03-01,62490.0
RO,2006-04-01,18153.0
AC,2006-04-01,7627.0
AM,2006-04-01,39106.0
RR,2006-04-01,2394.0
PA,2006-04-01,84446.0
AP,2006-04-01,8618.0
TO,2006-04-01,18553.0
MA,2006-04-01,34471.0
PI,2006-04-01,17565.0
CE,2006-04-01,60193.0
RN,2006-04-01,32340.0
PB,2006-04-01,26305.0
PE,2006-04-01,83930.0
AL,2006-04-01,23230.0
SE,2006-04-01,20716.0
BA,2006-04-01,133213.0
MG,2006-04-01,389598.0
ES,2006-04-01,48573.0
RJ,2006-04-01,270149.0
SP,2006-04-01,840438.04
PR,2006-04-01,162619.0
SC,2006-04-01,137965.0
RS,2006-04-01,159962.0
MT,2006-04-01,41169.0
MS,2006-04-01,37874.0
GO,2006-04-01,112504.0
DF,2006-04-01,54739.0
RO,2006-05-01,24051.0
AC,2006-05-01,9283.0
AM,2006-05-01,56475.867
RR,2006-05-01,2040.0
PA,2006-05-01,88899.0
AP,2006-05-01,8818.0
TO,2006-05-01,22552.0
MA,2006-05-01,48018.0
PI,2006-05-01,25566.0
CE,2006-05-01,77034.0
RN,2006-05-01,42359.0
PB,2006-05-01,33667.0
PE,2006-05-01,100055.0
AL,2006-05-01,24302.0
SE,2006-05-01,22626.0
BA,2006-05-01,169039.0
MG,2006-05-01,465695.0
ES,2006-05-01,57372.0
RJ,2006-05-01,314374.0
SP,2006-05-01,974085.75
PR,2006-05-01,197991.0
SC,2006-05-01,163144.3
RS,2006-05-01,183965.42
MT,2006-05-01,58919.0
MS,2006-05-01,42090.0
GO,2006-05-01,154131.0
DF,2006-05-01,68501.0
RO,2006-06-01,19856.0
AC,2006-06-01,7826.0
AM,2006-06-01,41108.0
RR,2006-06-01,2291.0
PA,2006-06-01,95124.0
AP,2006-06-01,7726.0
TO,2006-06-01,18245.0
MA,2006-06-01,51261.0
PI,2006-06-01,26943.0
CE,2006-06-01,82997.0
RN,2006-06-01,38437.0
PB,2006-06-01,28367.2
PE,2006-06-01,85454.0
AL,2006-06-01,19608.0
SE,2006-06-01,18272.0
BA,2006-06-01,141216.0
MG,2006-06-01,418447.0
ES,2006-06-01,53370.0
RJ,2006-06-01,297170.0
SP,2006-06-01,905143.15
PR,2006-06-01,183933.0
SC,2006-06-01,151967.0
RS,2006-06-01,162528.262
MT,2006-06-01,60095.0
MS,2006-06-01,41427.0
GO,2006-06-01,148657.0
DF,2006-06-01,60010.0
RO,2006-07-01,24547.0
AC,2006-07-01,7907.0
AM,2006-07-01,59762.7
RR,2006-07-01,2365.0
PA,2006-07-01,98140.0
AP,2006-07-01,6999.0
TO,2006-07-01,27738.0
MA,2006-07-01,55481.0
PI,2006-07-01,28877.0
CE,2006-07-01,88693.0
RN,2006-07-01,45045.0
PB,2006-07-01,29610.0
PE,2006-07-01,88345.0
AL,2006-07-01,21908.0
SE,2006-07-01,17882.0
BA,2006-07-01,155953.0
MG,2006-07-01,440917.0
ES,2006-07-01,54255.0
RJ,2006-07-01,322005.0
SP,2006-07-01,952021.0
PR,2006-07-01,188029.0
SC,2006-07-01,158404.0
RS,2006-07-01,174380.2
MT,2006-07-01,61492.0
MS,2006-07-01,44939.0
GO,2006-07-01,155052.0
DF,2006-07-01,62021.0
RO,2006-08-01,31799.0
AC,2006-08-01,15133.0
AM,2006-08-01,63997.04
RR,2006-08-01,3013.0
PA,2006-08-01,101739.0
AP,2006-08-01,9315.0
TO,2006-08-01,28597.0
MA,2006-08-01,67221.0
PI,2006-08-01,31146.0
CE,2006-08-01,100211.0
RN,2006-08-01,50670.0
PB,2006-08-01,36666.0
PE,2006-08-01,103376.0
AL,2006-08-01,26927.0
SE,2006-08-01,24696.0
BA,2006-08-01,185222.0
MG,2006-08-01,479363.0
ES,2006-08-01,58264.0
RJ,2006-08-01,331806.0
SP,2006-08-01,995243.0
PR,2006-08-01,201402.0
SC,2006-08-01,171917.0
RS,2006-08-01,184400.0
MT,2006-08-01,71167.0
MS,2006-08-01,49562.0
GO,2006-08-01,166656.0
DF,2006-08-01,71527.0
RO,2006-09-01,23772.0
AC,2006-09-01,12318.0
AM,2006-09-01,56749.14
RR,2006-09-01,1843.0
PA,2006-09-01,108266.0
AP,2006-09-01,12122.0
TO,2006-09-01,26180.0
MA,2006-09-01,66365.0
PI,2006-09-01,29297.0
CE,2006-09-01,97804.0
RN,2006-09-01,45984.0
PB,2006-09-01,38206.2
PE,2006-09-01,104198.0
AL,2006-09-01,26885.0
SE,2006-09-01,24177.0
BA,2006-09-01,178863.0
MG,2006-09-01,437792.0
ES,2006-09-01,54972.0
RJ,2006-09-01,310371.0
SP,2006-09-01,928490.4
PR,2006-09-01,179982.0
SC,2006-09-01,161125.9
RS,2006-09-01,171344.0
MT,2006-09-01,62628.0
MS,2006-09-01,47439.0
GO,2006-09-01,158784.0
DF,2006-09-01,68051.0
RO,2006-10-01,24950.0
AC,2006-10-01,11558.0
AM,2006-10-01,50073.953
RR,2006-10-01,3350.0
PA,2006-10-01,113029.0
AP,2006-10-01,9287.0
TO,2006-10-01,27381.0
MA,2006-10-01,67593.0
PI,2006-10-01,33556.0
CE,2006-10-01,99213.0
RN,2006-10-01,47164.0
PB,2006-10-01,38481.2
PE,2006-10-01,101954.0
AL,2006-10-01,27027.0
SE,2006-10-01,25541.0
BA,2006-10-01,171744.0
MG,2006-10-01,445573.0
ES,2006-10-01,54028.0
RJ,2006-10-01,321177.558
SP,2006-10-01,930603.75
PR,2006-10-01,192452.0
SC,2006-10-01,170225.0
RS,2006-10-01,190782.485
MT,2006-10-01,68882.0
MS,2006-10-01,48032.0
GO,2006-10-01,165031.0
DF,2006-10-01,60180.0
RO,2006-11-01,31004.0
AC,2006-11-01,9965.0
AM,2006-11-01,58840.6
RR,2006-11-01,2334.0
PA,2006-11-01,120634.0
AP,2006-11-01,14666.0
TO,2006-11-01,25572.0
MA,2006-11-01,72762.0
PI,2006-11-01,35439.0
CE,2006-11-01,101183.0
RN,2006-11-01,48933.0
PB,2006-11-01,40313.0
PE,2006-11-01,104742.0
AL,2006-11-01,30102.0
SE,2006-11-01,26724.0
BA,2006-11-01,167800.0
MG,2006-11-01,401511.0
ES,2006-11-01,55190.0
RJ,2006-11-01,316305.0
SP,2006-11-01,950276.0
PR,2006-11-01,193306.0
SC,2006-11-01,158829.0
RS,2006-11-01,182346.0
MT,2006-11-01,65269.0
MS,2006-11-01,46778.0
GO,2006-11-01,143822.0
DF,2006-11-01,61378.0
RO,2006-12-01,26292.0
AC,2006-12-01,9734.0
AM,2006-12-01,36857.0
RR,2006-12-01,3251.0
PA,2006-12-01,111767.0
AP,2006-12-01,9867.0
TO,2006-12-01,22114.0
MA,2006-12-01,76473.0
PI,2006-12-01,34674.0
CE,2006-12-01,106958.0
RN,2006-12-01,50305.0
PB,2006-12-01,40005.0
PE,2006-12-01,103693.0
AL,2006-12-01,28794.0
SE,2006-12-01,26478.0
BA,2006-12-01,172041.0
MG,2006-12-01,354139.0
ES,2006-12-01,53589.0
RJ,2006-12-01,300099.0
SP,2006-12-01,821024.351
PR,2006-12-01,169285.0
SC,2006-12-01,139348.0
RS,2006-12-01,169954.29
MT,2006-12-01,51531.0
MS,2006-12-01,38909.0
GO,2006-12-01,117025.0
DF,2006-12-01,50865.0
RO,2007-01-01,23886.0
AC,2007-01-01,6647.0
AM,2007-01-01,57622.0
RR,2007-01-01,2530.0
PA,2007-01-01,110404.0
AP,2007-01-01,14985.0
TO,2007-01-01,27135.0
MA,2007-01-01,66018.0
PI,2007-01-01,32273.0
CE,2007-01-01,95626.0
RN,2007-01-01,52024.0
PB,2007-01-01,44532.0
PE,2007-01-01,116887.0
AL,2007-01-01,34100.0
SE,2007-01-01,29457.0
BA,2007-01-01,191238.0
MG,2007-01-01,389550.0
ES,2007-01-01,76743.0
RJ,2007-01-01,314579.0
SP,2007-01-01,868685.0
PR,2007-01-01,168549.0
SC,2007-01-01,155540.0
RS,2007-01-01,179615.0
MT,2007-01-01,61532.0
MS,2007-01-01,42744.0
GO,2007-01-01,136126.0
DF,2007-01-01,56123.0
RO,2007-02-01,17043.0
AC,2007-02-01,6138.0
AM,2007-02-01,51061.0
RR,2007-02-01,2885.0
PA,2007-02-01,83941.0
AP,2007-02-01,10988.0
TO,2007-02-01,22195.0
MA,2007-02-01,46901.0
PI,2007-02-01,22327.0
CE,2007-02-01,65624.0
RN,2007-02-01,42567.0
PB,2007-02-01,34753.0
PE,2007-02-01,92475.0
AL,2007-02-01,27356.0
SE,2007-02-01,22985.0
BA,2007-02-01,148904.0
MG,2007-02-01,355526.0
ES,2007-02-01,67311.0
RJ,2007-02-01,289157.0
SP,2007-02-01,843901.0
PR,2007-02-01,160048.0
SC,2007-02-01,143950.0
RS,2007-02-01,158886.0
MT,2007-02-01,44927.0
MS,2007-02-01,37565.0
GO,2007-02-01,108339.0
DF,2007-02-01,46807.0
RO,2007-03-01,26506.0
AC,2007-03-01,9225.0
AM,2007-03-01,57695.0
RR,2007-03-01,3519.0
PA,2007-03-01,95591.0
AP,2007-03-01,16338.0
TO,2007-03-01,25910.0
MA,2007-03-01,58996.0
PI,2007-03-01,29210.0
CE,2007-03-01,78343.0
RN,2007-03-01,48994.0
PB,2007-03-01,41195.0
PE,2007-03-01,105918.0
AL,2007-03-01,31753.0
SE,2007-03-01,26894.0
BA,2007-03-01,185388.0
MG,2007-03-01,460107.0
ES,2007-03-01,85163.0
RJ,2007-03-01,358097.0
SP,2007-03-01,1013232.0
PR,2007-03-01,193273.0
SC,2007-03-01,162835.0
RS,2007-03-01,191003.0
MT,2007-03-01,62172.0
MS,2007-03-01,47589.0
GO,2007-03-01,156805.0
DF,2007-03-01,63343.0
RO,2007-04-01,24619.0
AC,2007-04-01,7545.0
AM,2007-04-01,55162.0
RR,2007-04-01,2635.0
PA,2007-04-01,92585.0
AP,2007-04-01,8870.0
TO,2007-04-01,31577.0
MA,2007-04-01,47399.0
PI,2007-04-01,23381.0
CE,2007-04-01,69913.0
RN,2007-04-01,41894.0
PB,2007-04-01,35818.0
PE,2007-04-01,92821.0
AL,2007-04-01,28188.0
SE,2007-04-01,23109.0
BA,2007-04-01,178255.0
MG,2007-04-01,424702.0
ES,2007-04-01,69220.0
RJ,2007-04-01,320731.0
SP,2007-04-01,904763.0
PR,2007-04-01,172940.0
SC,2007-04-01,151579.0
RS,2007-04-01,178867.0
MT,2007-04-01,62588.0
MS,2007-04-01,44965.0
GO,2007-04-01,153463.0
DF,2007-04-01,59052.0
RO,2007-05-01,27225.0
AC,2007-05-01,9279.0
AM,2007-05-01,41137.0
RR,2007-05-01,2555.0
PA,2007-05-01,91907.0
AP,2007-05-01,11095.0
TO,2007-05-01,38954.0
MA,2007-05-01,60944.0
PI,2007-05-01,29926.0
CE,2007-05-01,84748.0
RN,2007-05-01,47464.0
PB,2007-05-01,40250.0
PE,2007-05-01,103828.0
AL,2007-05-01,29624.0
SE,2007-05-01,23938.0
BA,2007-05-01,192947.0
MG,2007-05-01,466812.0
ES,2007-05-01,76813.0
RJ,2007-05-01,348055.0
SP,2007-05-01,999487.0
PR,2007-05-01,184252.0
SC,2007-05-01,154226.0
RS,2007-05-01,186781.0
MT,2007-05-01,73139.0
MS,2007-05-01,47485.0
GO,2007-05-01,174670.0
DF,2007-05-01,66618.0
RO,2007-06-01,30325.0
AC,2007-06-01,9651.0
AM,2007-06-01,62169.0
RR,2007-06-01,3210.0
PA,2007-06-01,107999.0
AP,2007-06-01,6493.0
TO,2007-06-01,41066.0
MA,2007-06-01,67694.0
PI,2007-06-01,29326.0
CE,2007-06-01,91821.0
RN,2007-06-01,41318.0
PB,2007-06-01,33230.0
PE,2007-06-01,93844.0
AL,2007-06-01,25216.0
SE,2007-06-01,22669.0
BA,2007-06-01,166769.0
MG,2007-06-01,471673.0
ES,2007-06-01,75526.0
RJ,2007-06-01,339532.0
SP,2007-06-01,989026.0
PR,2007-06-01,188100.0
SC,2007-06-01,171583.0
RS,2007-06-01,174657.0
MT,2007-06-01,76429.0
MS,2007-06-01,50767.0
GO,2007-06-01,171606.0
DF,2007-06-01,66917.0
RO,2007-07-01,31345.0
AC,2007-07-01,9541.0
AM,2007-07-01,59404.0
RR,2007-07-01,3001.0
PA,2007-07-01,98977.0
AP,2007-07-01,9051.0
TO,2007-07-01,45450.0
MA,2007-07-01,75379.0
PI,2007-07-01,33838.0
CE,2007-07-01,105940.0
RN,2007-07-01,49578.0
PB,2007-07-01,39598.0
PE,2007-07-01,107275.0
AL,2007-07-01,26504.0
SE,2007-07-01,24124.0
BA,2007-07-01,182507.0
MG,2007-07-01,496171.0
ES,2007-07-01,81935.0
RJ,2007-07-01,355153.0
SP,2007-07-01,976498.0
PR,2007-07-01,193222.0
SC,2007-07-01,173115.0
RS,2007-07-01,186040.0
MT,2007-07-01,73046.0
MS,2007-07-01,52952.0
GO,2007-07-01,182293.0
DF,2007-07-01,72223.0
RO,2007-08-01,41466.0
AC,2007-08-01,17165.0
AM,2007-08-01,64462.0
RR,2007-08-01,3026.0
PA,2007-08-01,119585.0
AP,2007-08-01,11339.0
TO,2007-08-01,47715.0
MA,2007-08-01,81215.0
PI,2007-08-01,35390.0
CE,2007-08-01,113440.0
RN,2007-08-01,55472.0
PB,2007-08-01,44056.0
PE,2007-08-01,114591.0
AL,2007-08-01,27872.0
SE,2007-08-01,26244.0
BA,2007-08-01,200526.0
MG,2007-08-01,531411.0
ES,2007-08-01,86992.0
RJ,2007-08-01,393579.0
SP,2007-08-01,1166121.0
PR,2007-08-01,230158.0
SC,2007-08-01,197102.0
RS,2007-08-01,200352.0
MT,2007-08-01,88404.0
MS,2007-08-01,56268.0
GO,2007-08-01,190437.0
DF,2007-08-01,75666.0
RO,2007-09-01,31547.0
AC,2007-09-01,15001.0
AM,2007-09-01,57133.0
RR,2007-09-01,2157.0
PA,2007-09-01,102989.0
AP,2007-09-01,15643.0
TO,2007-09-01,35123.0
MA,2007-09-01,73794.0
PI,2007-09-01,32220.0
CE,2007-09-01,107511.0
RN,2007-09-01,50879.0
PB,2007-09-01,42388.0
PE,2007-09-01,108729.0
AL,2007-09-01,28082.0
SE,2007-09-01,25683.0
BA,2007-09-01,185443.0
MG,2007-09-01,483813.0
ES,2007-09-01,82440.0
RJ,2007-09-01,339874.0
SP,2007-09-01,1017982.0
PR,2007-09-01,217347.0
SC,2007-09-01,183864.0
RS,2007-09-01,189412.0
MT,2007-09-01,74194.0
MS,2007-09-01,57078.0
GO,2007-09-01,169326.0
DF,2007-09-01,75781.0
RO,2007-10-01,30362.0
AC,2007-10-01,13456.0
AM,2007-10-01,53736.0
RR,2007-10-01,3655.0
PA,2007-10-01,118512.0
AP,2007-10-01,5969.0
TO,2007-10-01,44051.0
MA,2007-10-01,81122.0
PI,2007-10-01,39538.0
CE,2007-10-01,118965.0
RN,2007-10-01,60773.0
PB,2007-10-01,57413.0
PE,2007-10-01,129513.0
AL,2007-10-01,35652.0
SE,2007-10-01,31575.0
BA,2007-10-01,214502.0
MG,2007-10-01,512562.0
ES,2007-10-01,93881.0
RJ,2007-10-01,385653.0
SP,2007-10-01,1114037.0
PR,2007-10-01,244665.0
SC,2007-10-01,211654.0
RS,2007-10-01,219425.0
MT,2007-10-01,88411.0
MS,2007-10-01,68763.0
GO,2007-10-01,190929.0
DF,2007-10-01,93232.0
RO,2007-11-01,37141.0
AC,2007-11-01,10572.0
AM,2007-11-01,54047.0
RR,2007-11-01,2908.0
PA,2007-11-01,128351.0
AP,2007-11-01,10398.0
TO,2007-11-01,39677.0
MA,2007-11-01,77051.0
PI,2007-11-01,39438.0
CE,2007-11-01,124128.0
RN,2007-11-01,57011.0
PB,2007-11-01,58177.0
PE,2007-11-01,129760.0
AL,2007-11-01,35590.0
SE,2007-11-01,32122.0
BA,2007-11-01,210569.0
MG,2007-11-01,457754.0
ES,2007-11-01,92572.0
RJ,2007-11-01,346513.0
SP,2007-11-01,1029932.0
PR,2007-11-01,235989.0
SC,2007-11-01,208967.0
RS,2007-11-01,221717.0
MT,2007-11-01,73646.0
MS,2007-11-01,65294.0
GO,2007-11-01,173577.0
DF,2007-11-01,74086.0
RO,2007-12-01,29912.0
AC,2007-12-01,7652.0
AM,2007-12-01,53303.0
RR,2007-12-01,3850.0
PA,2007-12-01,121962.0
AP,2007-12-01,13877.0
TO,2007-12-01,27884.0
MA,2007-12-01,80334.0
PI,2007-12-01,39718.0
CE,2007-12-01,117705.0
RN,2007-12-01,54073.0
PB,2007-12-01,51898.0
PE,2007-12-01,124946.0
AL,2007-12-01,33937.0
SE,2007-12-01,30606.0
BA,2007-12-01,202756.0
MG,2007-12-01,388355.0
ES,2007-12-01,86158.0
RJ,2007-12-01,316174.0
SP,2007-12-01,851789.0
PR,2007-12-01,194177.0
SC,2007-12-01,167424.0
RS,2007-12-01,194188.0
MT,2007-12-01,62413.0
MS,2007-12-01,61459.0
GO,2007-12-01,136198.0
DF,2007-12-01,58494.0
RO,2008-01-01,25691.0
AC,2008-01-01,8457.0
AM,2008-01-01,77287.0
RR,2008-01-01,5564.0
PA,2008-01-01,125806.0
AP,2008-01-01,9107.0
TO,2008-01-01,33036.0
MA,2008-01-01,76203.0
PI,2008-01-01,36406.0
CE,2008-01-01,113871.0
RN,2008-01-01,60736.0
PB,2008-01-01,57802.0
PE,2008-01-01,138629.0
AL,2008-01-01,38282.0
SE,2008-01-01,33134.0
BA,2008-01-01,223848.0
MG,2008-01-01,458485.0
ES,2008-01-01,94468.0
RJ,2008-01-01,352180.0
SP,2008-01-01,1028204.0
PR,2008-01-01,237020.0
SC,2008-01-01,188733.0
RS,2008-01-01,220955.0
MT,2008-01-01,74185.0
MS,2008-01-01,65910.0
GO,2008-01-01,165609.0
DF,2008-01-01,69812.0
RO,2008-02-01,20925.0
AC,2008-02-01,8675.0
AM,2008-02-01,42181.0
RR,2008-02-01,4858.0
PA,2008-02-01,104871.0
AP,2008-02-01,7360.0
TO,2008-02-01,29256.0
MA,2008-02-01,62689.0
PI,2008-02-01,28712.0
CE,2008-02-01,91401.0
RN,2008-02-01,53673.0
PB,2008-02-01,58541.0
PE,2008-02-01,125365.0
AL,2008-02-01,32977.0
SE,2008-02-01,29530.0
BA,2008-02-01,198666.0
MG,2008-02-01,402782.0
ES,2008-02-01,87485.0
RJ,2008-02-01,317254.0
SP,2008-02-01,1021902.0
PR,2008-02-01,230336.0
SC,2008-02-01,187477.0
RS,2008-02-01,208475.0
MT,2008-02-01,66208.0
MS,2008-02-01,58929.0
GO,2008-02-01,144551.0
DF,2008-02-01,57359.0
RO,2008-03-01,26599.0
AC,2008-03-01,6078.0
AM,2008-03-01,56733.0
RR,2008-03-01,4369.0
PA,2008-03-01,104410.0
AP,2008-03-01,13530.0
TO,2008-03-01,30511.0
MA,2008-03-01,59277.0
PI,2008-03-01,25752.0
CE,2008-03-01,82105.0
RN,2008-03-01,52746.0
PB,2008-03-01,56598.0
PE,2008-03-01,131963.0
AL,2008-03-01,35662.0
SE,2008-03-01,29167.0
BA,2008-03-01,202162.0
MG,2008-03-01,429874.0
ES,2008-03-01,95606.0
RJ,2008-03-01,340100.0
SP,2008-03-01,1028175.0
PR,2008-03-01,227151.0
SC,2008-03-01,197396.0
RS,2008-03-01,206443.0
MT,2008-03-01,68859.0
MS,2008-03-01,62311.0
GO,2008-03-01,144731.0
DF,2008-03-01,61187.0
RO,2008-04-01,31491.0
AC,2008-04-01,8368.0
AM,2008-04-01,63010.0
RR,2008-04-01,5565.0
PA,2008-04-01,113360.0
AP,2008-04-01,6724.0
TO,2008-04-01,37629.0
MA,2008-04-01,66515.0
PI,2008-04-01,28851.0
CE,2008-04-01,84652.0
RN,2008-04-01,51297.0
PB,2008-04-01,54107.0
PE,2008-04-01,141156.0
AL,2008-04-01,39980.0
SE,2008-04-01,31974.0
BA,2008-04-01,222230.0
MG,2008-04-01,484463.0
ES,2008-04-01,99359.0
RJ,2008-04-01,364548.0
SP,2008-04-01,1085962.0
PR,2008-04-01,244623.0
SC,2008-04-01,216309.0
RS,2008-04-01,225882.0
MT,2008-04-01,78322.0
MS,2008-04-01,65439.0
GO,2008-04-01,201717.0
DF,2008-04-01,72894.0
RO,2008-05-01,34899.0
AC,2008-05-01,11648.0
AM,2008-05-01,61179.0
RR,2008-05-01,4825.0
PA,2008-05-01,121369.0
AP,2008-05-01,9963.0
TO,2008-05-01,36796.0
MA,2008-05-01,75316.0
PI,2008-05-01,31584.0
CE,2008-05-01,88592.0
RN,2008-05-01,53162.0
PB,2008-05-01,56019.0
PE,2008-05-01,135009.0
AL,2008-05-01,34089.0
SE,2008-05-01,29086.0
BA,2008-05-01,226571.0
MG,2008-05-01,498487.0
ES,2008-05-01,100512.0
RJ,2008-05-01,368811.0
SP,2008-05-01,1097846.0
PR,2008-05-01,247408.0
SC,2008-05-01,226470.0
RS,2008-05-01,218981.0
MT,2008-05-01,74280.0
MS,2008-05-01,68618.0
GO,2008-05-01,186669.0
DF,2008-05-01,74520.0
RO,2008-06-01,36232.0
AC,2008-06-01,10911.0
AM,2008-06-01,46974.0
RR,2008-06-01,3693.0
PA,2008-06-01,124763.0
AP,2008-06-01,10101.0
TO,2008-06-01,36515.0
MA,2008-06-01,73736.0
PI,2008-06-01,33405.0
CE,2008-06-01,99885.0
RN,2008-06-01,54844.0
PB,2008-06-01,46593.0
PE,2008-06-01,112269.0
AL,2008-06-01,32715.0
SE,2008-06-01,29332.0
BA,2008-06-01,210861.0
MG,2008-06-01,506647.0
ES,2008-06-01,105376.0
RJ,2008-06-01,365331.0
SP,2008-06-01,1170535.0
PR,2008-06-01,246127.0
SC,2008-06-01,224222.0
RS,2008-06-01,204735.0
MT,2008-06-01,84655.0
MS,2008-06-01,72138.0
GO,2008-06-01,202288.0
DF,2008-06-01,75426.0
RO,2008-07-01,48534.0
AC,2008-07-01,12003.0
AM,2008-07-01,72652.0
RR,2008-07-01,3922.0
PA,2008-07-01,140932.0
AP,2008-07-01,7768.0
TO,2008-07-01,43649.0
MA,2008-07-01,90155.0
PI,2008-07-01,44769.0
CE,2008-07-01,125601.0
RN,2008-07-01,60888.0
PB,2008-07-01,57196.0
PE,2008-07-01,140272.0
AL,2008-07-01,34859.0
SE,2008-07-01,32640.0
BA,2008-07-01,235521.0
MG,2008-07-01,559912.0
ES,2008-07-01,118590.0
RJ,2008-07-01,412269.0
SP,2008-07-01,1270803.0
PR,2008-07-01,287988.0
SC,2008-07-01,262822.0
RS,2008-07-01,239142.0
MT,2008-07-01,103456.0
MS,2008-07-01,82637.0
GO,2008-07-01,234803.0
DF,2008-07-01,84323.0
RO,2008-08-01,33365.0
AC,2008-08-01,13273.0
AM,2008-08-01,66121.0
RR,2008-08-01,4293.0
PA,2008-08-01,136421.0
AP,2008-08-01,11920.0
TO,2008-08-01,45329.0
MA,2008-08-01,92746.0
PI,2008-08-01,43518.0
CE,2008-08-01,122065.0
RN,2008-08-01,59457.0
PB,2008-08-01,59179.0
PE,2008-08-01,139433.0
AL,2008-08-01,36732.0
SE,2008-08-01,32745.0
BA,2008-08-01,239336.0
MG,2008-08-01,539832.0
ES,2008-08-01,122956.0
RJ,2008-08-01,391080.0
SP,2008-08-01,1194518.0
PR,2008-08-01,248671.0
SC,2008-08-01,248860.0
RS,2008-08-01,225818.0
MT,2008-08-01,90203.0
MS,2008-08-01,70990.0
GO,2008-08-01,223675.0
DF,2008-08-01,90292.0
RO,2008-09-01,39081.0
AC,2008-09-01,11838.0
AM,2008-09-01,87346.0
RR,2008-09-01,3131.0
PA,2008-09-01,139405.0
AP,2008-09-01,7539.0
TO,2008-09-01,39840.0
MA,2008-09-01,94415.0
PI,2008-09-01,44536.0
CE,2008-09-01,124340.0
RN,2008-09-01,68018.0
PB,2008-09-01,62719.0
PE,2008-09-01,161268.0
AL,2008-09-01,37753.0
SE,2008-09-01,35907.0
BA,2008-09-01,250326.0
MG,2008-09-01,576883.0
ES,2008-09-01,118946.0
RJ,2008-09-01,370434.0
SP,2008-09-01,1175490.0
PR,2008-09-01,270025.0
SC,2008-09-01,254899.0
RS,2008-09-01,250363.0
MT,2008-09-01,97005.0
MS,2008-09-01,73662.0
GO,2008-09-01,227864.0
DF,2008-09-01,90522.0
RO,2008-10-01,34094.0
AC,2008-10-01,12887.0
AM,2008-10-01,56694.0
RR,2008-10-01,4837.0
PA,2008-10-01,152549.0
AP,2008-10-01,11505.0
TO,2008-10-01,45950.0
MA,2008-10-01,92246.0
PI,2008-10-01,44828.0
CE,2008-10-01,131923.0
RN,2008-10-01,64585.0
PB,2008-10-01,70134.0
PE,2008-10-01,170072.0
AL,2008-10-01,43724.0
SE,2008-10-01,36448.0
BA,2008-10-01,249756.0
MG,2008-10-01,546723.0
ES,2008-10-01,124595.0
RJ,2008-10-01,370647.0
SP,2008-10-01,1272776.0
PR,2008-10-01,278202.0
SC,2008-10-01,249480.0
RS,2008-10-01,249948.0
MT,2008-10-01,102567.0
MS,2008-10-01,72422.0
GO,2008-10-01,228085.0
DF,2008-10-01,91401.0
RO,2008-11-01,30893.0
AC,2008-11-01,7645.0
AM,2008-11-01,71614.0
RR,2008-11-01,6646.0
PA,2008-11-01,155094.0
AP,2008-11-01,10349.0
TO,2008-11-01,37101.0
MA,2008-11-01,90225.0
PI,2008-11-01,43051.0
CE,2008-11-01,130250.0
