data,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
200710,13456.0,35652.0,53736.0,5969.0,214502.0,118965.0,93232.0,93881.0,190929.0,81122.0,512562.0,68763.0,88411.0,118512.0,57413.0,129513.0,39538.0,244665.0,385653.0,60773.0,30362.0,3655.0,219425.0,211654.0,31575.0,1114037.0,44051.0
200711,10572.0,35590.0,54047.0,10398.0,210569.0,124128.0,74086.0,92572.0,173577.0,77051.0,457754.0,65294.0,73646.0,128351.0,58177.0,129760.0,39438.0,235989.0,346513.0,57011.0,37141.0,2908.0,221717.0,208967.0,32122.0,1029932.0,39677.0
200712,7652.0,33937.0,53303.0,13877.0,202756.0,117705.0,58494.0,86158.0,136198.0,80334.0,388355.0,61459.0,62413.0,121962.0,51898.0,124946.0,39718.0,194177.0,316174.0,54073.0,29912.0,3850.0,194188.0,167424.0,30606.0,851789.0,27884.0
200801,8457.0,38282.0,77287.0,9107.0,223848.0,113871.0,69812.0,94468.0,165609.0,76203.0,458485.0,65910.0,74185.0,125806.0,57802.0,138629.0,36406.0,237020.0,352180.0,60736.0,25691.0,5564.0,220955.0,188733.0,33134.0,1028204.0,33036.0
200802,8675.0,32977.0,42181.0,7360.0,198666.0,91401.0,57359.0,87485.0,144551.0,62689.0,402782.0,58929.0,66208.0,104871.0,58541.0,125365.0,28712.0,230336.0,317254.0,53673.0,20925.0,4858.0,208475.0,187477.0,29530.0,1021902.0,29256.0
200803,6078.0,35662.0,56733.0,13530.0,202162.0,82105.0,61187.0,95606.0,144731.0,59277.0,429874.0,62311.0,68859.0,104410.0,56598.0,131963.0,25752.0,227151.0,340100.0,52746.0,26599.0,4369.0,206443.0,197396.0,29167.0,1028175.0,30511.0
200804,8368.0,39980.0,63010.0,6724.0,222230.0,84652.0,72894.0,99359.0,201717.0,66515.0,484463.0,65439.0,78322.0,113360.0,54107.0,141156.0,28851.0,244623.0,364548.0,51297.0,31491.0,5565.0,225882.0,216309.0,31974.0,1085962.0,37629.0
200805,11648.0,34089.0,61179.0,9963.0,226571.0,88592.0,74520.0,100512.0,186669.0,75316.0,498487.0,68618.0,74280.0,121369.0,56019.0,135009.0,31584.0,247408.0,368811.0,53162.0,34899.0,4825.0,218981.0,226470.0,29086.0,1097846.0,36796.0
200806,10911.0,32715.0,46974.0,10101.0,210861.0,99885.0,75426.0,105376.0,202288.0,73736.0,506647.0,72138.0,84655.0,124763.0,46593.0,112269.0,33405.0,246127.0,365331.0,54844.0,36232.0,3693.0,204735.0,224222.0,29332.0,1170535.0,36515.0
200807,12003.0,34859.0,72652.0,7768.0,235521.0,125601.0,84323.0,118590.0,234803.0,90155.0,559912.0,82637.0,103456.0,140932.0,57196.0,140272.0,44769.0,287988.0,412269.0,60888.0,48534.0,3922.0,239142.0,262822.0,32640.0,1270803.0,43649.0
200808,13273.0,36732.0,66121.0,11920.0,239336.0,122065.0,90292.0,122956.0,223675.0,92746.0,539832.0,70990.0,90203.0,136421.0,59179.0,139433.0,43518.0,248671.0,391080.0,59457.0,33365.0,4293.0,225818.0,248860.0,32745.0,1194518.0,45329.0
200809,11838.0,37753.0,87346.0,7539.0,250326.0,124340.0,90522.0,118946.0,227864.0,94415.0,576883.0,73662.0,97005.0,139405.0,62719.0,161268.0,44536.0,270025.0,370434.0,68018.0,39081.0,3131.0,250363.0,254899.0,35907.0,1175490.0,39840.0
200810,12887.0,43724.0,56694.0,11505.0,249756.0,131923.0,91401.0,124595.0,228085.0,92246.0,546723.0,72422.0,102567.0,152549.0,70134.0,170072.0,44828.0,278202.0,370647.0,64585.0,34094.0,4837.0,249948.0,249480.0,36448.0,1272776.0,45950.0
200811,7645.0,38241.0,71614.0,10349.0,216948.0,130250.0,75790.0,93808.0,193081.0,90225.0,476676.0,63729.0,82796.0,155094.0,63163.0,158634.0,43051.0,248402.0,338441.0,62440.0,30893.0,6646.0,230210.0,190635.0,34966.0,1140539.0,37101.0
200812,7362.0,41321.0,67442.0,10500.0,202112.0,133906.0,66187.0,102012.0,157543.0,89682.0,421590.0,57986.0,72421.0,140511.0,65732.0,163083.0,43664.0,235568.0,309581.0,63945.0,28984.0,8306.0,237590.0,206284.0,36485.0,989518.0,35133.0
200901,7212.0,39282.0,57070.0,11810.0,221999.0,121805.0,66824.0,90226.0,176151.0,87597.0,436293.0,55541.0,76018.0,118546.0,65392.0,157457.0,41765.0,233383.0,306247.0,58284.0,29450.0,3789.0,199662.0,210285.0,33959.0,990422.0,36028.0
200902,6669.0,33478.0,54492.0,4505.0,191375.0,94761.0,64058.0,83399.0,155509.0,65820.0,396914.0,50236.0,74738.0,89356.0,53551.0,128977.0,31952.0,217548.0,283758.0,51715.0,21202.0,4322.0,195022.0,199963.0,31184.0,942513.0,31811.0
200903,9647.0,41948.0,58917.0,9672.0,221545.0,93343.0,75891.0,94575.0,188291.0,73529.0,483839.0,57625.0,75011.0,86009.0,62268.0,159122.0,35917.0,268149.0,360756.0,56625.0,23438.0,6586.0,241787.0,231075.0,34535.0,1142459.0,43789.0
200904,7887.0,38575.0,57781.0,6741.0,200744.0,78375.0,67298.0,87976.0,179374.0,60861.0,478991.0,56675.0,68627.0,85484.0,51135.0,139260.0,29951.0,255275.0,327097.0,49219.0,30851.0,3765.0,228783.0,223196.0,32504.0,1091735.0,33436.0
200905,9374.0,33137.0,59290.0,7113.0,211897.0,85658.0,81417.0,91047.0,189722.0,74791.0,515822.0,58566.0,80772.0,91428.0,52819.0,141445.0,33250.0,246500.0,353812.0,49385.0,30705.0,3991.0,217827.0,227301.0,26627.0,1124855.0,40730.0
200906,9351.0,31802.0,58250.0,6048.0,215393.0,109614.0,80314.0,96520.0,204207.0,92624.0,513686.0,58508.0,83634.0,111282.0,53000.0,135358.0,44450.0,248216.0,348866.0,51296.0,33157.0,3566.0,221613.0,229390.0,29991.0,1129992.0,47101.0
200907,12593.0,39047.0,61630.0,8129.0,251828.0,135487.0,102385.0,106519.0,227886.0,112502.0,576387.0,59896.0,106560.0,120818.0,58296.0,161457.0,52255.0,255050.0,357718.0,57426.0,46931.0,7338.0,226357.0,231080.0,34055.0,1157173.0,48825.0
200908,13703.0,36258.0,61355.0,9164.0,249872.0,138674.0,98178.0,97899.0,208828.0,108962.0,557411.0,59722.0,94309.0,126907.0,62618.0,161217.0,54205.0,275936.0,340980.0,61581.0,52028.0,6946.0,220979.0,229331.0,30592.0,1183089.0,44550.0
200909,11207.0,40763.0,63019.0,9802.0,267420.0,146728.0,95439.0,104902.0,215777.0,122241.0,571514.0,63228.0,90908.0,132980.0,69872.0,169015.0,54034.0,269300.0,341918.0,64048.0,39746.0,4990.0,209868.0,216467.0,34860.0,1154859.0,40560.0
200910,13249.0,46242.0,83067.0,13503.0,263926.0,146172.0,93638.0,93831.0,215588.0,105851.0,542293.0,64044.0,91557.0,128394.0,68203.0,176694.0,53040.0,277768.0,329733.0,64685.0,56136.0,6286.0,255586.0,232457.0,38581.0,1229848.0,36123.0
200911,9583.0,45302.0,63231.0,13739.0,266105.0,140885.0,86774.0,100697.0,201328.0,109385.0,522365.0,59624.0,84618.0,133536.0,67340.0,177916.0,54494.0,286531.0,329229.0,66659.0,43751.0,6073.0,234473.0,237628.0,38620.0,1177581.0,33062.0
200912,10671.0,45238.0,66150.0,12503.0,263387.0,145983.0,79047.0,91233.0,173056.0,109423.0,436839.0,49662.0,71713.0,130804.0,70178.0,171020.0,51453.0,258412.0,286816.0,63555.0,44930.0,5412.0,233783.0,201227.0,39279.0,979775.0,31573.0
201001,10806.0,46449.0,61815.0,13688.0,262363.0,138520.0,80219.0,94941.0,183135.0,104353.0,503680.0,54036.0,72935.0,118184.0,66691.0,171600.0,50932.0,255093.0,312944.0,64792.0,41841.0,7224.0,218089.0,198686.0,37426.0,1053508.0,30470.0
201002,7550.0,41239.0,49654.0,8696.0,243671.0,130778.0,85365.0,87115.0,176275.0,95210.0,471305.0,54854.0,71644.0,110659.0,62169.0,152381.0,45143.0,252359.0,276977.0,58894.0,51530.0,7534.0,217799.0,202264.0,35885.0,1066271.0,31553.0
201003,13999.0,51021.0,72659.0,11639.0,294896.0,143283.0,103105.0,101674.0,217929.0,106280.0,578572.0,66686.0,91529.0,124857.0,73989.0,195572.0,50480.0,331161.0,344264.0,75285.0,66877.0,7626.0,274172.0,241177.0,44363.0,1316193.0,34995.0
201004,10883.0,46153.0,64381.0,8572.0,245168.0,125297.0,90761.0,97169.0,196222.0,90890.0,533165.0,63328.0,82698.0,107047.0,66595.0,171479.0,43785.0,296522.0,307211.0,67041.0,68114.0,6218.0,240049.0,215317.0,34346.0,1183106.0,41649.0
201005,12063.0,47980.0,63810.0,8742.0,284621.0,130266.0,103517.0,93959.0,216849.0,103744.0,560354.0,68015.0,94332.0,117699.0,67561.0,174310.0,51401.0,313794.0,356467.0,65230.0,74693.0,6211.0,235199.0,223331.0,38924.0,1271088.0,46038.0
201006,12514.0,39314.0,63905.0,14176.0,268126.0,148729.0,101609.0,99981.0,224206.0,114609.0,546486.0,69188.0,97843.0,138844.0,65345.0,175701.0,48648.0,321068.0,369496.0,63704.0,69723.0,6338.0,251884.0,238782.0,33763.0,1233481.0,43433.0
201007,18791.0,45354.0,64854.0,15360.0,270271.0,153951.0,105403.0,107528.0,247363.0,129681.0,601745.0,81537.0,112852.0,148287.0,73299.0,203870.0,62497.0,338081.0,374629.0,75670.0,88606.0,7085.0,250763.0,255631.0,38812.0,1225127.0,50079.0
201008,20986.0,51514.0,62407.0,14198.0,282262.0,178971.0,108029.0,116636.0,254223.0,120786.0,647700.0,75708.0,99976.0,150136.0,72335.0,211944.0,57589.0,349058.0,399587.0,74932.0,91828.0,7315.0,267189.0,257961.0,40815.0,1345003.0,53189.0
201009,15808.0,50908.0,70814.0,16247.0,293852.0,155598.0,106331.0,111909.0,258609.0,122791.0,628612.0,70757.0,93907.0,153064.0,72595.0,214065.0,55384.0,341011.0,393905.0,79151.0,79600.0,6640.0,253323.0,263827.0,41580.0,1299821.0,43757.0
201010,18127.0,50898.0,70916.0,12404.0,304568.0,149923.0,102258.0,108934.0,240714.0,127150.0,596227.0,69162.0,97158.0,158709.0,69115.0,223199.0,57195.0,326660.0,366444.0,74257.0,98639.0,6459.0,287265.0,267393.0,45091.0,1231045.0,37019.0
201011,18846.0,55138.0,71753.0,12009.0,304030.0,137036.0,93999.0,102700.0,228358.0,122642.0,544711.0,70414.0,108130.0,148366.0,71732.0,243761.0,58307.0,333032.0,365448.0,73831.0,103767.0,8807.0,285991.0,260253.0,43149.0,1223599.0,39748.0
201012,14332.0,57804.0,79148.0,15811.0,295281.0,201888.0,87008.0,100920.0,213644.0,140605.0,538872.0,69464.0,76336.0,164830.0,72743.0,269049.0,58174.0,291609.0,332539.0,77403.0,86207.0,8951.0,288589.0,228137.0,46128.0,1086738.0,35278.0
201101,11415.0,61858.0,71494.0,15404.0,287721.0,141567.0,90254.0,108195.0,203609.0,94426.0,516590.0,69038.0,79550.0,140059.0,92731.0,214807.0,59203.0,313591.0,328629.0,74006.0,86627.0,11753.0,258457.0,231765.0,45646.0,1046862.0,32445.0
201102,13360.0,60153.0,64471.0,11193.0,278180.0,115864.0,98661.0,107909.0,213322.0,104158.0,558484.0,65487.0,79407.0,134612.0,67200.0,177932.0,40233.0,308435.0,329562.0,61738.0,89239.0,10452.0,239847.0,226547.0,43796.0,1124482.0,30100.0
201103,12147.0,76210.0,72246.0,9357.0,280752.0,141204.0,103377.0,102815.0,211721.0,79061.0,556002.0,62968.0,83262.0,130483.0,89158.0,195635.0,46096.0,354219.0,332044.0,67017.0,70964.0,10200.0,292770.0,282090.0,46183.0,1189115.0,34206.0
201104,10035.0,59365.0,70211.0,11456.0,276020.0,139449.0,97920.0,100244.0,219587.0,95736.0,570738.0,67299.0,80809.0,130194.0,73795.0,174575.0,38262.0,321241.0,326855.0,63006.0,51254.0,8940.0,258432.0,243255.0,43550.0,1163951.0,30737.0
201105,13453.0,51659.0,78267.0,15365.0,311649.0,113440.0,112389.0,106539.0,257807.0,86758.0,676878.0,78552.0,103142.0,152468.0,72218.0,204844.0,47216.0,369826.0,370477.0,62958.0,79718.0,7316.0,296282.0,262534.0,45000.0,1353267.0,40127.0
201106,16209.0,55008.0,77957.0,12067.0,284493.0,136542.0,113662.0,109934.0,256634.0,97678.0,626571.0,80201.0,112599.0,159308.0,73324.0,197308.0,55116.0,366169.0,384873.0,66641.0,92461.0,6204.0,295748.0,264380.0,43706.0,1293030.0,41291.0
201107,15530.0,53624.0,69125.0,12195.0,315672.0,153277.0,116842.0,110294.0,256767.0,106713.0,638156.0,82136.0,115436.0,155651.0,59061.0,187852.0,57930.0,343894.0,383865.0,65665.0,95233.0,8290.0,280502.0,255091.0,46368.0,1307856.0,39823.0
201108,18462.0,63884.0,91194.0,13571.0,343997.0,167021.0,126830.0,116224.0,275628.0,117029.0,682660.0,92562.0,113211.0,186980.0,72088.0,231788.0,58394.0,355596.0,428420.0,74419.0,111497.0,7870.0,278658.0,251899.0,53442.0,1392359.0,45730.0
201109,19936.0,59893.0,86092.0,13957.0,337718.0,163692.0,128177.0,117165.0,273387.0,114554.0,647680.0,87281.0,112010.0,162849.0,89582.0,247553.0,58087.0,367288.0,389212.0,84194.0,101484.0,6693.0,284930.0,267564.0,51711.0,1314434.0,42797.0
201110,20238.0,65805.0,98275.0,13166.0,316069.0,145031.0,107386.0,95319.0,264747.0,115920.0,592732.0,83106.0,125508.0,155414.0,80600.0,215441.0,54599.0,365427.0,383725.0,70176.0,88575.0,6684.0,310394.0,277126.0,52252.0,1272955.0,49488.0
201111,14867.0,66635.0,81922.0,15633.0,283237.0,173692.0,97561.0,102359.0,252835.0,123896.0,577717.0,79173.0,111015.0,171352.0,88150.0,242116.0,55044.0,367294.0,387800.0,73094.0,85509.0,8833.0,311065.0,276719.0,49106.0,1277306.0,36702.0
201112,12670.0,68787.0,86757.0,18606.0,300385.0,126961.0,84831.0,94964.0,215663.0,146087.0,490780.0,75445.0,88125.0,176806.0,88341.0,206262.0,54842.0,341962.0,344792.0,74061.0,69009.0,9774.0,292092.0,248840.0,58722.0,1136326.0,34885.0
201201,9683.0,72505.0,81889.0,16481.0,322696.0,142397.0,85611.0,110465.0,201406.0,112020.0,523094.0,72993.0,94775.0,159573.0,88070.0,223244.0,49244.0,357265.0,358567.0,76824.0,76504.0,9914.0,294069.0,254813.0,54430.0,1134419.0,38254.0
201202,10019.0,70893.0,78002.0,16803.0,280763.0,143499.0,100739.0,108596.0,213861.0,101538.0,538500.0,75727.0,92504.0,145702.0,84384.0,201890.0,56201.0,353838.0,341167.0,71789.0,71465.0,9563.0,271544.0,263264.0,54859.0,1195570.0,33022.0
201203,9847.0,89431.0,81959.0,14899.0,347041.0,160587.0,110615.0,125467.0,260800.0,120242.0,629774.0,85555.0,108640.0,167042.0,102052.0,259377.0,53705.0,398920.0,413334.0,85293.0,60310.0,9217.0,299910.0,291302.0,60825.0,1395858.0,41822.0
201204,14828.0,73884.0,61107.0,18744.0,301687.0,116653.0,94425.0,110051.0,239530.0,87994.0,565656.0,77221.0,106386.0,141187.0,86964.0,228092.0,45347.0,349449.0,355482.0,70589.0,59470.0,8291.0,280566.0,246351.0,59199.0,1199755.0,37661.0
201205,14321.0,75662.0,97398.0,17009.0,317338.0,163844.0,112450.0,100214.0,275540.0,115596.0,623271.0,92229.0,125594.0,171029.0,93287.0,244391.0,57492.0,403551.0,419136.0,77630.0,83207.0,9572.0,324204.0,298866.0,59829.0,1339696.0,45791.0
201206,14078.0,60902.0,70266.0,17839.0,291015.0,152401.0,106072.0,111584.0,263354.0,136142.0,586932.0,75154.0,109031.0,172625.0,79642.0,199660.0,55951.0,319230.0,384891.0,71426.0,78851.0,7885.0,291989.0,256136.0,55237.0,1121823.0,45696.0
201207,16477.0,60518.0,97903.0,29446.0,303688.0,179893.0,120633.0,119138.0,285048.0,130392.0,634043.0,94693.0,118218.0,183172.0,89501.0,214103.0,59477.0,394116.0,435636.0,83801.0,87357.0,7461.0,289212.0,273433.0,49947.0,1336174.0,45949.0
201208,17237.0,64379.0,84966.0,24859.0,328913.0,157767.0,124457.0,113912.0,304636.0,142590.0,681586.0,101556.0,139042.0,183430.0,106453.0,242041.0,61611.0,444552.0,458944.0,95780.0,103474.0,9928.0,325603.0,308092.0,48731.0,1491696.0,50708.0
201209,17098.0,64240.0,95924.0,28779.0,304092.0,148487.0,116068.0,108664.0,256993.0,127100.0,614072.0,85395.0,121054.0,182637.0,90521.0,213905.0,57841.0,379035.0,393089.0,80156.0,76909.0,6799.0,252327.0,264483.0,49443.0,1272396.0,44096.0
201210,18616.0,73016.0,87178.0,29925.0,344744.0,203179.0,115278.0,127674.0,298108.0,163534.0,650068.0,88491.0,144051.0,168218.0,98089.0,244302.0,68449.0,396572.0,433678.0,85023.0,81917.0,6685.0,298282.0,304170.0,53912.0,1343556.0,44344.0
201211,19385.0,74154.0,79674.0,22249.0,312801.0,172222.0,94259.0,113995.0,241450.0,140197.0,569608.0,87067.0,115581.0,198949.0,100169.0,237460.0,62092.0,395809.0,391653.0,85182.0,84588.0,7509.0,313289.0,276773.0,51322.0,1292897.0,42572.0
201212,11905.0,65280.0,78666.0,24087.0,289544.0,162812.0,81060.0,104980.0,220807.0,151425.0,527422.0,72543.0,106663.0,169346.0,84305.0,219765.0,60126.0,330632.0,348055.0,77938.0,69449.0,7242.0,246794.0,230627.0,48350.0,1035843.0,38768.0
201301,13358.0,73974.0,77124.0,19544.0,327490.0,178673.0,82233.0,122398.0,233819.0,141106.0,560056.0,80967.0,119931.0,197302.0,104554.0,248815.0,59030.0,377297.0,368855.0,83158.0,71963.0,8872.0,299585.0,287056.0,53319.0,1158184.0,39734.0
201302,10744.0,63596.0,62791.0,22741.0,288031.0,145178.0,81920.0,114009.0,222267.0,98573.0,513715.0,78856.0,97040.0,152624.0,91518.0,219363.0,48789.0,339283.0,338512.0,72593.0,63171.0,9111.0,270936.0,260528.0,45520.0,1125612.0,34634.0
201303,14485.0,72665.0,109019.0,25145.0,317118.0,134031.0,88607.0,115432.0,234942.0,102713.0,553798.0,79126.0,109860.0,175476.0,100642.0,251351.0,52454.0,353113.0,376414.0,80256.0,67048.0,11886.0,269996.0,265596.0,51545.0,1245517.0,36665.0
201304,14621.0,71362.0,77024.0,22572.0,320980.0,143115.0,97741.0,117022.0,264062.0,134120.0,623269.0,83545.0,125695.0,170566.0,98898.0,254150.0,56163.0,417807.0,428665.0,79004.0,55862.0,13366.0,310597.0,310249.0,51682.0,1291043.0,42681.0
201305,15229.0,62454.0,76369.0,21952.0,332452.0,162691.0,99703.0,112801.0,281799.0,110967.0,623440.0,93401.0,137153.0,197499.0,98165.0,242668.0,63680.0,390998.0,423907.0,73572.0,77398.0,9793.0,298972.0,314468.0,42753.0,1302749.0,45626.0
201306,13572.0,56918.0,115120.0,20633.0,278575.0,160042.0,94269.0,114576.0,264866.0,128004.0,580818.0,79391.0,139692.0,174928.0,86193.0,205044.0,63422.0,321551.0,419748.0,74461.0,71219.0,8558.0,263791.0,259332.0,41322.0,1212871.0,44160.0
201307,14862.0,59718.0,97534.0,18092.0,340828.0,185124.0,111379.0,126325.0,302427.0,152977.0,678442.0,89840.0,155522.0,222278.0,103220.0,239702.0,70735.0,410332.0,442922.0,80092.0,81103.0,9703.0,310117.0,311726.0,47796.0,1341764.0,48037.0
201308,21954.0,60978.0,75820.0,19537.0,370848.0,206687.0,122789.0,122029.0,297689.0,139219.0,680488.0,96235.0,158920.0,179082.0,107230.0,256306.0,72838.0,428494.0,469707.0,85507.0,77081.0,9367.0,284763.0,290193.0,50951.0,1423640.0,48247.0
201309,19974.0,65895.0,63070.0,14595.0,355831.0,184866.0,105602.0,114448.0,300093.0,138733.0,652390.0,92470.0,153093.0,211698.0,107627.0,272593.0,74408.0,410278.0,426004.0,83962.0,73869.0,9775.0,290774.0,296088.0,51242.0,1338662.0,50264.0
201310,21355.0,73594.0,116893.0,15461.0,369849.0,190547.0,109042.0,129924.0,307120.0,143257.0,682758.0,89776.0,164938.0,216306.0,121327.0,282662.0,72485.0,404608.0,458546.0,87210.0,73104.0,9853.0,323114.0,326218.0,53111.0,1362289.0,53898.0
201311,20172.0,68060.0,101635.0,22239.0,346788.0,190100.0,88838.0,105720.0,265977.0,148120.0,590151.0,90520.0,149627.0,214322.0,106266.0,265250.0,69970.0,403326.0,391296.0,79636.0,65958.0,11224.0,308596.0,305101.0,52726.0,1225032.0,46504.0
201312,13346.0,62161.0,64207.0,28008.0,284115.0,184335.0,69946.0,83619.0,206717.0,125336.0,486646.0,74481.0,107186.0,206527.0,97804.0,244117.0,74805.0,321629.0,319901.0,74719.0,48894.0,10406.0,274479.0,239672.0,48372.0,1061934.0,34784.0
201401,14602.0,72995.0,63088.0,20083.0,343750.0,157986.0,88303.0,106856.0,245793.0,109760.0,576568.0,84582.0,121666.0,173385.0,105395.0,251834.0,60775.0,369625.0,395560.0,77969.0,54117.0,10334.0,275082.0,278834.0,53798.0,1208952.0,34022.0
201402,17681.0,78386.0,80430.0,18254.0,362707.0,192846.0,86359.0,112449.0,269698.0,131005.0,625432.0,82582.0,134996.0,194793.0,122635.0,280855.0,68954.0,364690.0,391870.0,90176.0,59150.0,9723.0,290431.0,269690.0,55907.0,1212179.0,39423.0
201403,6222.0,70339.0,81788.0,14837.0,348377.0,177432.0,80107.0,117042.0,253273.0,112690.0,649394.0,80368.0,122594.0,178547.0,109158.0,260913.0,67091.0,385862.0,400356.0,84086.0,57345.0,10850.0,303414.0,301859.0,54908.0,1270981.0,35664.0
201404,18829.0,68117.0,72995.0,18106.0,316831.0,181792.0,84228.0,121619.0,260760.0,126768.0,646918.0,80047.0,126525.0,217998.0,109628.0,255103.0,67586.0,358289.0,394739.0,92183.0,56187.0,11072.0,296811.0,287623.0,53475.0,1282878.0,38250.0
201405,16499.0,60946.0,46056.0,25047.0,360879.0,218147.0,90895.0,124068.0,303247.0,117345.0,721188.0,89219.0,146984.0,191981.0,114262.0,251169.0,78441.0,407751.0,430492.0,93672.0,63403.0,9501.0,321450.0,318335.0,53849.0,1292771.0,45384.0
201406,15178.0,55187.0,96525.0,15795.0,302072.0,194505.0,78063.0,107322.0,270923.0,125040.0,642243.0,86202.0,130134.0,193204.0,98235.0,209407.0,74829.0,355172.0,353003.0,86553.0,73497.0,11617.0,260947.0,272822.0,47496.0,1167070.0,45087.0
201407,22065.0,62205.0,58639.0,19112.0,362601.0,245934.0,95077.0,130760.0,305678.0,151260.0,708274.0,89124.0,158799.0,212295.0,120625.0,254967.0,87694.0,422720.0,440878.0,95750.0,73696.0,10944.0,293558.0,333911.0,52244.0,1295940.0,53069.0
201408,19242.0,58804.0,96194.0,28237.0,361533.0,252316.0,91901.0,128048.0,295812.0,168172.0,713702.0,96403.0,159567.0,207853.0,116514.0,236863.0,86327.0,413943.0,454365.0,93185.0,72366.0,11447.0,313526.0,330394.0,50540.0,1333754.0,51399.0
201409,23464.0,63077.0,59788.0,29245.0,396437.0,259590.0,100207.0,127463.0,313652.0,167879.0,733113.0,97417.0,159547.0,222453.0,117817.0,243733.0,89731.0,386645.0,470872.0,100075.0,75142.0,11006.0,321810.0,331265.0,55689.0,1347628.0,56507.0
201410,19835.0,68577.0,94092.0,27453.0,401830.0,265342.0,104840.0,126163.0,317006.0,164017.0,724279.0,99202.0,163868.0,225625.0,129304.0,258366.0,95134.0,412891.0,465635.0,105152.0,73101.0,13322.0,314755.0,347797.0,59853.0,1391677.0,62047.0
201411,21601.0,72559.0,53720.0,27780.0,356097.0,242444.0,86502.0,115475.0,259291.0,157151.0,613799.0,80488.0,144145.0,228943.0,114337.0,234085.0,86765.0,383833.0,402700.0,96391.0,62809.0,11245.0,302292.0,313927.0,53096.0,1201546.0,52559.0
201412,15832.0,62390.0,57359.0,30408.0,337548.0,255148.0,69596.0,107877.0,207747.0,148655.0,557007.0,70777.0,92835.0,210489.0,105985.0,226321.0,86494.0,321913.0,355798.0,95672.0,51082.0,8592.0,272006.0,264734.0,56542.0,1011146.0,47649.0
201501,10781.0,57164.0,52653.0,15525.0,317765.0,184119.0,69535.0,93012.0,217498.0,104733.0,525105.0,76759.0,98330.0,178047.0,102133.0,203280.0,68445.0,319537.0,328434.0,76706.0,43969.0,12845.0,251145.0,266119.0,51980.0,1006823.0,43026.0
201502,18631.0,65022.0,99260.0,16920.0,359438.0,223927.0,75129.0,105552.0,258765.0,137766.0,627717.0,83237.0,122950.0,198319.0,116700.0,242066.0,86346.0,365643.0,372398.0,86994.0,56610.0,9759.0,270996.0,276558.0,58223.0,1111539.0,47203.0
201503,14777.0,65016.0,42052.0,16351.0,378031.0,197279.0,72162.0,113318.0,255725.0,105347.0,651834.0,91710.0,134931.0,192792.0,100902.0,237113.0,78390.0,419131.0,404283.0,78992.0,50875.0,9856.0,341590.0,329931.0,65425.0,1202951.0,45498.0
201504,13611.0,53814.0,97889.0,16119.0,303315.0,172931.0,64285.0,104319.0,221936.0,96104.0,596613.0,85377.0,106063.0,167150.0,90354.0,215936.0,67061.0,372724.0,364253.0,72453.0,42192.0,9468.0,282191.0,284080.0,51473.0,1152251.0,42277.0
201505,16117.0,49929.0,56390.0,13855.0,316094.0,208089.0,70054.0,100004.0,244930.0,101534.0,626130.0,90393.0,131003.0,179879.0,87950.0,215320.0,82518.0,378877.0,381638.0,75853.0,48218.0,11937.0,288807.0,253608.0,50144.0,1189279.0,52137.0
201506,16339.0,41744.0,56425.0,13142.0,304782.0,221808.0,71813.0,102328.0,265023.0,105247.0,626394.0,93928.0,143270.0,194350.0,82003.0,185526.0,87803.0,393042.0,377080.0,71141.0,50789.0,8438.0,272573.0,295639.0,47859.0,1191943.0,55171.0
201507,18941.0,44337.0,53669.0,20199.0,350650.0,240917.0,83044.0,129416.0,284794.0,119953.0,561989.0,89887.0,156269.0,205508.0,91563.0,196313.0,97367.0,358553.0,417635.0,73757.0,55824.0,15279.0,244763.0,283046.0,50122.0,1199758.0,55496.0
201508,18967.0,49858.0,76548.0,22372.0,346748.0,231904.0,72040.0,123271.0,266305.0,114554.0,494133.0,93871.0,144579.0,211647.0,93003.0,205217.0,96398.0,403875.0,359578.0,75672.0,51939.0,12303.0,284956.0,303498.0,52805.0,1131912.0,53801.0
201509,20924.0,51149.0,59783.0,22501.0,358703.0,228548.0,73042.0,120044.0,268194.0,111012.0,465763.0,81404.0,142642.0,208421.0,98110.0,206380.0,89653.0,371571.0,334858.0,72539.0,55288.0,10868.0,251168.0,278742.0,57106.0,1037336.0,56024.0
201510,20363.0,52656.0,80269.0,19856.0,361571.0,239349.0,69056.0,121939.0,268335.0,127530.0,487701.0,87328.0,138150.0,204222.0,98927.0,205342.0,86828.0,380143.0,330024.0,70133.0,49204.0,12857.0,265937.0,249241.0,56419.0,1129839.0,59139.0
201511,16027.0,42501.0,60089.0,21145.0,333394.0,214106.0,57739.0,112262.0,220665.0,118563.0,408303.0,70505.0,104756.0,182339.0,93897.0,184442.0,83268.0,295438.0,294085.0,70074.0,42726.0,10157.0,250174.0,240739.0,54081.0,918675.0,51682.0
201512,19027.0,39137.0,68085.0,15802.0,290918.0,207243.0,50941.0,104167.0,197499.0,113426.0,396658.0,63011.0,90787.0,172796.0,84860.0,173109.0,82586.0,281653.0,270730.0,70581.0,35764.0,9416.0,237822.0,206810.0,48408.0,867433.0,48122.0
201601,32110.0,38458.0,10150.0,149602.0,280877.0,176773.0,51352.0,105916.0,191021.0,90869.0,416150.0,72192.0,94542.0,9349.0,82527.0,167306.0,70530.0,314065.0,259035.0,65712.0,302559.0,63261.0,251978.0,238008.0,42646.0,931221.0,15917.0
