estados,data,pib_pc,pib_pmc,pib_pcpt,pib_cc,populacao,incc,ipca,igp,selic,idh_l,idh_r,idh_e,nfsp,estoque,desemprego,producao,preco_ton,preco_saco,preco_kg,consumo
SE,2008-10-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.95,4.76,0.36,0.04987840909,0.678,0.596,0.343,1.23,6647965.94362564,9.7697204809,155960.0,177.82043672093053,16.0,0.32,36448.0
SE,2008-11-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.77,5.23,1.09,0.05083973913,0.678,0.596,0.343,1.22,6647965.94362564,9.7697204809,-999.0,139.90827523831632,15.2,0.304,34966.0
SE,2008-12-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.5,5.61,0.07,0.050753,0.678,0.596,0.343,1.24,6647965.94362564,9.7697204809,233529.0,143.40618367464003,16.25,0.325,36485.0
SE,2009-01-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.17,5.9,-0.44,0.050823,0.678,0.596,0.343,1.13,6647965.94362564,8.4265304051,-999.0,130.30330067524594,15.6,0.312,33959.0
SE,2009-02-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.33,0.48,0.01,0.04964833333,0.678,0.596,0.343,0.95,6773699.30541316,8.4265304051,-999.0,138.68165749345283,16.0,0.32,31184.0
SE,2009-03-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.27,1.03,-0.13,0.047314,0.678,0.596,0.343,0.87,6773699.30541316,8.4265304051,67010.0,134.04407119229563,15.5,0.31,34535.0
SE,2009-04-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,-0.25,1.23,-0.84,0.04392790909,0.678,0.596,0.343,0.82,6773699.30541316,8.4265304051,252808.0,138.29845750072684,16.0,0.32,32504.0
SE,2009-05-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,-0.04,1.72,0.04,0.04181185,0.678,0.596,0.343,0.67,6773699.30541316,8.4265304051,86423.0,136.00199469592218,15.0,0.3,26627.0
SE,2009-06-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,1.39,2.2,0.18,0.0384042,0.678,0.596,0.343,0.55,6773699.30541316,8.4265304051,65236.0,145.56711735863612,15.0,0.3,29991.0
SE,2009-07-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.7,2.57,-0.32,0.03616333333,0.678,0.596,0.343,0.38,6773699.30541316,8.4265304051,448495.0,148.14382357019318,14.5,0.29,34055.0
SE,2009-08-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.26,2.81,-0.64,0.03422486957,0.678,0.596,0.343,0.19,6773699.30541316,8.4265304051,106973.0,150.045103513125,14.5,0.29,30592.0
SE,2009-09-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,-0.05,2.97,0.09,0.032927,0.678,0.596,0.343,0.02,6773699.30541316,8.4265304051,60512.0,195.10281608720783,18.0,0.36,34860.0
SE,2009-10-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.15,3.21,0.25,0.032927,0.678,0.596,0.343,0.04,6773699.30541316,8.4265304051,161884.0,164.85371195608087,15.0,0.3,38581.0
SE,2009-11-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.06,3.5,-0.04,0.032927,0.678,0.596,0.343,0.0,6773699.30541316,8.4265304051,-999.0,178.32294257508187,15.5,0.31,38620.0
SE,2009-12-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.29,3.93,0.07,0.032927,0.678,0.596,0.343,-0.07,6773699.30541316,8.4265304051,207004.0,172.98512304768963,14.93,0.2986,39279.0
SE,2010-01-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.1,4.31,-0.11,0.03292531818,0.678,0.596,0.343,-0.06,6773699.30541316,12.0057476323,11849.0,170.8265271938276,14.95,0.299,37426.0
SE,2010-02-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.64,0.75,1.01,0.03292515,0.678,0.596,0.343,-0.02,6930862.75002851,12.0057476323,-999.0,168.55637086896434,15.0,0.3,35885.0
SE,2010-03-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.36,1.54,1.09,0.032927,0.678,0.596,0.343,0.08,6930862.75002851,12.0057476323,92688.0,162.3558797444298,14.95,0.299,44363.0
SE,2010-04-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.75,2.06,0.63,0.032927,0.678,0.596,0.343,0.18,6930862.75002851,12.0057476323,301635.0,167.98784644450072,15.0,0.3,34346.0
SE,2010-05-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.84,2.65,0.72,0.0331908,0.678,0.596,0.343,0.29,6930862.75002851,12.0057476323,130955.0,170.78738678219486,15.0,0.3,38924.0
SE,2010-06-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,1.81,3.09,1.57,0.03565185714,0.678,0.596,0.343,0.43,6930862.75002851,12.0057476323,55858.0,168.76329542768602,15.3,0.306,33763.0
SE,2010-07-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,1.09,3.09,0.34,0.0376,0.678,0.596,0.343,0.6,6930862.75002851,12.0057476323,457799.0,167.50357829143502,15.13,0.3026,38812.0
SE,2010-08-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.44,3.1,0.22,0.03897777273,0.678,0.596,0.343,0.67,6930862.75002851,12.0057476323,139140.0,174.38610911332583,15.43,0.3086,40815.0
SE,2010-09-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.14,3.14,1.1,0.040203,0.678,0.596,0.343,0.74,6930862.75002851,12.0057476323,63463.0,170.15582375795654,14.97,0.2994,41580.0
SE,2010-10-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.21,3.6,1.1,0.040203,0.678,0.596,0.343,0.85,6930862.75002851,12.0057476323,150773.0,186.1862028265947,16.0,0.32,45091.0
SE,2010-11-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.2,4.38,1.03,0.040203,0.678,0.596,0.343,0.93,6930862.75002851,12.0057476323,-999.0,177.84377784377784,14.97,0.2994,43149.0
SE,2010-12-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.37,5.25,1.58,0.040203,0.678,0.596,0.343,0.99,6930862.75002851,12.0057476323,242159.0,183.85249776750533,15.75,0.315,46128.0
SE,2011-01-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.67,5.91,0.38,0.04020769565,0.781,0.672,0.56,1.23,6930862.75002851,12.0057476323,44971.0,200.77795037036083,17.0,0.34,45646.0
SE,2011-02-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.41,0.83,0.98,0.04089519048,0.781,0.672,0.56,1.22,7102235.53510611,12.0057476323,-999.0,197.025007676299,16.5,0.33,43796.0
SE,2011-03-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.28,1.64,0.96,0.0420272,0.781,0.672,0.56,1.18,7102235.53510611,12.0057476323,105821.0,195.8045312022254,16.33,0.3265999999999999,46183.0
SE,2011-04-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.43,2.44,0.61,0.04364038095,0.781,0.672,0.56,1.15,7102235.53510611,12.0057476323,335400.0,192.8756554758604,16.0,0.32,43550.0
SE,2011-05-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,1.06,3.23,0.5,0.04404368421,0.781,0.672,0.56,1.17,7102235.53510611,12.0057476323,116728.0,205.86878991457243,16.33,0.3265999999999999,45000.0
SE,2011-06-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,2.94,3.71,0.01,0.044698,0.781,0.672,0.56,1.11,7102235.53510611,12.0057476323,76428.0,204.52547835297835,16.5,0.33,43706.0
SE,2011-07-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.37,3.87,-0.13,0.04533085714,0.781,0.672,0.56,0.91,7102235.53510611,12.0057476323,476523.0,207.93389322459552,16.5,0.33,46368.0
SE,2011-08-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.45,4.04,-0.05,0.04587866667,0.781,0.672,0.56,0.84,7102235.53510611,12.0057476323,141328.0,211.00579428609703,16.5,0.33,53442.0
SE,2011-09-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.13,4.42,0.61,0.04646017391,0.781,0.672,0.56,0.78,7102235.53510611,12.0057476323,58633.0,207.38772487694385,16.56,0.3312,51711.0
SE,2011-10-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.14,4.97,0.75,0.04464585714,0.781,0.672,0.56,0.73,7102235.53510611,12.0057476323,172330.0,189.28135026792543,16.56,0.3312,52252.0
SE,2011-11-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.23,5.43,0.4,0.04391405,0.781,0.672,0.56,0.7,7102235.53510611,12.0057476323,-999.0,198.5817203269829,17.6,0.352,49106.0
SE,2011-12-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.72,5.97,0.43,0.042849,0.781,0.672,0.56,0.64,7102235.53510611,12.0057476323,236977.0,196.5942283955789,17.6,0.352,58722.0
SE,2012-01-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.11,6.5,-0.16,0.04106463636,0.781,0.672,0.56,0.46,7102235.53510611,8.9570125605,46861.0,206.8718062927632,19.0,0.38,54430.0
SE,2012-02-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.89,0.56,0.3,0.0403295,0.781,0.672,0.56,0.38,7283723.05855449,8.9570125605,-999.0,207.96992863129552,18.61,0.3722,54859.0
SE,2012-03-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.3,1.01,0.07,0.03927,0.781,0.672,0.56,0.3,7283723.05855449,8.9570125605,109019.0,198.2082420864025,17.03,0.3406,60825.0
SE,2012-04-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.51,1.22,0.56,0.037179,0.781,0.672,0.56,0.26,7283723.05855449,8.9570125605,356427.0,200.52257398067692,18.0,0.36,59199.0
SE,2012-05-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.75,1.87,1.02,0.035474,0.781,0.672,0.56,0.25,7283723.05855449,8.9570125605,150579.0,199.4786598268849,18.5,0.37,59829.0
SE,2012-06-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,1.88,2.24,0.91,0.03373136364,0.781,0.672,0.56,0.35,7283723.05855449,8.9570125605,66110.0,181.26971193679364,18.0,0.36,55237.0
SE,2012-07-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.73,2.32,0.69,0.0319778,0.781,0.672,0.56,0.51,7283723.05855449,8.9570125605,441351.0,176.65473515209632,18.1,0.362,49947.0
SE,2012-08-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.67,2.76,1.52,0.03080763636,0.781,0.672,0.56,0.61,7283723.05855449,8.9570125605,142243.0,171.7325159862162,17.42,0.3484,48731.0
SE,2012-09-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.26,3.18,1.29,0.02997965217,0.781,0.672,0.56,0.79,7283723.05855449,8.9570125605,55373.0,171.67267959517713,17.42,0.3484,49443.0
SE,2012-10-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.22,3.77,0.88,0.028296,0.781,0.672,0.56,0.88,7283723.05855449,8.9570125605,167326.0,169.61864351797783,17.2,0.344,53912.0
SE,2012-11-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.21,4.38,-0.31,0.02770736364,0.781,0.672,0.56,0.89,7283723.05855449,8.9570125605,-999.0,173.116627777305,17.57,0.3514,51322.0
SE,2012-12-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.33,5.01,0.25,0.027371,0.781,0.672,0.56,0.84,7283723.05855449,8.9570125605,229799.0,169.94317494861562,17.57,0.3514,48350.0
SE,2013-01-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.16,5.84,0.66,0.02743595,0.78,0.672,0.61,0.88,7283723.05855449,8.5027183626,49763.0,168.4445588797956,17.5,0.35,53319.0
SE,2013-02-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.65,0.86,0.31,0.02726,0.78,0.672,0.61,0.98,7469859.82561107,8.5027183626,-999.0,172.32234573233637,17.5,0.35,45520.0
SE,2013-03-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.6,1.47,0.2,0.0273115,0.78,0.672,0.61,1.0,7469859.82561107,8.0,113777.0,176.54461050788385,17.42,0.3484,51545.0
SE,2013-04-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.5,1.94,0.31,0.02739875,0.78,0.672,0.61,1.03,7469859.82561107,7.8,378008.0,173.48853160113774,17.2,0.344,51682.0
SE,2013-05-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.74,2.5,-0.06,0.02781163636,0.78,0.672,0.61,0.98,7469859.82561107,7.7,165545.0,175.50574704815352,17.57,0.3514,42753.0
SE,2013-06-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,2.25,2.88,0.32,0.02842080952,0.78,0.672,0.61,0.88,7469859.82561107,7.6,73334.0,174.16578324756563,17.72,0.3544,41322.0
SE,2013-07-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,1.15,3.15,0.76,0.030177,0.78,0.672,0.61,0.76,7469859.82561107,7.5,508068.0,163.0958763527086,17.72,0.3544,47796.0
SE,2013-08-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.48,3.18,0.14,0.03137373913,0.78,0.672,0.61,0.82,7469859.82561107,7.4,150179.0,154.6952793345161,17.42,0.3484,50951.0
SE,2013-09-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.31,3.43,0.46,0.03217809091,0.78,0.672,0.61,0.73,7469859.82561107,7.1,56488.0,156.08831246185565,17.72,0.3544,51242.0
SE,2013-10-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.43,3.79,1.36,0.033839,0.78,0.672,0.61,0.63,7469859.82561107,7.0,214966.0,156.793000102767,17.8,0.356,53111.0
SE,2013-11-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.26,4.38,0.63,0.03510369565,0.78,0.672,0.61,0.71,7469859.82561107,6.8,-999.0,161.92646243759793,17.72,0.3544,52726.0
SE,2013-12-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.35,4.95,0.28,0.0358381,0.78,0.672,0.61,0.81,7469859.82561107,6.9,267905.0,156.838826322783,18.0,0.36,48372.0
SE,2014-01-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.1,5.91,0.69,0.0374662381,0.78,0.672,0.6,0.82,7469859.82561107,7.3,48508.0,152.29254982215076,17.86,0.3571999999999999,53798.0
SE,2014-02-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.88,0.55,0.4,0.03845090909,0.78,0.672,0.6,0.77,7640474.20151994,7.8,-999.0,156.57735562484018,18.65,0.373,55907.0
SE,2014-03-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.33,1.24,0.85,0.0393598,0.78,0.672,0.6,0.75,7640474.20151994,8.1,-999.0,164.4516042421802,19.6,0.392,54908.0
