estados,data,pib_pc,pib_pmc,pib_pcpt,pib_cc,populacao,incc,ipca,igp,selic,idh_l,idh_r,idh_e,nfsp,estoque,desemprego,producao,preco_ton,preco_saco,preco_kg,consumo
AP,2013-10-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,0.43,3.79,1.36,0.033839,0.8,0.694,0.66,0.63,7469859.82561107,7.0,281145.0,-1.0,-1.0,-1.0,15461.0
AP,2013-11-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,0.26,4.38,0.63,0.03510369565,0.8,0.694,0.66,0.71,7469859.82561107,6.8,185019.0,-1.0,-1.0,-1.0,22239.0
AP,2013-12-01,730582.2025500926,854214.7967885,1.0457774277083334,649747.696337554,698602.0,0.35,4.95,0.28,0.0358381,0.8,0.694,0.66,0.81,7469859.82561107,6.9,-999.0,-1.0,-1.0,-1.0,28008.0
AP,2014-01-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.1,5.91,0.69,0.0374662381,0.8,0.694,0.71,0.82,7469859.82561107,7.3,695519.0,-1.0,-1.0,-1.0,20083.0
AP,2014-02-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.88,0.55,0.4,0.03845090909,0.8,0.694,0.71,0.77,7640474.20151994,7.8,-999.0,-1.0,-1.0,-1.0,18254.0
AP,2014-03-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.33,1.24,0.85,0.0393598,0.8,0.694,0.71,0.75,7640474.20151994,8.1,-999.0,-1.0,-1.0,-1.0,14837.0
AP,2014-04-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.28,2.18,1.48,0.040168,0.8,0.694,0.71,0.84,7640474.20151994,7.9,-999.0,-1.0,-1.0,-1.0,18106.0
AP,2014-05-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.88,2.86,0.45,0.0409735,0.8,0.694,0.71,1.0,7640474.20151994,7.7,199751.0,-1.0,-1.0,-1.0,25047.0
AP,2014-06-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,2.05,3.33,-0.45,0.041063,0.8,0.694,0.71,1.06,7640474.20151994,7.5,-999.0,-1.0,-1.0,-1.0,15795.0
AP,2014-07-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.66,3.75,-0.63,0.041063,0.8,0.694,0.71,1.04,7640474.20151994,7.4,-999.0,-1.0,-1.0,-1.0,19112.0
AP,2014-08-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.75,3.76,-0.55,0.041063,0.8,0.694,0.71,0.93,7640474.20151994,7.2,-999.0,-1.0,-1.0,-1.0,28237.0
AP,2014-09-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.08,4.02,0.06,0.04106814286,0.8,0.694,0.71,0.9,7640474.20151994,7.0,108865.0,-1.0,-1.0,-1.0,29245.0
AP,2014-10-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.15,4.61,0.02,0.041063,0.8,0.694,0.71,0.96,7640474.20151994,6.8,-999.0,-1.0,-1.0,-1.0,27453.0
AP,2014-11-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.17,5.05,0.59,0.04114073913,0.8,0.694,0.71,0.87,7640474.20151994,6.6,-999.0,-1.0,-1.0,-1.0,27780.0
AP,2014-12-01,779392.4667237817,979672.9343,1.0604036848166667,573830.132546541,734996.0,0.44,5.58,1.14,0.041957,0.8,0.694,0.71,0.91,7640474.20151994,6.3,-999.0,-1.0,-1.0,-1.0,30408.0
AP,2015-01-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.08,6.41,0.38,0.043496,0.81,0.694,0.69,1.12,7640474.20151994,6.5,698724.0,-1.0,-1.0,-1.0,15525.0
AP,2015-02-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.92,1.24,0.67,0.04433033333,0.81,0.694,0.69,1.04,7751228.17009106,6.8,-999.0,-1.0,-1.0,-1.0,16920.0
AP,2015-03-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.31,2.48,0.53,0.045513,0.81,0.694,0.69,1.08,7751228.17009106,7.2,-999.0,-1.0,-1.0,-1.0,16351.0
AP,2015-04-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.62,3.83,1.21,0.04703818182,0.81,0.694,0.69,1.09,7751228.17009106,7.2,-999.0,-1.0,-1.0,-1.0,16119.0
AP,2015-05-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.46,4.56,0.92,0.04737575,0.81,0.694,0.69,1.03,7751228.17009106,7.1,-999.0,-1.0,-1.0,-1.0,13855.0
AP,2015-06-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.95,5.34,0.4,0.049037,0.81,0.694,0.69,1.05,7751228.17009106,6.9,-999.0,-1.0,-1.0,-1.0,13142.0
AP,2015-07-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,1.84,6.17,0.68,0.05053785714,0.81,0.694,0.69,1.13,7751228.17009106,7.0,-999.0,-1.0,-1.0,-1.0,20199.0
AP,2015-08-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.55,6.83,0.58,0.05093956522,0.81,0.694,0.69,1.27,7751228.17009106,7.0,-999.0,-1.0,-1.0,-1.0,22372.0
AP,2015-09-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.59,7.06,0.4,0.052531,0.81,0.694,0.69,1.36,7751228.17009106,6.9,-999.0,-1.0,-1.0,-1.0,22501.0
AP,2015-10-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.22,7.64,1.42,0.052531,0.81,0.694,0.69,1.34,7751228.17009106,6.7,-999.0,-1.0,-1.0,-1.0,19856.0
AP,2015-11-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.36,8.52,1.76,0.052531,0.81,0.694,0.69,1.45,7751228.17009106,6.6,-999.0,-1.0,-1.0,-1.0,21145.0
AP,2015-12-01,760575.3259890508,1031036.4954723916,1.0128687862083334,657590.391686393,750912.0,0.34,9.62,1.19,0.052531,0.81,0.694,0.69,1.49,7751228.17009106,6.6,-999.0,-1.0,-1.0,-1.0,15802.0
AP,2016-01-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.1,10.67,0.44,0.052531,0.81,0.694,0.7,1.49,7751228.17009106,6.9,-999.0,-1.0,-1.0,-1.0,149602.0
AP,2016-02-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.39,1.27,1.53,0.052531,0.81,0.694,0.7,1.55,7806241.86849827,7.5,-999.0,-1.0,-1.0,-1.0,151880.0
AP,2016-03-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.54,2.18,0.79,0.052531,0.81,0.694,0.7,1.67,7806241.86849827,8.0,-999.0,-1.0,-1.0,-1.0,156611.0
AP,2016-04-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.64,2.62,0.43,0.052531,0.81,0.694,0.7,1.67,7806241.86849827,8.1,-999.0,-1.0,-1.0,-1.0,149708.0
AP,2016-05-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.55,3.25,0.36,0.052531,0.81,0.694,0.7,1.63,7806241.86849827,8.3,-999.0,-1.0,-1.0,-1.0,158758.0
AP,2016-06-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.08,4.05,1.13,0.052531,0.81,0.694,0.7,1.62,7806241.86849827,8.4,-999.0,-1.0,-1.0,-1.0,175131.0
AP,2016-07-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,1.93,4.42,1.63,0.052531,0.81,0.694,0.7,1.64,7806241.86849827,8.7,-999.0,-1.0,-1.0,-1.0,170586.0
AP,2016-08-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.49,4.96,-0.39,0.052531,0.81,0.694,0.7,1.66,7806241.86849827,8.9,-999.0,-1.0,-1.0,-1.0,175167.0
AP,2016-09-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.29,5.42,0.43,0.052531,0.81,0.694,0.7,1.61,7806241.86849827,9.0,-999.0,-1.0,-1.0,-1.0,170954.0
AP,2016-10-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.33,5.51,0.03,0.052531,0.81,0.694,0.7,1.62,7806241.86849827,9.1,-999.0,-1.0,-1.0,-1.0,182802.0
AP,2016-11-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.21,5.78,0.13,0.0521826,0.81,0.694,0.7,1.52,7806241.86849827,9.1,-999.0,-1.0,-1.0,-1.0,171904.0
AP,2016-12-01,736700.7545995316,1074233.387688883,0.9608985698083332,702421.352874182,766679.0,0.16,5.97,0.05,0.05166,0.81,0.694,0.7,1.41,7806241.86849827,9.1,-999.0,-1.0,-1.0,-1.0,148917.0
AP,2017-01-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.35,6.29,0.83,0.050788,0.82,0.69,0.71,1.25,7806241.86849827,9.6,-999.0,-1.0,-1.0,-1.0,12495.0
AP,2017-02-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.41,0.38,0.43,0.049115,0.82,0.69,0.71,1.2,7820758.2968949,10.3,-999.0,-1.0,-1.0,-1.0,8322.0
AP,2017-03-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.65,0.71,0.06,0.047865,0.82,0.69,0.71,1.07,7820758.2968949,11.1,-999.0,-1.0,-1.0,-1.0,11373.0
AP,2017-04-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.16,0.96,-0.38,0.045513,0.82,0.69,0.71,1.02,7820758.2968949,11.3,99164.0,-1.0,-1.0,-1.0,9651.0
AP,2017-05-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,-0.02,1.1,-1.24,0.04353744444,0.82,0.69,0.71,1.0,7820758.2968949,11.3,125444.0,-1.0,-1.0,-1.0,10855.0
AP,2017-06-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.63,1.42,-0.51,0.041957,0.82,0.69,0.71,0.93,7820758.2968949,11.4,35167.0,-1.0,-1.0,-1.0,13970.0
AP,2017-07-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.93,1.18,-0.96,0.03837,0.82,0.69,0.71,0.86,7820758.2968949,11.7,56704.0,-1.0,-1.0,-1.0,12399.0
AP,2017-08-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.3,1.43,-0.3,0.03785271429,0.82,0.69,0.71,0.75,7820758.2968949,11.9,499239.0,-1.0,-1.0,-1.0,11268.0
AP,2017-09-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.36,1.62,0.24,0.034749,0.82,0.69,0.71,0.7,7820758.2968949,11.9,43160.0,-1.0,-1.0,-1.0,8741.0
AP,2017-10-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.06,1.78,0.62,0.0318266,0.82,0.69,0.71,0.65,7820758.2968949,11.9,150274.0,-1.0,-1.0,-1.0,12358.0
AP,2017-11-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.31,2.21,0.1,0.03056971429,0.82,0.69,0.71,0.65,7820758.2968949,12.0,119000.0,-1.0,-1.0,-1.0,11876.0
AP,2017-12-01,712023.4064223716,1122385.3164387082,0.9101725134666668,476897.460629486,782295.0,0.31,2.5,0.8,0.028333,0.82,0.69,0.71,0.65,7820758.2968949,12.2,-999.0,-1.0,-1.0,-1.0,11713.0
AP,2018-01-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.07,2.95,0.74,0.0268514,0.82,0.7,0.71,0.71,7820758.2968949,12.7,385702.0,-1.0,-1.0,-1.0,11449.0
AP,2018-02-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.31,0.29,0.58,0.026481,0.82,0.7,0.71,0.68,7813724.30644261,13.3,-999.0,-1.0,-1.0,-1.0,7805.0
AP,2018-03-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.13,0.61,0.15,0.02581005556,0.82,0.7,0.71,0.71,7813724.30644261,13.9,-999.0,-1.0,-1.0,-1.0,7726.0
AP,2018-04-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.24,0.7,0.56,0.02528571429,0.82,0.7,0.71,0.69,7813724.30644261,13.7,102799.0,-1.0,-1.0,-1.0,8516.0
AP,2018-05-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.29,0.92,0.93,0.02462,0.82,0.7,0.71,0.74,7813724.30644261,13.4,64673.0,-1.0,-1.0,-1.0,8503.0
AP,2018-06-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.23,1.33,1.64,0.02462,0.82,0.7,0.71,0.73,7813724.30644261,13.1,19254.0,-1.0,-1.0,-1.0,10175.0
AP,2018-07-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.97,2.6,1.48,0.02462,0.82,0.7,0.71,0.75,7813724.30644261,12.9,65152.0,-1.0,-1.0,-1.0,11775.0
AP,2018-08-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.61,2.94,0.44,0.02462,0.82,0.7,0.71,0.77,7813724.30644261,12.7,511935.0,-1.0,-1.0,-1.0,9724.0
AP,2018-09-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.15,2.85,0.68,0.02462,0.82,0.7,0.71,0.84,7813724.30644261,12.5,16033.0,-1.0,-1.0,-1.0,10069.0
AP,2018-10-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.23,3.34,1.79,0.02462,0.82,0.7,0.71,0.87,7813724.30644261,12.3,151120.0,-1.0,-1.0,-1.0,13930.0
AP,2018-11-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.35,3.81,0.26,0.02462,0.82,0.7,0.71,0.88,7813724.30644261,12.1,82498.0,-1.0,-1.0,-1.0,11918.0
AP,2018-12-01,738245.5979311416,1206049.133345525,0.9254421940583332,371627.94862536,797722.0,0.13,3.59,-1.14,0.02462,0.82,0.7,0.71,0.86,7813724.30644261,11.9,-999.0,-1.0,-1.0,-1.0,11757.0
AP,2019-01-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.13,3.75,-0.45,0.02462,0.82,0.7,0.71,0.85,7813724.30644261,12.3,342776.0,-1.0,-1.0,-1.0,9691.0
AP,2019-02-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.49,0.32,0.07,0.02462,0.82,0.7,0.71,0.81,7827728.36985003,12.7,-999.0,-1.0,-1.0,-1.0,7378.0
AP,2019-03-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.09,0.75,1.25,0.02462,0.82,0.7,0.71,0.75,7827728.36985003,13.2,-999.0,-1.0,-1.0,-1.0,6970.0
AP,2019-04-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.31,1.51,1.07,0.02462,0.82,0.7,0.71,0.74,7827728.36985003,13.0,120135.0,-1.0,-1.0,-1.0,7612.0
AP,2019-05-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.38,2.09,0.9,0.02462,0.82,0.7,0.71,0.7,7827728.36985003,12.8,61921.0,-1.0,-1.0,-1.0,8442.0
AP,2019-06-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.03,2.22,0.4,0.02462,0.82,0.7,0.71,0.71,7827728.36985003,12.6,16284.0,-1.0,-1.0,-1.0,8835.0
AP,2019-07-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.88,2.23,0.63,0.02462,0.82,0.7,0.71,0.7,7827728.36985003,12.4,63896.0,-1.0,-1.0,-1.0,11251.0
AP,2019-08-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.58,2.42,-0.01,0.02462,0.82,0.7,0.71,0.69,7827728.36985003,12.3,574792.0,-1.0,-1.0,-1.0,11342.0
AP,2019-09-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.42,2.54,-0.51,0.022751,0.82,0.7,0.71,0.62,7827728.36985003,12.0,27345.0,-1.0,-1.0,-1.0,13110.0
AP,2019-10-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.46,2.49,0.5,0.02203519048,0.82,0.7,0.71,0.59,7827728.36985003,11.9,220634.0,-1.0,-1.0,-1.0,13195.0
AP,2019-11-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.18,2.6,0.55,0.02078995652,0.82,0.7,0.71,0.57,7827728.36985003,11.7,118005.0,-1.0,-1.0,-1.0,10053.0
AP,2019-12-01,773653.3451535901,1305418.1485344416,0.932681062375,371693.807586781,829494.0,0.04,3.12,0.85,0.018985,0.82,0.7,0.71,0.54,7827728.36985003,11.7,-999.0,-1.0,-1.0,-1.0,12274.0
BA,2003-01-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,1.7,12.53,2.7,0.08229309524,0.68,0.594,0.332,3.46,6098524.41582601,10.7354322161,-1.0,85.49601478253675,15.5,0.31,151297.0
BA,2003-02-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,1.51,2.25,2.17,0.08877068182,0.68,0.594,0.332,3.59,6172460.00795063,10.7354322161,-999.0,93.06654257794322,16.0,0.32,138707.0
BA,2003-03-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,1.39,3.86,1.59,0.09073265,0.68,0.594,0.332,3.84,6172460.00795063,10.7354322161,-999.0,91.90152612231256,16.5,0.33,135009.0
BA,2003-04-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,1.38,5.13,1.66,0.092749,0.68,0.594,0.332,3.95,6172460.00795063,10.7354322161,40182.0,98.6393571034843,17.0,0.34,126554.0
BA,2003-05-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,0.9,6.15,0.41,0.0927578,0.68,0.594,0.332,4.06,6172460.00795063,10.7354322161,105642.0,109.01978388431075,17.0,0.34,137331.0
BA,2003-06-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,2.84,6.8,-0.67,0.09272338095,0.68,0.594,0.332,3.94,6172460.00795063,10.7354322161,19965.0,115.03197212166322,17.0,0.34,118680.0
BA,2003-07-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,1.05,6.64,-0.7,0.092025,0.68,0.594,0.332,3.6,6172460.00795063,10.7354322161,65106.0,117.9245283018868,17.0,0.34,131291.0
BA,2003-08-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,0.99,6.85,-0.2,0.08972826087,0.68,0.594,0.332,3.23,6172460.00795063,10.7354322161,340753.0,118.0637544273908,17.0,0.34,131406.0
BA,2003-09-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,1.44,7.22,0.62,0.083783,0.68,0.594,0.332,3.17,6172460.00795063,10.7354322161,33598.0,116.56952539550376,17.5,0.35,147495.0
BA,2003-10-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,0.22,8.05,1.05,0.07573604545,0.68,0.594,0.332,2.7,6172460.00795063,10.7354322161,224502.0,119.74818667031612,17.5,0.35,154944.0
BA,2003-11-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,0.65,8.37,0.44,0.07083917391,0.68,0.594,0.332,2.65,6172460.00795063,10.7354322161,145977.0,122.3134719552682,17.5,0.35,142678.0
BA,2003-12-01,7990762.016885433,4206226.997147483,0.599762430925,7050329.77092363,13323212.0,1.04,8.74,0.48,0.0667516,0.68,0.594,0.332,2.36,6172460.00795063,10.7354322161,-999.0,116.68611435239204,17.0,0.34,142702.0
BA,2004-01-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.16,9.3,0.6,0.062015,0.68,0.594,0.332,1.57,6172460.00795063,10.7918787186,453300.0,119.64584828906438,17.5,0.35,129857.0
BA,2004-02-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.33,0.76,0.8,0.0599982381,0.68,0.594,0.332,1.43,6261937.06181048,10.7918787186,-999.0,122.72950417280316,17.5,0.35,126813.0
BA,2004-03-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,1.0,1.37,1.08,0.05993777778,0.68,0.594,0.332,1.27,6261937.06181048,10.7918787186,-999.0,119.44124249226476,17.5,0.35,152225.0
BA,2004-04-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,1.16,1.85,0.93,0.05956991304,0.68,0.594,0.332,1.24,6261937.06181048,10.7918787186,37828.0,116.97113565211409,17.0,0.34,136288.0
BA,2004-05-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.59,2.23,1.15,0.0587633,0.68,0.594,0.332,1.21,6261937.06181048,10.7918787186,82637.0,120.44108968215598,17.5,0.35,148117.0
BA,2004-06-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,1.83,2.75,1.46,0.0581277619,0.68,0.594,0.332,1.35,6261937.06181048,10.7918787186,21853.0,109.66326925557992,17.0,0.34,135806.0
BA,2004-07-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.7,3.48,1.29,0.05822585714,0.68,0.594,0.332,1.59,6261937.06181048,10.7918787186,76232.0,106.86778946022817,16.72,0.3344,147816.0
BA,2004-08-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,1.12,4.42,1.14,0.05813868182,0.68,0.594,0.332,1.72,6261937.06181048,10.7918787186,350934.0,114.33173025830314,17.36,0.3472,147060.0
BA,2004-09-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.81,5.14,1.31,0.05843936364,0.68,0.594,0.332,1.83,6261937.06181048,10.7918787186,25116.0,115.88744870512124,17.4,0.348,156749.0
BA,2004-10-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.58,5.49,0.48,0.05923480952,0.68,0.594,0.332,1.87,6261937.06181048,10.7918787186,199446.0,116.2168260749974,16.8,0.336,150946.0
BA,2004-11-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,1.19,5.95,0.53,0.06031435,0.68,0.594,0.332,1.76,6261937.06181048,10.7918787186,137036.0,121.98306608642922,17.4,0.348,142002.0
BA,2004-12-01,8028397.716956917,4821529.822755883,0.5975461123,5031595.62092464,13435612.0,0.71,6.68,0.82,0.0621806,0.68,0.594,0.332,1.71,6261937.06181048,10.7918787186,-999.0,120.601283542232,16.8,0.336,159878.0
BA,2005-01-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.51,7.6,0.52,0.06401773913,0.68,0.594,0.332,1.74,6261937.06181048,11.530352869,404329.0,128.02774254331172,17.4,0.348,139997.0
BA,2005-02-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.75,0.58,0.33,0.0654687619,0.68,0.594,0.332,1.57,6344077.42160595,11.530352869,-999.0,124.76681372505682,16.8,0.336,111865.0
BA,2005-03-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.44,1.17,0.4,0.06729072222,0.68,0.594,0.332,1.49,6344077.42160595,11.530352869,-999.0,127.02866271323812,16.5,0.33,159603.0
BA,2005-04-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.67,1.79,0.99,0.068961,0.68,0.594,0.332,1.37,6344077.42160595,11.530352869,40683.0,122.15608310001646,16.52,0.3303999999999999,142063.0
BA,2005-05-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.72,2.68,0.51,0.07010755,0.68,0.594,0.332,1.37,6344077.42160595,11.530352869,85561.0,129.03325863258863,16.64,0.3328,137144.0
BA,2005-06-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,2.09,3.18,-0.25,0.07106719048,0.68,0.594,0.332,1.18,6344077.42160595,11.530352869,25392.0,135.54545028744354,16.64,0.3328,122740.0
BA,2005-07-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.76,3.16,-0.45,0.071533,0.68,0.594,0.332,0.95,6344077.42160595,11.530352869,65370.0,125.93720563439588,15.77,0.3154,124170.0
BA,2005-08-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.11,3.42,-0.4,0.07145590476,0.68,0.594,0.332,0.76,6344077.42160595,11.530352869,337174.0,135.41129571039068,16.07,0.3214,160949.0
BA,2005-09-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.02,3.59,-0.79,0.07154213043,0.68,0.594,0.332,0.55,6344077.42160595,11.530352869,36114.0,133.60837653906017,15.77,0.3154,145708.0
BA,2005-10-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.24,3.95,-0.13,0.07107052381,0.68,0.594,0.332,0.29,6344077.42160595,11.530352869,193649.0,135.77382099355097,15.77,0.3154,138694.0
BA,2005-11-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.19,4.73,0.63,0.0698922,0.68,0.594,0.332,0.25,6344077.42160595,11.530352869,125525.0,139.77708347182522,15.77,0.3154,129206.0
BA,2005-12-01,8548139.644328667,5531630.6162902415,0.62476928895,6569968.39149285,13682074.0,0.28,5.31,0.33,0.0686031,0.68,0.594,0.332,0.24,6344077.42160595,11.530352869,-999.0,141.12315030293982,15.6,0.312,155862.0
BA,2006-01-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.37,5.69,0.07,0.06651395455,0.68,0.594,0.332,0.25,6344077.42160595,11.0715030796,383283.0,136.51388408252873,15.6,0.312,146547.0
BA,2006-02-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.34,0.59,0.72,0.06452986364,0.68,0.594,0.332,0.27,6428173.06422105,11.0715030796,-999.0,137.2111200177511,15.6,0.312,137490.0
BA,2006-03-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.19,1.0,-0.06,0.06327316667,0.68,0.594,0.332,0.37,6428173.06422105,11.0715030796,-999.0,144.31601506889447,15.6,0.312,175839.0
BA,2006-04-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.2,1.44,-0.45,0.06142243478,0.68,0.594,0.332,0.29,6428173.06422105,11.0715030796,49541.0,147.97371280809818,15.6,0.312,133213.0
BA,2006-05-01,8980876.161437834,6243538.558499166,0.6500658009,5885434.14020885,13815334.0,0.36,1.65,0.02,0.05957944444,0.68,0.594,0.332,0.12,6428173.06422105,11.0715030796,95899.0,146.9974326326995,15.65,0.313,169039.0
