data,estados,producao
200301,AC,
200301,AL,
200301,AM,
200301,AP,
200301,BA,
200301,CE,
200301,DF,
200301,ES,
200301,GO,
200301,MA,
200301,MG,
200301,MS,
200301,MT,33149.0
200301,PA,32871.0
200301,PB,38546.0
200301,PE,29823.0
200301,PI,33959.0
200301,PR,20313.0
200301,RJ,26639.0
200301,RN,27774.0
200301,RO,27544.0
200301,RR,28472.0
200301,RS,31064.0
200301,SC,27767.0
200301,SE,
200301,SP,
200301,TO,
200302,AC,
200302,AL,
200302,AM,
200302,AP,
200302,BA,
200302,CE,
200302,DF,
200302,ES,
200302,GO,
200302,MA,43382.0
200302,MG,42997.0
200302,MS,51061.0
200302,MT,47683.0
200302,PA,48669.0
200302,PB,44218.0
200302,PE,53944.0
200302,PI,55278.0
200302,PR,55352.0
200302,RJ,54512.0
200302,RN,50384.0
200302,RO,55610.0
200302,RR,46575.0
200302,RS,41998.0
200302,SC,39181.0
200302,SE,38102.0
200302,SP,39371.0
200302,TO,30695.0
200303,AC,34655.0
200303,AL,43412.0
200303,AM,40381.0
200303,AP,40887.0
200303,BA,40182.0
200303,CE,43594.0
200303,DF,115612.0
200303,ES,87014.0
200303,GO,83636.0
200303,MA,60687.0
200303,MG,101775.0
200303,MS,94627.0
200303,MT,122799.0
200303,PA,114467.0
200303,PB,108359.0
200303,PE,112577.0
200303,PI,120530.0
200303,PR,107469.0
200303,RJ,126390.0
200303,RN,123096.0
200303,RO,131225.0
200303,RR,110056.0
200303,RS,136397.0
200303,SC,128187.0
200303,SE,147437.0
200303,SP,129339.0
200303,TO,137203.0
200304,AC,172597.0
200304,AL,151995.0
200304,AM,152727.0
200304,AP,92683.0
200304,BA,105642.0
200304,CE,101219.0
200304,DF,94729.0
200304,ES,103394.0
200304,GO,88915.0
200304,MA,106506.0
200304,MG,104691.0
200304,MS,96066.0
200304,MT,103947.0
200304,PA,104306.0
200304,PB,91326.0
200304,PE,42953.0
200304,PI,44601.0
200304,PR,49219.0
200304,RJ,47291.0
200304,RN,46127.0
200304,RO,52764.0
200304,RR,54649.0
200304,RS,67400.0
200304,SC,66252.0
200304,SE,67985.0
200304,SP,52461.0
200304,TO,55045.0
200305,AC,28018.0
200305,AL,14332.0
200305,AM,14467.0
200305,AP,14994.0
200305,BA,19965.0
200305,CE,19559.0
200305,DF,21393.0
200305,ES,22299.0
200305,GO,22109.0
200305,MA,26037.0
200305,MG,23311.0
200305,MS,27948.0
200305,MT,42565.0
200305,PA,40029.0
200305,PB,41516.0
200305,PE,39776.0
200305,PI,48527.0
200305,PR,47020.0
200305,RJ,60170.0
200305,RN,58361.0
200305,RO,66722.0
200305,RR,67499.0
200305,RS,59720.0
200305,SC,52518.0
200305,SE,47337.0
200305,SP,51606.0
200305,TO,53027.0
200306,AC,45130.0
200306,AL,47487.0
200306,AM,53448.0
200306,AP,64600.0
200306,BA,65106.0
200306,CE,46458.0
200306,DF,57176.0
200306,ES,45673.0
200306,GO,40561.0
200306,MA,511998.0
200306,MG,588822.0
200306,MS,679435.0
200306,MT,696419.0
200306,PA,711255.0
200306,PB,684734.0
200306,PE,772468.0
200306,PI,684811.0
200306,PR,683486.0
200306,RJ,728134.0
200306,RN,670590.0
200306,RO,540400.0
200306,RR,303601.0
200306,RS,311711.0
200306,SC,342078.0
200306,SE,323295.0
200306,SP,349634.0
200306,TO,305708.0
200307,AC,345698.0
200307,AL,339089.0
200307,AM,333148.0
200307,AP,342806.0
200307,BA,340753.0
200307,CE,306477.0
200307,DF,121461.0
200307,ES,101595.0
200307,GO,97156.0
200307,MA,58352.0
200307,MG,104195.0
200307,MS,90794.0
200307,MT,114800.0
200307,PA,114820.0
200307,PB,115314.0
200307,PE,143535.0
200307,PI,148850.0
200307,PR,153158.0
200307,RJ,48623.0
200307,RN,46078.0
200307,RO,49168.0
200307,RR,43070.0
200307,RS,46143.0
200307,SC,42575.0
200307,SE,43894.0
200307,SP,47873.0
200307,TO,45910.0
200308,AC,44543.0
200308,AL,53624.0
200308,AM,49011.0
200308,AP,39749.0
200308,BA,33598.0
200308,CE,34186.0
200308,DF,28308.0
200308,ES,34241.0
200308,GO,27149.0
200308,MA,33663.0
200308,MG,34628.0
200308,MS,31820.0
200308,MT,30166.0
200308,PA,34159.0
200308,PB,35905.0
200308,PE,24654.0
200308,PI,18925.0
200308,PR,20817.0
200308,RJ,27865.0
200308,RN,26858.0
200308,RO,26690.0
200308,RR,26125.0
200308,RS,20357.0
200308,SC,28324.0
200308,SE,30555.0
200308,SP,30566.0
200308,TO,22541.0
200309,AC,187848.0
200309,AL,195615.0
200309,AM,190508.0
200309,AP,194587.0
200309,BA,224502.0
200309,CE,182157.0
200309,DF,200930.0
200309,ES,207152.0
200309,GO,196165.0
200309,MA,207741.0
200309,MG,212768.0
200309,MS,202298.0
200309,MT,29969.0
200309,PA,27337.0
200309,PB,23220.0
200309,PE,17967.0
200309,PI,28850.0
200309,PR,23158.0
200309,RJ,27584.0
200309,RN,29686.0
200309,RO,23138.0
200309,RR,32751.0
200309,RS,32993.0
200309,SC,32997.0
200309,SE,145214.0
200309,SP,137995.0
200309,TO,145249.0
200310,AC,148079.0
200310,AL,144405.0
200310,AM,132972.0
200310,AP,140515.0
200310,BA,145977.0
200310,CE,139947.0
200310,DF,144497.0
200310,ES,135002.0
200310,GO,123195.0
200310,MA,
200310,MG,
200310,MS,
200310,MT,
200310,PA,
200310,PB,
200310,PE,
200310,PI,
200310,PR,
200310,RJ,
200310,RN,
200310,RO,
200310,RR,
200310,RS,
200310,SC,
200310,SE,
200310,SP,
200310,TO,
200311,AC,
200311,AL,
200311,AM,
200311,AP,
200311,BA,
200311,CE,
200311,DF,27924.0
200311,ES,22293.0
200311,GO,24535.0
200311,MA,22897.0
200311,MG,27046.0
200311,MS,16802.0
200311,MT,23766.0
200311,PA,19604.0
200311,PB,20773.0
200311,PE,22337.0
200311,PI,19440.0
200311,PR,15410.0
200311,RJ,137945.0
200311,RN,139887.0
200311,RO,138609.0
200311,RR,113469.0
200311,RS,162186.0
200311,SC,161288.0
200311,SE,153855.0
200311,SP,159272.0
200311,TO,153312.0
200312,AC,145807.0
200312,AL,149748.0
200312,AM,155445.0
200312,AP,477117.0
200312,BA,453300.0
200312,CE,473540.0
200312,DF,392761.0
200312,ES,443012.0
200312,GO,424130.0
200312,MA,455463.0
200312,MG,483193.0
200312,MS,441806.0
200312,MT,469070.0
200312,PA,473650.0
200312,PB,398634.0
200312,PE,
200312,PI,
200312,PR,
200312,RJ,
200312,RN,
200312,RO,
200312,RR,
200312,RS,
200312,SC,
200312,SE,
200312,SP,
200312,TO,
200401,AC,
200401,AL,
200401,AM,
200401,AP,
200401,BA,
200401,CE,
200401,DF,
200401,ES,
200401,GO,
200401,MA,
200401,MG,
200401,MS,
200401,MT,26577.0
200401,PA,23924.0
200401,PB,30086.0
200401,PE,28216.0
200401,PI,41232.0
200401,PR,41575.0
200401,RJ,27899.0
200401,RN,31828.0
200401,RO,26481.0
200401,RR,38185.0
200401,RS,26087.0
200401,SC,32779.0
200401,SE,
200401,SP,
200401,TO,
200402,AC,
200402,AL,
200402,AM,
200402,AP,
200402,BA,
200402,CE,
200402,DF,
200402,ES,
200402,GO,
200402,MA,50372.0
200402,MG,44880.0
200402,MS,44110.0
200402,MT,51287.0
200402,PA,52097.0
200402,PB,54507.0
200402,PE,49694.0
200402,PI,60445.0
200402,PR,51928.0
200402,RJ,52747.0
200402,RN,54365.0
200402,RO,61352.0
200402,RR,38285.0
200402,RS,31935.0
200402,SC,37590.0
200402,SE,39627.0
200402,SP,39939.0
200402,TO,44000.0
200403,AC,40016.0
200403,AL,36438.0
200403,AM,39745.0
200403,AP,42722.0
200403,BA,37828.0
200403,CE,40539.0
200403,DF,104232.0
200403,ES,74701.0
200403,GO,92944.0
200403,MA,81441.0
200403,MG,100690.0
200403,MS,92220.0
200403,MT,119679.0
200403,PA,118193.0
200403,PB,133565.0
200403,PE,133458.0
200403,PI,128105.0
200403,PR,145238.0
200403,RJ,144552.0
200403,RN,117969.0
200403,RO,150557.0
200403,RR,143300.0
200403,RS,178716.0
200403,SC,176634.0
200403,SE,207328.0
200403,SP,195532.0
200403,TO,202467.0
200404,AC,198909.0
200404,AL,194959.0
200404,AM,180039.0
200404,AP,91210.0
200404,BA,82637.0
200404,CE,113739.0
200404,DF,87496.0
200404,ES,96094.0
200404,GO,102557.0
200404,MA,104091.0
200404,MG,102119.0
200404,MS,97999.0
200404,MT,100661.0
200404,PA,87956.0
200404,PB,94682.0
200404,PE,47017.0
200404,PI,45012.0
200404,PR,63292.0
200404,RJ,59072.0
200404,RN,56690.0
200404,RO,61285.0
200404,RR,68903.0
200404,RS,63063.0
200404,SC,61111.0
200404,SE,70609.0
200404,SP,58810.0
200404,TO,61293.0
200405,AC,23401.0
200405,AL,12509.0
200405,AM,18029.0
200405,AP,21014.0
200405,BA,21853.0
200405,CE,22068.0
200405,DF,28041.0
200405,ES,26358.0
200405,GO,30175.0
200405,MA,33527.0
200405,MG,31510.0
200405,MS,33829.0
200405,MT,42924.0
200405,PA,34199.0
200405,PB,43061.0
200405,PE,41870.0
200405,PI,48875.0
200405,PR,50762.0
200405,RJ,59781.0
200405,RN,57404.0
200405,RO,61052.0
200405,RR,61562.0
200405,RS,48990.0
200405,SC,51409.0
200405,SE,49821.0
200405,SP,46052.0
200405,TO,61759.0
200406,AC,38749.0
200406,AL,53133.0
200406,AM,63569.0
200406,AP,70656.0
200406,BA,76232.0
200406,CE,52138.0
200406,DF,51708.0
200406,ES,48619.0
200406,GO,40786.0
200406,MA,606627.0
200406,MG,521098.0
200406,MS,621585.0
200406,MT,579130.0
200406,PA,631248.0
200406,PB,586840.0
200406,PE,732030.0
200406,PI,743105.0
200406,PR,702086.0
200406,RJ,656672.0
200406,RN,641567.0
200406,RO,618334.0
200406,RR,315769.0
200406,RS,306825.0
200406,SC,357690.0
200406,SE,321137.0
200406,SP,331960.0
200406,TO,320872.0
200407,AC,365964.0
200407,AL,365830.0
200407,AM,360527.0
200407,AP,333870.0
200407,BA,350934.0
200407,CE,328332.0
200407,DF,129863.0
200407,ES,94415.0
200407,GO,111715.0
200407,MA,91353.0
200407,MG,115357.0
200407,MS,109581.0
200407,MT,119097.0
200407,PA,128161.0
200407,PB,149893.0
200407,PE,131194.0
200407,PI,128963.0
200407,PR,167587.0
200407,RJ,46506.0
200407,RN,58076.0
200407,RO,42719.0
200407,RR,44820.0
200407,RS,51261.0
200407,SC,53663.0
200407,SE,53769.0
200407,SP,51054.0
200407,TO,49114.0
200408,AC,51996.0
200408,AL,50257.0
200408,AM,67480.0
200408,AP,30420.0
200408,BA,25116.0
200408,CE,34936.0
200408,DF,31794.0
200408,ES,33650.0
200408,GO,28659.0
200408,MA,32253.0
200408,MG,29325.0
200408,MS,37808.0
200408,MT,43772.0
200408,PA,34848.0
200408,PB,46625.0
200408,PE,17909.0
200408,PI,13178.0
200408,PR,17377.0
200408,RJ,19685.0
200408,RN,16439.0
200408,RO,26063.0
200408,RR,26294.0
200408,RS,25363.0
200408,SC,24703.0
200408,SE,35080.0
200408,SP,25970.0
200408,TO,36012.0
200409,AC,203335.0
200409,AL,178682.0
200409,AM,202201.0
200409,AP,189576.0
200409,BA,199446.0
200409,CE,214329.0
200409,DF,188182.0
200409,ES,208058.0
200409,GO,201932.0
200409,MA,195033.0
200409,MG,191600.0
200409,MS,209152.0
200409,MT,29477.0
200409,PA,20118.0
200409,PB,24528.0
200409,PE,26508.0
200409,PI,32274.0
200409,PR,29352.0
200409,RJ,30854.0
200409,RN,31283.0
200409,RO,24850.0
200409,RR,28658.0
200409,RS,23747.0
200409,SC,32392.0
200409,SE,132072.0
200409,SP,129746.0
200409,TO,143950.0
200410,AC,126636.0
200410,AL,112971.0
200410,AM,131665.0
200410,AP,133013.0
200410,BA,137036.0
200410,CE,121815.0
200410,DF,141616.0
200410,ES,120573.0
200410,GO,143866.0
200410,MA,
200410,MG,
200410,MS,
200410,MT,
200410,PA,
200410,PB,
200410,PE,
200410,PI,
200410,PR,
200410,RJ,
200410,RN,
200410,RO,
200410,RR,
200410,RS,
200410,SC,
200410,SE,
200410,SP,
200410,TO,
200411,AC,
200411,AL,
200411,AM,
200411,AP,
200411,BA,
200411,CE,
200411,DF,17573.0
200411,ES,16814.0
200411,GO,19753.0
200411,MA,19634.0
200411,MG,16820.0
200411,MS,16284.0
200411,MT,17423.0
200411,PA,21863.0
200411,PB,20333.0
200411,PE,20370.0
200411,PI,22929.0
200411,PR,18958.0
200411,RJ,123115.0
200411,RN,128744.0
200411,RO,130334.0
200411,RR,137717.0
200411,RS,183472.0
200411,SC,177888.0
200411,SE,169860.0
200411,SP,157761.0
200411,TO,169033.0
200412,AC,175367.0
200412,AL,166904.0
200412,AM,164485.0
200412,AP,392229.0
200412,BA,404329.0
200412,CE,505140.0
200412,DF,441960.0
200412,ES,471295.0
200412,GO,453841.0
200412,MA,424385.0
200412,MG,449876.0
200412,MS,435056.0
200412,MT,406056.0
200412,PA,396947.0
200412,PB,415441.0
200412,PE,
200412,PI,
200412,PR,
200412,RJ,
200412,RN,
200412,RO,
200412,RR,
200412,RS,
200412,SC,
200412,SE,
200412,SP,
200412,TO,
200501,AC,
200501,AL,
200501,AM,
200501,AP,
200501,BA,
200501,CE,
200501,DF,
200501,ES,
200501,GO,
200501,MA,
200501,MG,
200501,MS,
200501,MT,36696.0
200501,PA,28461.0
200501,PB,31434.0
200501,PE,33834.0
200501,PI,32354.0
200501,PR,25522.0
200501,RJ,48053.0
200501,RN,27867.0
200501,RO,46204.0
200501,RR,40794.0
200501,RS,37747.0
200501,SC,48024.0
200501,SE,
200501,SP,
200501,TO,
200502,AC,
200502,AL,
200502,AM,
200502,AP,
200502,BA,
200502,CE,
200502,DF,
200502,ES,
200502,GO,
200502,MA,51953.0
200502,MG,49651.0
200502,MS,42163.0
200502,MT,54318.0
200502,PA,53449.0
200502,PB,49990.0
200502,PE,58458.0
200502,PI,53316.0
200502,PR,52438.0
200502,RJ,53915.0
200502,RN,51557.0
200502,RO,56263.0
200502,RR,47275.0
200502,RS,38285.0
200502,SC,39844.0
200502,SE,39655.0
200502,SP,39922.0
200502,TO,45290.0
200503,AC,49757.0
200503,AL,52075.0
200503,AM,45612.0
200503,AP,55395.0
200503,BA,40683.0
200503,CE,61500.0
200503,DF,137807.0
200503,ES,104301.0
200503,GO,127628.0
200503,MA,101806.0
200503,MG,124816.0
200503,MS,124026.0
200503,MT,116758.0
200503,PA,134233.0
200503,PB,113649.0
200503,PE,125068.0
200503,PI,103233.0
200503,PR,129849.0
200503,RJ,178032.0
200503,RN,153763.0
200503,RO,163913.0
200503,RR,173172.0
200503,RS,172668.0
200503,SC,208127.0
200503,SE,208317.0
200503,SP,257232.0
200503,TO,225937.0
200504,AC,207935.0
200504,AL,201437.0
200504,AM,171765.0
200504,AP,99616.0
200504,BA,85561.0
200504,CE,110319.0
200504,DF,112146.0
200504,ES,112806.0
200504,GO,112202.0
200504,MA,119349.0
200504,MG,120121.0
200504,MS,109349.0
200504,MT,111765.0
200504,PA,104875.0
200504,PB,110479.0
200504,PE,48595.0
200504,PI,51512.0
200504,PR,54081.0
200504,RJ,63469.0
200504,RN,63650.0
200504,RO,63766.0
200504,RR,70806.0
200504,RS,77063.0
200504,SC,79291.0
200504,SE,81082.0
200504,SP,66875.0
200504,TO,68873.0
200505,AC,27464.0
200505,AL,22807.0
200505,AM,25005.0
200505,AP,26929.0
200505,BA,25392.0
200505,CE,29634.0
200505,DF,25665.0
200505,ES,25760.0
200505,GO,25280.0
200505,MA,25309.0
200505,MG,23141.0
200505,MS,25603.0
200505,MT,46619.0
200505,PA,40858.0
200505,PB,43241.0
200505,PE,43740.0
200505,PI,54785.0
200505,PR,58871.0
200505,RJ,57874.0
200505,RN,63699.0
200505,RO,61777.0
200505,RR,59012.0
200505,RS,57752.0
200505,SC,48774.0
200505,SE,58333.0
200505,SP,49395.0
200505,TO,44827.0
200506,AC,53717.0
200506,AL,60219.0
200506,AM,48632.0
200506,AP,52157.0
200506,BA,65370.0
200506,CE,57823.0
200506,DF,49496.0
200506,ES,56628.0
200506,GO,56479.0
200506,MA,629405.0
200506,MG,603132.0
200506,MS,683734.0
200506,MT,702811.0
200506,PA,794098.0
200506,PB,750422.0
200506,PE,841151.0
200506,PI,849843.0
200506,PR,843484.0
200506,RJ,825955.0
200506,RN,798296.0
200506,RO,829934.0
200506,RR,313931.0
200506,RS,309851.0
200506,SC,373168.0
200506,SE,329859.0
200506,SP,330964.0
200506,TO,334202.0
200507,AC,357887.0
200507,AL,354257.0
200507,AM,318907.0
200507,AP,303601.0
200507,BA,337174.0
200507,CE,353746.0
200507,DF,131945.0
200507,ES,90228.0
200507,GO,122576.0
200507,MA,122040.0
200507,MG,120031.0
200507,MS,127101.0
200507,MT,141327.0
200507,PA,152815.0
200507,PB,151521.0
200507,PE,157121.0
200507,PI,141366.0
200507,PR,151267.0
200507,RJ,59237.0
200507,RN,49651.0
200507,RO,52795.0
200507,RR,47976.0
200507,RS,52218.0
200507,SC,65633.0
200507,SE,69837.0
200507,SP,57923.0
200507,TO,67871.0
200508,AC,65215.0
200508,AL,62432.0
200508,AM,68891.0
200508,AP,49874.0
200508,BA,36114.0
200508,CE,41374.0
200508,DF,38717.0
200508,ES,37417.0
200508,GO,29815.0
200508,MA,48183.0
200508,MG,49084.0
200508,MS,45117.0
200508,MT,51832.0
200508,PA,37178.0
200508,PB,47417.0
200508,PE,28394.0
200508,PI,37586.0
200508,PR,28463.0
200508,RJ,20798.0
200508,RN,39743.0
200508,RO,36822.0
200508,RR,37768.0
200508,RS,36365.0
200508,SC,32580.0
200508,SE,37452.0
200508,SP,37008.0
200508,TO,39566.0
200509,AC,193235.0
200509,AL,174341.0
200509,AM,201327.0
200509,AP,189961.0
200509,BA,193649.0
200509,CE,186107.0
200509,DF,182944.0
200509,ES,216892.0
200509,GO,185165.0
200509,MA,211002.0
200509,MG,214625.0
200509,MS,208553.0
200509,MT,28778.0
200509,PA,22400.0
200509,PB,26521.0
200509,PE,27836.0
200509,PI,29643.0
200509,PR,28999.0
200509,RJ,38110.0
200509,RN,31761.0
200509,RO,31590.0
200509,RR,32312.0
200509,RS,33646.0
200509,SC,33412.0
200509,SE,130590.0
200509,SP,117246.0
200509,TO,131915.0
200510,AC,115189.0
200510,AL,115526.0
200510,AM,127220.0
200510,AP,120520.0
200510,BA,125525.0
200510,CE,103781.0
200510,DF,105256.0
200510,ES,135512.0
200510,GO,144724.0
200510,MA,
200510,MG,
200510,MS,
200510,MT,
200510,PA,
200510,PB,
200510,PE,
200510,PI,
200510,PR,
200510,RJ,
200510,RN,
200510,RO,
200510,RR,
200510,RS,
200510,SC,
200510,SE,
200510,SP,
200510,TO,
200511,AC,
200511,AL,
200511,AM,
200511,AP,
200511,BA,
200511,CE,
200511,DF,13839.0
200511,ES,12694.0
200511,GO,16080.0
200511,MA,17614.0
200511,MG,15891.0
200511,MS,17376.0
200511,MT,17657.0
200511,PA,22040.0
200511,PB,17571.0
200511,PE,19094.0
200511,PI,20958.0
200511,PR,18611.0
200511,RJ,164282.0
200511,RN,116434.0
200511,RO,207487.0
200511,RR,179087.0
200511,RS,158528.0
200511,SC,136989.0
200511,SE,139924.0
200511,SP,158266.0
200511,TO,159357.0
200512,AC,164330.0
200512,AL,166859.0
200512,AM,164281.0
200512,AP,367087.0
200512,BA,383283.0
200512,CE,425953.0
200512,DF,430825.0
200512,ES,435158.0
200512,GO,452599.0
200512,MA,461455.0
200512,MG,511030.0
200512,MS,482250.0
200512,MT,509889.0
200512,PA,524665.0
200512,PB,533357.0
200512,PE,
200512,PI,
200512,PR,
200512,RJ,
200512,RN,
200512,RO,
200512,RR,
200512,RS,
200512,SC,
200512,SE,
200512,SP,
200512,TO,
200601,AC,
200601,AL,
200601,AM,
200601,AP,
200601,BA,
200601,CE,
200601,DF,
200601,ES,
200601,GO,
200601,MA,
200601,MG,
200601,MS,
200601,MT,43616.0
200601,PA,33961.0
200601,PB,36563.0
200601,PE,37543.0
200601,PI,37093.0
200601,PR,31312.0
200601,RJ,36749.0
200601,RN,30999.0
200601,RO,52171.0
200601,RR,50675.0
200601,RS,33146.0
200601,SC,34185.0
200601,SE,
200601,SP,
200601,TO,
200602,AC,
200602,AL,
200602,AM,
200602,AP,
200602,BA,
200602,CE,
200602,DF,
200602,ES,
200602,GO,
200602,MA,50911.0
200602,MG,52615.0
200602,MS,61054.0
200602,MT,51634.0
200602,PA,49384.0
200602,PB,48756.0
200602,PE,60502.0
200602,PI,55590.0
200602,PR,47971.0
200602,RJ,47558.0
200602,RN,54135.0
200602,RO,54366.0
200602,RR,44960.0
200602,RS,47414.0
200602,SC,52101.0
200602,SE,50626.0
200602,SP,48403.0
200602,TO,52791.0
200603,AC,44516.0
200603,AL,50485.0
200603,AM,56164.0
200603,AP,49431.0
200603,BA,49541.0
200603,CE,52322.0
200603,DF,103342.0
200603,ES,82502.0
200603,GO,113504.0
200603,MA,85515.0
200603,MG,110412.0
200603,MS,117279.0
200603,MT,130988.0
200603,PA,146757.0
200603,PB,141637.0
200603,PE,149130.0
200603,PI,148039.0
200603,PR,150708.0
200603,RJ,171366.0
200603,RN,166637.0
200603,RO,198216.0
200603,RR,186422.0
200603,RS,220249.0
200603,SC,204194.0
200603,SE,213705.0
200603,SP,228212.0
200603,TO,240199.0
200604,AC,254093.0
200604,AL,216251.0
200604,AM,192334.0
200604,AP,105441.0
200604,BA,95899.0
200604,CE,100200.0
200604,DF,93280.0
200604,ES,112081.0
200604,GO,105953.0
200604,MA,122103.0
200604,MG,124411.0
200604,MS,123899.0
200604,MT,123506.0
200604,PA,113211.0
200604,PB,117222.0
200604,PE,60416.0
200604,PI,64060.0
200604,PR,58688.0
200604,RJ,52139.0
200604,RN,67487.0
200604,RO,65728.0
200604,RR,71143.0
200604,RS,66684.0
200604,SC,66337.0
200604,SE,57980.0
200604,SP,68875.0
200604,TO,66955.0
200605,AC,31318.0
200605,AL,30013.0
200605,AM,22024.0
200605,AP,18442.0
200605,BA,21419.0
200605,CE,20294.0
200605,DF,26159.0
200605,ES,29170.0
200605,GO,28757.0
200605,MA,27111.0
200605,MG,28251.0
200605,MS,32855.0
200605,MT,46865.0
200605,PA,41618.0
200605,PB,49155.0
200605,PE,39775.0
200605,PI,51792.0
200605,PR,47984.0
200605,RJ,55429.0
200605,RN,68453.0
200605,RO,60660.0
200605,RR,64142.0
200605,RS,61330.0
200605,SC,54615.0
200605,SE,54917.0
200605,SP,48703.0
200605,TO,58544.0
200606,AC,43788.0
200606,AL,59243.0
200606,AM,56738.0
200606,AP,61742.0
200606,BA,60013.0
200606,CE,50437.0
200606,DF,67130.0
200606,ES,58790.0
200606,GO,50057.0
200606,MA,810084.0
200606,MG,782080.0
200606,MS,815524.0
200606,MT,790971.0
200606,PA,885809.0
200606,PB,820447.0
200606,PE,883614.0
200606,PI,903153.0
200606,PR,879182.0
200606,RJ,876147.0
200606,RN,786036.0
200606,RO,793982.0
200606,RR,322597.0
200606,RS,284132.0
200606,SC,336834.0
200606,SE,311020.0
200606,SP,343151.0
200606,TO,318156.0
200607,AC,335397.0
200607,AL,330471.0
200607,AM,315627.0
200607,AP,342476.0
200607,BA,333433.0
200607,CE,349395.0
200607,DF,175363.0
200607,ES,146310.0
200607,GO,171476.0
200607,MA,120302.0
200607,MG,136813.0
200607,MS,125906.0
200607,MT,150504.0
200607,PA,162251.0
200607,PB,148212.0
200607,PE,150172.0
200607,PI,153814.0
200607,PR,170206.0
200607,RJ,62298.0
200607,RN,69445.0
200607,RO,52786.0
200607,RR,60306.0
200607,RS,54501.0
200607,SC,64665.0
200607,SE,67916.0
200607,SP,65171.0
200607,TO,71246.0
200608,AC,80584.0
200608,AL,90208.0
200608,AM,81755.0
200608,AP,47597.0
200608,BA,36371.0
200608,CE,44132.0
200608,DF,40688.0
200608,ES,35533.0
200608,GO,38016.0
200608,MA,30714.0
200608,MG,33037.0
200608,MS,41568.0
200608,MT,44487.0
200608,PA,41744.0
200608,PB,47179.0
200608,PE,33001.0
200608,PI,36212.0
200608,PR,25386.0
200608,RJ,16553.0
200608,RN,23564.0
200608,RO,30063.0
200608,RR,19381.0
200608,RS,40260.0
200608,SC,18631.0
200608,SE,40422.0
200608,SP,25491.0
200608,TO,34927.0
200609,AC,191757.0
200609,AL,185369.0
200609,AM,238674.0
200609,AP,213156.0
200609,BA,213250.0
200609,CE,205265.0
200609,DF,229576.0
200609,ES,230037.0
200609,GO,219315.0
200609,MA,226610.0
200609,MG,227040.0
200609,MS,237930.0
200609,MT,33695.0
200609,PA,27942.0
200609,PB,23098.0
200609,PE,25167.0
200609,PI,28398.0
200609,PR,32783.0
200609,RJ,33913.0
200609,RN,37433.0
200609,RO,33186.0
200609,RR,32883.0
200609,RS,36596.0
200609,SC,32633.0
200609,SE,119222.0
200609,SP,115434.0
200609,TO,143879.0
200610,AC,118505.0
200610,AL,129296.0
200610,AM,118878.0
200610,AP,122961.0
200610,BA,130121.0
200610,CE,118069.0
200610,DF,140309.0
200610,ES,127442.0
200610,GO,126442.0
200610,MA,
200610,MG,
200610,MS,
200610,MT,
200610,PA,
200610,PB,
200610,PE,
200610,PI,
200610,PR,
200610,RJ,
200610,RN,
200610,RO,
200610,RR,
200610,RS,
200610,SC,
200610,SE,
200610,SP,
200610,TO,
200611,AC,
200611,AL,
200611,AM,
200611,AP,
200611,BA,
200611,CE,
200611,DF,17517.0
200611,ES,16172.0
200611,GO,19359.0
200611,MA,16497.0
200611,MG,19215.0
200611,MS,18571.0
200611,MT,19371.0
200611,PA,22925.0
200611,PB,19958.0
200611,PE,20379.0
200611,PI,18033.0
200611,PR,14181.0
200611,RJ,147514.0
200611,RN,148133.0
200611,RO,156943.0
200611,RR,172605.0
200611,RS,219023.0
200611,SC,168860.0
200611,SE,155725.0
200611,SP,185938.0
200611,TO,196846.0
200612,AC,196287.0
200612,AL,180072.0
200612,AM,213559.0
200612,AP,489535.0
200612,BA,479980.0
200612,CE,575295.0
200612,DF,529500.0
200612,ES,570634.0
200612,GO,564212.0
200612,MA,596943.0
200612,MG,609458.0
200612,MS,596654.0
200612,MT,582896.0
200612,PA,597655.0
200612,PB,566782.0
200612,PE,
200612,PI,
200612,PR,
200612,RJ,
200612,RN,
200612,RO,
200612,RR,
200612,RS,
200612,SC,
200612,SE,
200612,SP,
200612,TO,
200701,AC,
200701,AL,
200701,AM,
200701,AP,
200701,BA,
200701,CE,
200701,DF,
200701,ES,
200701,GO,
200701,MA,
200701,MG,
200701,MS,
200701,MT,35670.0
200701,PA,42361.0
200701,PB,50394.0
200701,PE,44970.0
200701,PI,50873.0
200701,PR,49822.0
200701,RJ,40056.0
200701,RN,45601.0
200701,RO,42114.0
200701,RR,41527.0
200701,RS,51570.0
200701,SC,36810.0
200701,SE,
200701,SP,
200701,TO,
200702,AC,
200702,AL,
200702,AM,
200702,AP,
200702,BA,
200702,CE,
200702,DF,
200702,ES,
200702,GO,
200702,MA,53822.0
200702,MG,50945.0
200702,MS,61279.0
200702,MT,52052.0
200702,PA,49958.0
200702,PB,56770.0
200702,PE,62348.0
200702,PI,63901.0
200702,PR,61009.0
200702,RJ,53756.0
200702,RN,57828.0
200702,RO,59649.0
200702,RR,55096.0
200702,RS,49996.0
200702,SC,56762.0
200702,SE,53081.0
200702,SP,66398.0
200702,TO,56016.0
200703,AC,56833.0
200703,AL,58819.0
200703,AM,55477.0
200703,AP,61939.0
200703,BA,64296.0
200703,CE,60522.0
200703,DF,131062.0
200703,ES,107113.0
200703,GO,116474.0
200703,MA,109909.0
200703,MG,125556.0
200703,MS,142960.0
200703,MT,156911.0
