data;estados;consumo;y_pred
2003-05-01;GO;112540,0;
2003-06-01;GO;109189,0;
2003-07-01;GO;118633,0;
2003-08-01;GO;115594,0;
2003-09-01;GO;122029,0;
2003-10-01;GO;126095,0;
2003-11-01;GO;112663,0;
2003-12-01;GO;100830,0;
2004-01-01;GO;93660,0;
2004-02-01;GO;85349,0;
2004-03-01;GO;116097,0;
2004-04-01;GO;120197,0;
2004-05-01;GO;122728,0;
2004-06-01;GO;134224,0;
2004-07-01;GO;132814,0;
2004-08-01;GO;138662,0;
2004-09-01;GO;149663,0;
2004-10-01;GO;150623,0;
2004-11-01;GO;144087,0;
2004-12-01;GO;126835,0;
2005-01-01;GO;121831,0;
2005-02-01;GO;115210,0;
2005-03-01;GO;122721,0;
2005-04-01;GO;130262,0;
2005-05-01;GO;139268,0;
2005-06-01;GO;152638,0;
2005-07-01;GO;150876,0;
2005-08-01;GO;176088,0;
2005-09-01;GO;165396,0;
2005-10-01;GO;162546,0;
2005-11-01;GO;156234,0;
2005-12-01;GO;123830,0;
2006-01-01;GO;147233,0;
2006-02-01;GO;119408,0;
2006-03-01;GO;141839,0;
2006-04-01;GO;112504,0;
2006-05-01;GO;154131,0;
2006-06-01;GO;148657,0;
2006-07-01;GO;155052,0;
2006-08-01;GO;166656,0;
2006-09-01;GO;158784,0;
2006-10-01;GO;165031,0;
2006-11-01;GO;143822,0;
2006-12-01;GO;117025,0;
2007-01-01;GO;136126,0;
2007-02-01;GO;108339,0;
2007-03-01;GO;156805,0;
2007-04-01;GO;153463,0;
2007-05-01;GO;174670,0;
2007-06-01;GO;171606,0;
2007-07-01;GO;182293,0;
2007-08-01;GO;190437,0;
2007-09-01;GO;169326,0;
2007-10-01;GO;190929,0;
2007-11-01;GO;173577,0;
2007-12-01;GO;136198,0;
2008-01-01;GO;165609,0;
2008-02-01;GO;144551,0;
2008-03-01;GO;144731,0;
2008-04-01;GO;201717,0;
2008-05-01;GO;186669,0;
2008-06-01;GO;202288,0;
2008-07-01;GO;234803,0;
2008-08-01;GO;223675,0;
2008-09-01;GO;227864,0;
2008-10-01;GO;228085,0;
2008-11-01;GO;193081,0;
2008-12-01;GO;157543,0;
2009-01-01;GO;176151,0;
2009-02-01;GO;155509,0;
2009-03-01;GO;188291,0;
2009-04-01;GO;179374,0;
2009-05-01;GO;189722,0;
2009-06-01;GO;204207,0;
2009-07-01;GO;227886,0;
2009-08-01;GO;208828,0;
2009-09-01;GO;215777,0;
2009-10-01;GO;215588,0;
2009-11-01;GO;201328,0;
2009-12-01;GO;173056,0;
2010-01-01;GO;183135,0;
2010-02-01;GO;176275,0;
2010-03-01;GO;217929,0;
2010-04-01;GO;196222,0;
2010-05-01;GO;216849,0;
2010-06-01;GO;224206,0;
2010-07-01;GO;247363,0;
2010-08-01;GO;254223,0;
2010-09-01;GO;258609,0;
2010-10-01;GO;240714,0;
2010-11-01;GO;228358,0;
2010-12-01;GO;213644,0;
2011-01-01;GO;203609,0;
2011-02-01;GO;213322,0;
2011-03-01;GO;211721,0;
2011-04-01;GO;219587,0;
2011-05-01;GO;257807,0;
2011-06-01;GO;256634,0;
2011-07-01;GO;256767,0;
2011-08-01;GO;275628,0;
2011-09-01;GO;273387,0;
2011-10-01;GO;264747,0;
2011-11-01;GO;252835,0;
2011-12-01;GO;215663,0;
2012-01-01;GO;201406,0;
2012-02-01;GO;213861,0;
2012-03-01;GO;260800,0;
2012-04-01;GO;239530,0;
2012-05-01;GO;275540,0;
2012-06-01;GO;263354,0;
2012-07-01;GO;285048,0;
2012-08-01;GO;304636,0;
2012-09-01;GO;256993,0;
2012-10-01;GO;298108,0;
2012-11-01;GO;241450,0;
2012-12-01;GO;220807,0;
2013-01-01;GO;233819,0;
2013-02-01;GO;222267,0;
2013-03-01;GO;234942,0;
2013-04-01;GO;264062,0;
2013-05-01;GO;281799,0;
2013-06-01;GO;264866,0;
2013-07-01;GO;302427,0;
2013-08-01;GO;297689,0;
2013-09-01;GO;300093,0;
2013-10-01;GO;307120,0;
2013-11-01;GO;265977,0;
2013-12-01;GO;206717,0;
2014-01-01;GO;245793,0;
2014-02-01;GO;269698,0;
2014-03-01;GO;253273,0;
2014-04-01;GO;260760,0;
2014-05-01;GO;303247,0;
2014-06-01;GO;270923,0;
2014-07-01;GO;305678,0;
2014-08-01;GO;295812,0;
2014-09-01;GO;313652,0;
2014-10-01;GO;317006,0;
2014-11-01;GO;259291,0;
2014-12-01;GO;207747,0;
2015-01-01;GO;217498,0;
2015-02-01;GO;258765,0;
2015-03-01;GO;255725,0;
2015-04-01;GO;221936,0;
2015-05-01;GO;244930,0;
2015-06-01;GO;265023,0;
2015-07-01;GO;284794,0;
2015-08-01;GO;266305,0;
2015-09-01;GO;268194,0;
2015-10-01;GO;268335,0;
2015-11-01;GO;220665,0;
2015-12-01;GO;197499,0;
2016-01-01;GO;191021,0;
2016-02-01;GO;158987,0;
2016-03-01;GO;202024,0;
2016-04-01;GO;200155,0;
2016-05-01;GO;205413,0;
2016-06-01;GO;212790,0;
2016-07-01;GO;223793,0;
2016-08-01;GO;217446,0;
2016-09-01;GO;214193,0;
2016-10-01;GO;190495,0;
2016-11-01;GO;174517,0;
2016-12-01;GO;167738,0;
2017-01-01;GO;168182,0;
2017-02-01;GO;146310,0;
2017-03-01;GO;191374,0;
2017-04-01;GO;164318,0;
2017-05-01;GO;211049,0;
2017-06-01;GO;198789,0;
2017-07-01;GO;205551,0;222539,5782235732
2017-08-01;GO;230558,0;225403,9394100854
2017-09-01;GO;209621,0;221323,90129554892
2017-10-01;GO;210984,0;224671,19312752373
2017-11-01;GO;189889,0;221891,03771674345
2017-12-01;GO;143721,0;221477,4307248652
2018-01-01;GO;176275,0;218247,80305329696
2018-02-01;GO;152632,0;212586,20412963346
2018-03-01;GO;177876,0;211305,6619915547
2018-04-01;GO;181384,0;215362,27563116196
2018-05-01;GO;160120,0;213014,35142481353
2018-06-01;GO;236951,0;211731,16261831476
2018-07-01;GO;206557,0;210292,567070192
2018-08-01;GO;224270,0;213064,07846982035
2018-09-01;GO;213871,0;209027,29473592577
2018-10-01;GO;211066,0;212999,56578524483
2018-11-01;GO;182899,0;209773,3944508549
2018-12-01;GO;159002,0;210684,47679259212
2019-01-01;GO;178918,0;212532,4825277792
2019-02-01;GO;161936,0;206267,94016525891
2019-03-01;GO;173792,0;204919,8354670178
2019-04-01;GO;176627,0;207180,69912665707
2019-05-01;GO;207991,0;204667,5370029915
2019-06-01;GO;185784,0;203867,7760171982
2019-07-01;GO;234176,0;204892,25085358138
2019-08-01;GO;226996,0;207381,37687841235
2019-09-01;GO;218141,0;204150,27895214924
2019-10-01;GO;234939,0;209067,70746834812
2019-11-01;GO;199619,0;206255,2508644093
2019-12-01;GO;168797,0;205564,90217465072
2003-01-01;MA;43342,0;
2003-02-01;MA;28663,0;
2003-03-01;MA;27900,0;
2003-04-01;MA;25739,0;
2003-05-01;MA;30203,0;
2003-06-01;MA;37590,0;
2003-07-01;MA;42741,0;
2003-08-01;MA;42427,0;
2003-09-01;MA;42993,0;
2003-10-01;MA;51235,0;
2003-11-01;MA;47963,0;
2003-12-01;MA;49930,0;
2004-01-01;MA;42076,0;
2004-02-01;MA;30183,0;
2004-03-01;MA;40701,0;
2004-04-01;MA;39783,0;
2004-05-01;MA;38903,0;
2004-06-01;MA;46111,0;
2004-07-01;MA;49146,0;
2004-08-01;MA;39027,0;
2004-09-01;MA;48068,0;
2004-10-01;MA;46069,0;
2004-11-01;MA;50343,0;
2004-12-01;MA;60595,0;
2005-01-01;MA;56124,0;
2005-02-01;MA;39810,0;
2005-03-01;MA;44937,0;
2005-04-01;MA;41661,0;
2005-05-01;MA;47350,0;
2005-06-01;MA;50153,0;
2005-07-01;MA;53112,0;
2005-08-01;MA;51788,0;
2005-09-01;MA;46690,0;
2005-10-01;MA;45263,0;
2005-11-01;MA;44122,0;
2005-12-01;MA;58448,0;
2006-01-01;MA;60434,0;
2006-02-01;MA;46215,0;
2006-03-01;MA;47645,0;
2006-04-01;MA;34471,0;
2006-05-01;MA;48018,0;
2006-06-01;MA;51261,0;
2006-07-01;MA;55481,0;
2006-08-01;MA;67221,0;
2006-09-01;MA;66365,0;
2006-10-01;MA;67593,0;
2006-11-01;MA;72762,0;
2006-12-01;MA;76473,0;
2007-01-01;MA;66018,0;
2007-02-01;MA;46901,0;
2007-03-01;MA;58996,0;
2007-04-01;MA;47399,0;
2007-05-01;MA;60944,0;
2007-06-01;MA;67694,0;
2007-07-01;MA;75379,0;
2007-08-01;MA;81215,0;
2007-09-01;MA;73794,0;
2007-10-01;MA;81122,0;
2007-11-01;MA;77051,0;
2007-12-01;MA;80334,0;
2008-01-01;MA;76203,0;
2008-02-01;MA;62689,0;
2008-03-01;MA;59277,0;
2008-04-01;MA;66515,0;
2008-05-01;MA;75316,0;
2008-06-01;MA;73736,0;
2008-07-01;MA;90155,0;
2008-08-01;MA;92746,0;
2008-09-01;MA;94415,0;
2008-10-01;MA;92246,0;
2008-11-01;MA;90225,0;
2008-12-01;MA;89682,0;
2009-01-01;MA;87597,0;
2009-02-01;MA;65820,0;
2009-03-01;MA;73529,0;
2009-04-01;MA;60861,0;
2009-05-01;MA;74791,0;
2009-06-01;MA;92624,0;
2009-07-01;MA;112502,0;
2009-08-01;MA;108962,0;
2009-09-01;MA;122241,0;
2009-10-01;MA;105851,0;
2009-11-01;MA;109385,0;
2009-12-01;MA;109423,0;
2010-01-01;MA;104353,0;
2010-02-01;MA;95210,0;
2010-03-01;MA;106280,0;
2010-04-01;MA;90890,0;
2010-05-01;MA;103744,0;
2010-06-01;MA;114609,0;
2010-07-01;MA;129681,0;
2010-08-01;MA;120786,0;
2010-09-01;MA;122791,0;
2010-10-01;MA;127150,0;
2010-11-01;MA;122642,0;
2010-12-01;MA;140605,0;
2011-01-01;MA;94426,0;
2011-02-01;MA;104158,0;
2011-03-01;MA;79061,0;
2011-04-01;MA;95736,0;
2011-05-01;MA;86758,0;
2011-06-01;MA;97678,0;
2011-07-01;MA;106713,0;
2011-08-01;MA;117029,0;
2011-09-01;MA;114554,0;
2011-10-01;MA;115920,0;
2011-11-01;MA;123896,0;
2011-12-01;MA;146087,0;
2012-01-01;MA;112020,0;
2012-02-01;MA;101538,0;
2012-03-01;MA;120242,0;
2012-04-01;MA;87994,0;
2012-05-01;MA;115596,0;
2012-06-01;MA;136142,0;
2012-07-01;MA;130392,0;
2012-08-01;MA;142590,0;
2012-09-01;MA;127100,0;
2012-10-01;MA;163534,0;
2012-11-01;MA;140197,0;
2012-12-01;MA;151425,0;
2013-01-01;MA;141106,0;
2013-02-01;MA;98573,0;
2013-03-01;MA;102713,0;
2013-04-01;MA;134120,0;
2013-05-01;MA;110967,0;
2013-06-01;MA;128004,0;
2013-07-01;MA;152977,0;
2013-08-01;MA;139219,0;
2013-09-01;MA;138733,0;
2013-10-01;MA;143257,0;
2013-11-01;MA;148120,0;
2013-12-01;MA;125336,0;
2014-01-01;MA;109760,0;
2014-02-01;MA;131005,0;
2014-03-01;MA;112690,0;
2014-04-01;MA;126768,0;
2014-05-01;MA;117345,0;
2014-06-01;MA;125040,0;
2014-07-01;MA;151260,0;
2014-08-01;MA;168172,0;
2014-09-01;MA;167879,0;
2014-10-01;MA;164017,0;
2014-11-01;MA;157151,0;
2014-12-01;MA;148655,0;
2015-01-01;MA;104733,0;
2015-02-01;MA;137766,0;
2015-03-01;MA;105347,0;
2015-04-01;MA;96104,0;
2015-05-01;MA;101534,0;
2015-06-01;MA;105247,0;
2015-07-01;MA;119953,0;
2015-08-01;MA;114554,0;
2015-09-01;MA;111012,0;
2015-10-01;MA;127530,0;
2015-11-01;MA;118563,0;
2015-12-01;MA;113426,0;
2016-01-01;MA;90869,0;
2016-02-01;MA;92763,0;
2016-03-01;MA;87250,0;
2016-04-01;MA;86571,0;
2016-05-01;MA;94443,0;
2016-06-01;MA;95000,0;
2016-07-01;MA;100278,0;
2016-08-01;MA;97036,0;
2016-09-01;MA;98001,0;
2016-10-01;MA;104152,0;
2016-11-01;MA;108978,0;
2016-12-01;MA;101536,0;
2017-01-01;MA;87564,0;
2017-02-01;MA;66661,0;
2017-03-01;MA;78801,0;
2017-04-01;MA;67256,0;
2017-05-01;MA;84280,0;
2017-06-01;MA;86501,0;
2017-07-01;MA;88780,0;122152,1371469119
2017-08-01;MA;86195,0;104237,64295716412
2017-09-01;MA;84121,0;100808,96361637508
2017-10-01;MA;88187,0;103659,89505079147
2017-11-01;MA;79514,0;99289,36222679747
2017-12-01;MA;74061,0;100794,87722653916
2018-01-01;MA;64818,0;102675,36751765062
2018-02-01;MA;44254,0;95772,62238476842
2018-03-01;MA;52169,0;94940,64594864196
2018-04-01;MA;53399,0;97677,08716824526
2018-05-01;MA;45364,0;96055,08948601855
2018-06-01;MA;67103,0;94922,41830299565
2018-07-01;MA;61062,0;113231,7929148977
2018-08-01;MA;73445,0;96083,25987493808
2018-09-01;MA;69471,0;92707,12552704141
2018-10-01;MA;83004,0;96942,37886370419
2018-11-01;MA;77332,0;91247,0590617916
2018-12-01;MA;58591,0;94114,7144626012
2019-01-01;MA;70660,0;100244,32702835245
2019-02-01;MA;50796,0;95562,58591808417
2019-03-01;MA;47834,0;94780,19296909482
2019-04-01;MA;45327,0;96011,86562745503
2019-05-01;MA;54032,0;93768,00829761909
2019-06-01;MA;60657,0;93036,59550992676
2019-07-01;MA;67250,0;116932,97225482363
2019-08-01;MA;70773,0;96434,0311851319
2019-09-01;MA;67010,0;93099,18488510439
2019-10-01;MA;81128,0;98364,46248257076
2019-11-01;MA;81737,0;93182,73543161378
2019-12-01;MA;76841,0;94949,48885897044
2003-01-01;MG;247134,0;
2003-02-01;MG;305708,0;
2003-03-01;MG;284168,0;
2003-04-01;MG;286594,0;
2003-05-01;MG;312455,0;
2003-06-01;MG;299651,0;
2003-07-01;MG;340885,0;
2003-08-01;MG;322275,0;
2003-09-01;MG;345219,0;
2003-10-01;MG;352678,0;
2003-11-01;MG;295720,0;
2003-12-01;MG;270978,0;
2004-01-01;MG;249680,0;
2004-02-01;MG;219561,0;
2004-03-01;MG;304641,0;
2004-04-01;MG;262564,0;
2004-05-01;MG;299209,0;
2004-06-01;MG;303866,0;
2004-07-01;MG;320442,0;
2004-08-01;MG;318685,0;
2004-09-01;MG;315841,0;
2004-10-01;MG;300355,0;
2004-11-01;MG;297717,0;
2004-12-01;MG;260237,0;
2005-01-01;MG;268591,0;
2005-02-01;MG;246372,0;
2005-03-01;MG;292439,0;
2005-04-01;MG;310034,0;
2005-05-01;MG;322741,0;
2005-06-01;MG;360513,0;
2005-07-01;MG;359804,0;
2005-08-01;MG;406893,0;
2005-09-01;MG;397527,0;
2005-10-01;MG;406354,0;
2005-11-01;MG;375773,0;
2005-12-01;MG;357530,0;
2006-01-01;MG;425400,0;
2006-02-01;MG;375813,0;
2006-03-01;MG;441698,0;
2006-04-01;MG;389598,0;
2006-05-01;MG;465695,0;
2006-06-01;MG;418447,0;
2006-07-01;MG;440917,0;
2006-08-01;MG;479363,0;
2006-09-01;MG;437792,0;
2006-10-01;MG;445573,0;
2006-11-01;MG;401511,0;
2006-12-01;MG;354139,0;
2007-01-01;MG;389550,0;
2007-02-01;MG;355526,0;
2007-03-01;MG;460107,0;
2007-04-01;MG;424702,0;
2007-05-01;MG;466812,0;
2007-06-01;MG;471673,0;
2007-07-01;MG;496171,0;
2007-08-01;MG;531411,0;
2007-09-01;MG;483813,0;
2007-10-01;MG;512562,0;
2007-11-01;MG;457754,0;
2007-12-01;MG;388355,0;
2008-01-01;MG;458485,0;
2008-02-01;MG;402782,0;
2008-03-01;MG;429874,0;
2008-04-01;MG;484463,0;
2008-05-01;MG;498487,0;
2008-06-01;MG;506647,0;
2008-07-01;MG;559912,0;
2008-08-01;MG;539832,0;
2008-09-01;MG;576883,0;
2008-10-01;MG;546723,0;
2008-11-01;MG;476676,0;
2008-12-01;MG;421590,0;
2009-01-01;MG;436293,0;
2009-02-01;MG;396914,0;
2009-03-01;MG;483839,0;
2009-04-01;MG;478991,0;
2009-05-01;MG;515822,0;
2009-06-01;MG;513686,0;
2009-07-01;MG;576387,0;
2009-08-01;MG;557411,0;
2009-09-01;MG;571514,0;
2009-10-01;MG;542293,0;
2009-11-01;MG;522365,0;
2009-12-01;MG;436839,0;
2010-01-01;MG;503680,0;
2010-02-01;MG;471305,0;
2010-03-01;MG;578572,0;
2010-04-01;MG;533165,0;
2010-05-01;MG;560354,0;
2010-06-01;MG;546486,0;
2010-07-01;MG;601745,0;
2010-08-01;MG;647700,0;
2010-09-01;MG;628612,0;
2010-10-01;MG;596227,0;
2010-11-01;MG;544711,0;
2010-12-01;MG;538872,0;
2011-01-01;MG;516590,0;
2011-02-01;MG;558484,0;
2011-03-01;MG;556002,0;
2011-04-01;MG;570738,0;
2011-05-01;MG;676878,0;
2011-06-01;MG;626571,0;
2011-07-01;MG;638156,0;
2011-08-01;MG;682660,0;
2011-09-01;MG;647680,0;
2011-10-01;MG;592732,0;
2011-11-01;MG;577717,0;
2011-12-01;MG;490780,0;
2012-01-01;MG;523094,0;
2012-02-01;MG;538500,0;
2012-03-01;MG;629774,0;
2012-04-01;MG;565656,0;
2012-05-01;MG;623271,0;
2012-06-01;MG;586932,0;
2012-07-01;MG;634043,0;
2012-08-01;MG;681586,0;
2012-09-01;MG;614072,0;
2012-10-01;MG;650068,0;
2012-11-01;MG;569608,0;
2012-12-01;MG;527422,0;
2013-01-01;MG;560056,0;
2013-02-01;MG;513715,0;
2013-03-01;MG;553798,0;
2013-04-01;MG;623269,0;
2013-05-01;MG;623440,0;
2013-06-01;MG;580818,0;
2013-07-01;MG;678442,0;
2013-08-01;MG;680488,0;
2013-09-01;MG;652390,0;
2013-10-01;MG;682758,0;
2013-11-01;MG;590151,0;
2013-12-01;MG;486646,0;
2014-01-01;MG;576568,0;
2014-02-01;MG;625432,0;
2014-03-01;MG;649394,0;
2014-04-01;MG;646918,0;
2014-05-01;MG;721188,0;
2014-06-01;MG;642243,0;
2014-07-01;MG;708274,0;
2014-08-01;MG;713702,0;
2014-09-01;MG;733113,0;
2014-10-01;MG;724279,0;
2014-11-01;MG;613799,0;
2014-12-01;MG;557007,0;
2015-01-01;MG;525105,0;
2015-02-01;MG;627717,0;
2015-03-01;MG;651834,0;
2015-04-01;MG;596613,0;
2015-05-01;MG;626130,0;
2015-06-01;MG;626394,0;
2015-07-01;MG;561989,0;
2015-08-01;MG;494133,0;
2015-09-01;MG;465763,0;
2015-10-01;MG;487701,0;
2015-11-01;MG;408303,0;
2015-12-01;MG;396658,0;
2016-01-01;MG;416150,0;
2016-02-01;MG;339621,0;
2016-03-01;MG;466774,0;
2016-04-01;MG;415069,0;
2016-05-01;MG;439446,0;
2016-06-01;MG;440616,0;
2016-07-01;MG;429457,0;
2016-08-01;MG;468183,0;
2016-09-01;MG;438992,0;
2016-10-01;MG;417542,0;
2016-11-01;MG;380746,0;
2016-12-01;MG;363966,0;
2017-01-01;MG;390594,0;
2017-02-01;MG;338767,0;
2017-03-01;MG;419962,0;
2017-04-01;MG;387800,0;
2017-05-01;MG;391122,0;
2017-06-01;MG;409739,0;
2017-07-01;MG;413460,0;513614,1436284344
2017-08-01;MG;497019,0;497347,5858121015
2017-09-01;MG;476478,0;494484,2532727289
2017-10-01;MG;421395,0;497382,0904676701
2017-11-01;MG;413641,0;492636,48230436107
2017-12-01;MG;338033,0;494418,2212188671
2018-01-01;MG;431028,0;465061,96922446287
2018-02-01;MG;305105,0;458057,97521264723
2018-03-01;MG;402406,0;456827,8247052167
2018-04-01;MG;419419,0;459289,40711818717
2018-05-01;MG;336054,0;457510,96206013777
2018-06-01;MG;568395,0;456406,73585453734
2018-07-01;MG;541488,0;473639,1916464603
2018-08-01;MG;537851,0;456340,06674888043
2018-09-01;MG;526265,0;454047,3224241786
2018-10-01;MG;559293,0;457585,39987075084
2018-11-01;MG;466646,0;452812,6042480202
2018-12-01;MG;416049,0;455145,20119340427
2019-01-01;MG;501489,0;458473,74676078244
2019-02-01;MG;460699,0;453856,5195726616
2019-03-01;MG;445583,0;452971,1389451785
2019-04-01;MG;509271,0;454937,8529222001
2019-05-01;MG;532602,0;452082,9858853364
2019-06-01;MG;500905,0;451524,35521687136
2019-07-01;MG;588495,0;474964,2469785848
2019-08-01;MG;589349,0;456248,167007672
2019-09-01;MG;543982,0;451645,1916203181
2019-10-01;MG;614074,0;456607,89304499014
2019-11-01;MG;557419,0;451618,50397616427
2019-12-01;MG;412582,0;453031,93820095214
2003-01-01;MS;33744,0;
2003-02-01;MS;32230,0;
2003-03-01;MS;33559,0;
2003-04-01;MS;34283,0;
2003-05-01;MS;36066,0;
2003-06-01;MS;35697,0;
2003-07-01;MS;40248,0;
2003-08-01;MS;36262,0;
2003-09-01;MS;34630,0;
2003-10-01;MS;36875,0;
2003-11-01;MS;33128,0;
2003-12-01;MS;30870,0;
2004-01-01;MS;36256,0;
2004-02-01;MS;33675,0;
2004-03-01;MS;43734,0;
2004-04-01;MS;36187,0;
2004-05-01;MS;33413,0;
2004-06-01;MS;39588,0;
2004-07-01;MS;42637,0;
2004-08-01;MS;44213,0;
2004-09-01;MS;42226,0;
2004-10-01;MS;36618,0;
2004-11-01;MS;37872,0;
2004-12-01;MS;39746,0;
2005-01-01;MS;33550,0;
2005-02-01;MS;33682,0;
2005-03-01;MS;40149,0;
2005-04-01;MS;39205,0;
2005-05-01;MS;38897,0;
2005-06-01;MS;40481,0;
2005-07-01;MS;41787,0;
2005-08-01;MS;51050,0;
2005-09-01;MS;40518,0;
2005-10-01;MS;37686,0;
2005-11-01;MS;41135,0;
2005-12-01;MS;41341,0;
2006-01-01;MS;43106,0;
2006-02-01;MS;32601,0;
2006-03-01;MS;42728,0;
2006-04-01;MS;37874,0;
2006-05-01;MS;42090,0;
2006-06-01;MS;41427,0;
2006-07-01;MS;44939,0;
2006-08-01;MS;49562,0;
2006-09-01;MS;47439,0;
2006-10-01;MS;48032,0;
2006-11-01;MS;46778,0;
2006-12-01;MS;38909,0;
2007-01-01;MS;42744,0;
2007-02-01;MS;37565,0;
2007-03-01;MS;47589,0;
2007-04-01;MS;44965,0;
2007-05-01;MS;47485,0;
2007-06-01;MS;50767,0;
2007-07-01;MS;52952,0;
2007-08-01;MS;56268,0;
2007-09-01;MS;57078,0;
2007-10-01;MS;68763,0;
2007-11-01;MS;65294,0;
2007-12-01;MS;61459,0;
2008-01-01;MS;65910,0;
2008-02-01;MS;58929,0;
2008-03-01;MS;62311,0;
2008-04-01;MS;65439,0;
2008-05-01;MS;68618,0;
2008-06-01;MS;72138,0;
2008-07-01;MS;82637,0;
2008-08-01;MS;70990,0;
2008-09-01;MS;73662,0;
2008-10-01;MS;72422,0;
2008-11-01;MS;63729,0;
2008-12-01;MS;57986,0;
2009-01-01;MS;55541,0;
2009-02-01;MS;50236,0;
2009-03-01;MS;57625,0;
2009-04-01;MS;56675,0;
2009-05-01;MS;58566,0;
2009-06-01;MS;58508,0;
2009-07-01;MS;59896,0;
2009-08-01;MS;59722,0;
2009-09-01;MS;63228,0;
2009-10-01;MS;64044,0;
2009-11-01;MS;59624,0;
2009-12-01;MS;49662,0;
2010-01-01;MS;54036,0;
2010-02-01;MS;54854,0;
2010-03-01;MS;66686,0;
2010-04-01;MS;63328,0;
2010-05-01;MS;68015,0;
2010-06-01;MS;69188,0;
2010-07-01;MS;81537,0;
2010-08-01;MS;75708,0;
2010-09-01;MS;70757,0;
2010-10-01;MS;69162,0;
2010-11-01;MS;70414,0;
2010-12-01;MS;69464,0;
2011-01-01;MS;69038,0;
2011-02-01;MS;65487,0;
2011-03-01;MS;62968,0;
2011-04-01;MS;67299,0;
2011-05-01;MS;78552,0;
2011-06-01;MS;80201,0;
2011-07-01;MS;82136,0;
2011-08-01;MS;92562,0;
2011-09-01;MS;87281,0;
2011-10-01;MS;83106,0;
2011-11-01;MS;79173,0;
2011-12-01;MS;75445,0;
2012-01-01;MS;72993,0;
2012-02-01;MS;75727,0;
2012-03-01;MS;85555,0;
2012-04-01;MS;77221,0;
2012-05-01;MS;92229,0;
2012-06-01;MS;75154,0;
2012-07-01;MS;94693,0;
2012-08-01;MS;101556,0;
2012-09-01;MS;85395,0;
2012-10-01;MS;88491,0;
2012-11-01;MS;87067,0;
2012-12-01;MS;72543,0;
2013-01-01;MS;80967,0;
2013-02-01;MS;78856,0;
2013-03-01;MS;79126,0;
2013-04-01;MS;83545,0;
2013-05-01;MS;93401,0;
2013-06-01;MS;79391,0;
2013-07-01;MS;89840,0;
2013-08-01;MS;96235,0;
2013-09-01;MS;92470,0;
2013-10-01;MS;89776,0;
2013-11-01;MS;90520,0;
2013-12-01;MS;74481,0;
2014-01-01;MS;84582,0;
2014-02-01;MS;82582,0;
2014-03-01;MS;80368,0;
2014-04-01;MS;80047,0;
2014-05-01;MS;89219,0;
2014-06-01;MS;86202,0;
2014-07-01;MS;89124,0;
2014-08-01;MS;96403,0;
2014-09-01;MS;97417,0;
2014-10-01;MS;99202,0;
2014-11-01;MS;80488,0;
2014-12-01;MS;70777,0;
2015-01-01;MS;76759,0;
2015-02-01;MS;83237,0;
2015-03-01;MS;91710,0;
2015-04-01;MS;85377,0;
2015-05-01;MS;90393,0;
2015-06-01;MS;93928,0;
2015-07-01;MS;89887,0;
2015-08-01;MS;93871,0;
2015-09-01;MS;81404,0;
2015-10-01;MS;87328,0;
2015-11-01;MS;70505,0;
2015-12-01;MS;63011,0;
2016-01-01;MS;72192,0;
2016-02-01;MS;71209,0;
2016-03-01;MS;80651,0;
2016-04-01;MS;78682,0;
2016-05-01;MS;76891,0;
2016-06-01;MS;80194,0;
2016-07-01;MS;96613,0;
2016-08-01;MS;85369,0;
2016-09-01;MS;83945,0;
2016-10-01;MS;78525,0;
2016-11-01;MS;84256,0;
2016-12-01;MS;64323,0;
2017-01-01;MS;73279,0;
2017-02-01;MS;66462,0;
2017-03-01;MS;79514,0;
2017-04-01;MS;63281,0;
2017-05-01;MS;77205,0;
2017-06-01;MS;71168,0;
2017-07-01;MS;80517,0;125908,6917492265
2017-08-01;MS;81348,0;107469,59281521649
2017-09-01;MS;76509,0;103688,62822505095
2017-10-01;MS;71851,0;106729,3563191643
2017-11-01;MS;71187,0;102326,12068805555
2017-12-01;MS;58020,0;103658,53596233952
2018-01-01;MS;63194,0;103716,54391390437
2018-02-01;MS;60580,0;98183,5492807967
2018-03-01;MS;69448,0;97332,9587724542
2018-04-01;MS;74472,0;100995,53368093589
2018-05-01;MS;63776,0;98352,52627228436
2018-06-01;MS;81732,0;97178,92642268838
2018-07-01;MS;83858,0;118211,50636133717
2018-08-01;MS;87863,0;99323,28206899893
2018-09-01;MS;69723,0;95273,69727601825
2018-10-01;MS;72765,0;98883,629247734
2018-11-01;MS;77937,0;93916,8749688833
2018-12-01;MS;64332,0;97302,11303880785
2019-01-01;MS;77048,0;117272,56317977319
2019-02-01;MS;65660,0;112312,59184755545
2019-03-01;MS;65445,0;111497,22858382665
2019-04-01;MS;78095,0;113749,1307380397
2019-05-01;MS;80998,0;110443,33501520581
2019-06-01;MS;69415,0;109860,58958991888
2019-07-01;MS;87346,0;134190,41785597478
2019-08-01;MS;82888,0;114404,4068983066
2019-09-01;MS;79287,0;109991,0967169562
2019-10-01;MS;81855,0;114148,26856386857
2019-11-01;MS;77495,0;110005,02840414757
2019-12-01;MS;56612,0;111574,96309665989
2003-01-01;MT;47470,0;
2003-02-01;MT;45387,0;
2003-03-01;MT;44907,0;
2003-04-01;MT;45467,0;
2003-05-01;MT;56246,0;
2003-06-01;MT;56126,0;
2003-07-01;MT;66358,0;
2003-08-01;MT;63712,0;
2003-09-01;MT;66987,0;
