bi_lstm,dense,epochs,neuronios,ativacao_lstm,ativacao_normal,normalizacao,mae,rmse,mape
1,0,100,64,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,22767.306290838067,36173.58061103531,0.26055162015530003
1,0,100,64,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,39412.27367363115,54416.88717814169,0.5668088029134994
1,0,100,64,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,23798.08932084517,37421.16985959618,0.25762212763124476
1,0,100,64,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,22949.472485381226,36876.55553010453,0.23878931365544362
1,0,100,64,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,24624.195475833778,41612.20567520618,0.2690738381560248
1,0,100,64,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,19705.491879580233,34112.477227803865,0.19008179614231346
1,0,100,64,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,26266.69354995265,46743.59192555502,0.2491393496419778
1,0,100,64,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,31828.57222765416,45937.19877823987,0.4247134900138341
1,0,100,32,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,146535.6496201024,231281.68394932998,0.9782696016791906
1,0,100,32,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,146591.80842673764,231483.4223766096,0.9777421306155585
1,0,100,32,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,146532.5512303208,231282.804774929,0.9779195849438077
1,0,100,32,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,146595.85316528467,231486.0217998023,0.9778326553396522
1,0,100,32,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,146549.283289536,231283.6651468641,0.9788396215744269
1,0,100,32,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,146591.53628447338,231483.2236912288,0.9777373390472675
1,0,100,32,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,24277.823535748106,44532.249070945654,0.22229371156968877
1,0,100,32,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,22850.237963244228,37701.39360505018,0.2546024444364014
1,0,100,32,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,23728.868158735797,42242.45020746478,0.21713743797150784
1,0,100,32,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,23726.08632492121,38006.77624577217,0.27828205604790995
1,0,100,32,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,21785.716781190815,35216.26701305328,0.21484848783766025
1,0,100,32,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,25875.71103954663,40513.14148611806,0.32079518517158184
1,0,100,32,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,22902.23176669034,38959.62836136289,0.19912055309113516
1,0,100,32,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,22572.975814355825,38286.22551437885,0.25686799279960687
